"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Multi-Input Inverter for Grid-Connected Hybrid PV/Wind Power System","Y. Chen; Y. Liu; S. Hung; C. Cheng","Elegant Power Application Res. Center, Nat. Chung Cheng Univ., Chia-Yi; NA; NA; NA","IEEE Transactions on Power Electronics","","2007","22","3","1070","1077","The objective of this paper is to propose a novel multi-input inverter for the grid-connected hybrid photovoltaic (PV)/wind power system in order to simplify the power system and reduce the cost. The proposed multi-input inverter consists of a buck/buck-boost fused multi-input dc-dc converter and a full-bridge dc-ac inverter. The output power characteristics of the PV array and the wind turbine are introduced. The perturbation and observation method is used to accomplish the maximum power point tracking algorithm for input sources. The operational principle of the proposed multi-input inverter is explained. The control circuit is realized by using a digital signal processor and auxiliary analog circuits. For practical applications, functions of soft-start and circuit protection are implemented. Experimental results have shown the performance of the proposed multi-input inverter with desired features","1941-0107","","10.1109/TPEL.2007.897117","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4182488","Inverter;photovoltaic (PV);wind energy","Inverters;Wind energy;Photovoltaic systems;Hybrid power systems;Circuits;Solar power generation;Costs;DC-DC power converters;Power generation;Wind turbines","cost reduction;DC-DC power convertors;hybrid power systems;invertors;photovoltaic power systems;wind power plants;wind turbines","multiinput inverter;grid-connected hybrid PV-wind power system;cost reduction;multiinput dc-dc converter;full bridge dc-ac inverter;PV array;wind turbine;perturbation method;observation method;maximum power point tracking algorithm;control circuit;digital signal processor;auxiliary analog circuits","","219","","17","","","","","IEEE","IEEE Journals"
"Locating and Isolating DC Faults in Multi-Terminal DC Systems","L. Tang; B. Ooi","Hydro One Inc., Toronto; NA","IEEE Transactions on Power Delivery","","2007","22","3","1877","1884","A VSC-MTDC (multi-terminal dc) system consists of voltage-source converters (VSCs) connected to a dc network at their dc terminals. The MTDC is most vulnerable to a dc fault which paralyses all the VSCs until the dc fault is cleared. As dc circuit breakers are expensive, this paper proposes a solution based on extinguishing the dc fault current by opening all the ac-circuit breakers (ac-CBs) which the VSCs are already equipped with on the ac-sides. However, it is necessary to identify which dc line is the faulted line (in case it is a permanent fault) so that it can be isolated by fast dc switches (which are much more economical than the dc circuit breakers), prior to restoring the MTDC system by re-closing all the ac-CBs. This paper presents the handshaking method, which locates and isolates the faulted dc line and restores the MTDC without telecommunication.","1937-4208","","10.1109/TPWRD.2007.899276","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4265729","DC choppers;dc circuit breakers;dc fault;distributed generation;fault detection;fuel cell;HVDC;LVDC;micro-turbines;multi-terminal direct current (MTDC);photo voltaic;protection;voltage-source converters (VSCs);wind farms","Circuit faults;Converters;Power conversion;Circuit breakers;Voltage;Fault currents;Fault diagnosis;Switching circuits;Switches;Telecommunication switching","circuit breakers;fault location;power system faults;power system protection","DC fault location;DC fault isolation;multiterminal DC systems;voltage-source converters;VSC;dc circuit breakers;ac-circuit breakers;dc switches;handshaking method","","381","","13","","","","","IEEE","IEEE Journals"
"IEEE Recommended Practice for the Design of Reliable Industrial and Commercial Power Systems","","","IEEE Std 493-2007 (Revision of IEEE Std 493-1997)","","2007","","","1","383","The objective of this book is to present the fundamentals of reliability analysis applied to the planning and design of industrial and commercial electric power distribution systems. The intended audience for this material is primarily consulting engineers and plant electrical engineers and technicians. The design of reliable industrial and commercial power distribution systems is important because of the high cost associated with power outages. It is necessary to consider the cost of power outages when making design decisions for new power distribution systems as well as to have the ability to make quantitative “cost-versus-reliability” trade-off studies. The lack of credible data concerning equipment reliability and the cost of power outages has hindered engineers in making such studies. This edition of the IEEE Std 493 overcomes these obstacles. Remarks: Revision of IEEE Std 493-1997","","978-0-7381-5301-8","10.1109/IEEESTD.2007.380668","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4264700","designing reliable industrial and commercial power systems;equipment reliability data;industrial and commercial power systems reliability analysis;reliability analysis;Gold Book","","","","","8","","144","","","","","IEEE","IEEE Standards"
"Performance Evaluation of the IEEE 802.11p WAVE Communication Standard","S. Eichler","Tech. Univ. Munchen, Munich","2007 IEEE 66th Vehicular Technology Conference","","2007","","","2199","2203","In order to provide Dedicated Short Range Communication (DSRC) for future vehicle-to-vehicle (V2V) communication the IEEE is currently working on the IEEE 802.11p Wireless Access in Vehicular Environments (WAVE) standard. The standard shall provide a multi-channel DSRC solution with high performance for multiple application types to be used in future Vehicular Ad Hoc Networks (VANETs). We provide a performance evaluation of the standard, considering collision probability, throughput and delay, using simulations and analytical means. WAVE can prioritize messages, however, in dense and high load scenarios the the troughput is decreases while the delay is increasing significantly.","1090-3038","978-1-4244-0263-2","10.1109/VETECF.2007.461","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4350110","","Communication standards;Vehicle safety;Analytical models;Delay;Quality of service;Traffic control;Communications technology;Communication networks;Accidents;Communication system control","ad hoc networks;mobile radio;radio access networks;wireless LAN","performance evaluation;IEEE 802.11p;dedicated short range communication;vehicle-to-vehicle communication;wireless access;vehicular environments;vehicular ad hoc networks","","262","","11","","","","","IEEE","IEEE Conferences"
"A Bidirectional Isolated DC–DC Converter as a Core Circuit of the Next-Generation Medium-Voltage Power Conversion System","S. Inoue; H. Akagi","Dept. of Electr. & Electron. Eng., Tokyo Inst. of Technol.; Dept. of Electr. & Electron. Eng., Tokyo Inst. of Technol.","IEEE Transactions on Power Electronics","","2007","22","2","535","542","This paper describes a bidirectional isolated dc-dc converter considered as a core circuit of 3.3-kV/6.6-kV high-power-density power conversion systems in the next generation. The dc-dc converter is intended to use power switching devices based on silicon carbide (SiC) and/or gallium nitride, which will be available on the market in the near future. A 350-V, 10-kW and 20 kHz dc-dc converter is designed, constructed and tested. It consists of two single-phase full-bridge converters with the latest trench-gate insulated gate bipolar transistors and a 20-kHz transformer with a nano-crystalline soft-magnetic material core and litz wires. The transformer plays an essential role in achieving galvanic isolation between the two full-bridge converters. The overall efficiency from the dc-input to dc-output terminals is accurately measured to be as high as 97%, excluding gate drive and control circuit losses from the whole loss. Moreover, loss analysis is carried out to estimate effectiveness in using SiC-based power switching devices. Loss analysis clarifies that the use of SiC-based power devices may bring a significant reduction in conducting and switching losses to the dc-dc converter. As a result, the overall efficiency may reach 99% or higher","1941-0107","","10.1109/TPEL.2006.889939","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4118307","Bidirectional isolated dc–dc converter;medium-voltage power conversion systems;power density;wide-band-gap semiconductors","Circuits;Medium voltage;Power conversion;DC-DC power converters;Switching converters;Silicon carbide;Power transformer insulation;III-V semiconductor materials;Gallium nitride;Testing","bridge circuits;DC-DC power convertors;design engineering;insulated gate bipolar transistors;losses;nanostructured materials;power systems;power transformers;soft magnetic materials","bidirectional isolated dc-dc converter;core circuit;next generation medium-voltage power conversion system;power switching devices;single-phase full-bridge converters;trench-gate insulated gate bipolar transistors;transformer;noncrystalline soft magnetic material;litz wire;galvanic isolation;control circuit losses;loss analysis;3.3 kV;6.6 kV;350 V;10 kW;20 kHz","","370","","19","","","","","IEEE","IEEE Journals"
"Reduction of Mutual Coupling Between Closely-Packed Antenna Elements","C. Chiu; C. Cheng; R. D. Murch; C. R. Rowell","Hong Kong Univ. of Sci. & Technol., Kowloon; Hong Kong Univ. of Sci. & Technol., Kowloon; Hong Kong Univ. of Sci. & Technol., Kowloon; NA","IEEE Transactions on Antennas and Propagation","","2007","55","6","1732","1738","A simple ground plane structure that can reduce mutual coupling between closely-packed antenna elements is proposed and studied. The structure consists of a slitted pattern, without via's, etched onto a single ground plane and it is therefore low cost and straightforward to fabricate. It is found that isolations of more than -20 dB can be achieved between two parallel individual planar inverted-F antennas (PIFAs) sharing a common ground plane, with inter-antenna spacing (center to center) of 0.116 lambdao and ground plane size 0.331lambdao 2. At 2.31 GHz it is demonstrated that this translates into an edge to edge separation between antennas of just 10 mm. Similarly the structure can be applied to reduce mutual coupling between three or four radiating elements. In addition the mutual coupling between half wavelength patches and monopoles can also be reduced with the aid of the proposed ground plane structure. Results of parametric studies are also given in this paper. Both simulation and measurement results are used to confirm the suppression of mutual coupling between closely-packed antenna elements with our slitted ground plane.","1558-2221","","10.1109/TAP.2007.898618","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4232615","Monopole antennas;multiple input multiple output (MIMO);mutual coupling;patch antennas;PIFAs","Mutual coupling;MIMO;Patch antennas;Antenna feeds;Etching;Periodic structures;Metamaterials;Fabrication;Costs;Parametric study","microstrip antennas;monopole antenna arrays;planar inverted-F antennas;UHF antennas","monopole antennas;multiple input multiple output;patch antennas;mutual coupling reduction;closely-packed antenna elements;ground plane structure;slitted pattern;parallel individual planar inverted-F antenna;inter-antenna spacing;slitted ground plane;frequency 2.31 GHz","","342","","16","","","","","IEEE","IEEE Journals"
"A 65fJ/Conversion-Step 0-to-50MS/s 0-to-0.7mW 9b Charge-Sharing SAR ADC in 90nm Digital CMOS","J. Craninckx; G. van der Plas","IMEC, Leuven, Belgium; IMEC, Leuven, Belgium","2007 IEEE International Solid-State Circuits Conference. Digest of Technical Papers","","2007","","","246","600","A fully dynamic SAR ADC is proposed that uses passive charge-sharing and an asynchronous controller to achieve low power consumption. No active circuits are needed for high-speed operation and all static power is removed, offering power consumption proportional to sampling frequency from 50MS/s down to 0. The prototype implementation in 90nm digital CMOS achieves 7.8 ENOB, 49dB SNDR at 20MS/s consuming 290 muW. This results in a FOM of 65fJ/conversion-step.","2376-8606","1-4244-0852-0","10.1109/ISSCC.2007.373386","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4242357","","Switches;Voltage;MOS capacitors;Signal sampling;Sampling methods;Signal processing;CMOS technology;Clocks;Feedback;Energy consumption","analogue-digital conversion;CMOS digital integrated circuits;low-power electronics","9 bit;90 nm;290 muW;0 to 0.7 mW;low power consumption;asynchronous controller;passive charge-sharing;fully dynamic SAR ADC;digital CMOS;charge-sharing SAR ADC","","108","","4","","","","","IEEE","IEEE Conferences"
"Multi-Agent Systems for Power Engineering Applications—Part I: Concepts, Approaches, and Technical Challenges","S. D. J. McArthur; E. M. Davidson; V. M. Catterson; A. L. Dimeas; N. D. Hatziargyriou; F. Ponci; T. Funabashi","Strathlcyde Univ., Glasgow; Strathlcyde Univ., Glasgow; Strathlcyde Univ., Glasgow; NA; NA; NA; NA","IEEE Transactions on Power Systems","","2007","22","4","1743","1752","This is the first part of a two-part paper that has arisen from the work of the IEEE Power Engineering Society's Multi-Agent Systems (MAS) Working Group. Part I of this paper examines the potential value of MAS technology to the power industry. In terms of contribution, it describes fundamental concepts and approaches within the field of multi-agent systems that are appropriate to power engineering applications. As well as presenting a comprehensive review of the meaningful power engineering applications for which MAS are being investigated, it also defines the technical issues which must be addressed in order to accelerate and facilitate the uptake of the technology within the power and energy sector. Part II of this paper explores the decisions inherent in engineering multi-agent systems for applications in the power and energy sector and offers guidance and recommendations on how MAS can be designed and implemented.","1558-0679","","10.1109/TPWRS.2007.908471","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4349106","Multi-agent systems","Multiagent systems;Power engineering;Power engineering and energy;Power industry;Acceleration;Design engineering;Systems engineering and theory;Condition monitoring;Power system restoration;Power system simulation","multi-agent systems;power engineering computing","power industry;IEEE Power Engineering Society;power engineering applications;multi-agent system","","660","","68","","","","","IEEE","IEEE Journals"
"0.13-$\mu$m CMOS Phase Shifters for X-, Ku-, and K-Band Phased Arrays","K. Koh; G. M. Rebeiz","California Univ., San Diego; NA","IEEE Journal of Solid-State Circuits","","2007","42","11","2535","2546","Two 4-bit active phase shifters integrated with all digital control circuitry in 0.13-mum RF CMOS technology are developed for X- and Ku-band (8-18 GHz) and K-band (18-26 GHz) phased arrays, respectively. The active digital phase shifters synthesize the required phase using a phase interpolation process by adding quadrature-phased input signals. The designs are based on a resonance-based quadrature all-pass filter for quadrature signaling with minimum loss and wide operation bandwidth. Both phase shifters can change phases with less than about 2 dB of RMS amplitude imbalance for all phase states through an associated DAC control. For the X- and Ku-band phase shifter, the RMS phase error is less than 10o over the entire 5-18 GHz range. The average insertion loss ranges from to at 5-20 GHz. The input for all 4-bit phase states is typically at -5.4 plusmn1.3 GHz in the X- and Ku-band phase shifter. The K-band phase shifter exhibits 6.5-13 of RMS phase error at 15-26 GHz. The average insertion loss is from 4.6 to at 15-26 GHz. The input of the K-band phase shifter is at 24 GHz. For both phase shifters, the core size excluding all the pads and the output 50 Omega matching circuits, inserted for measurement purpose only, is very small, 0.33times0.43 mm2 . The total current consumption is 5.8 mA in the X- and Ku-band phase shifter and 7.8 mA in the K-band phase shifter, from a 1.5 V supply voltage.","1558-173X","","10.1109/JSSC.2007.907225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4362098","Active phase shifters;CMOS analog integrated circuits;phased arrays;quadrature networks","Phase shifters;K-band;CMOS technology;Phased arrays;Insertion loss;Digital control;Radio frequency;CMOS digital integrated circuits;Integrated circuit technology;Integrated circuit synthesis","all-pass filters;antenna phased arrays;CMOS analogue integrated circuits;microwave antenna arrays;MMIC phase shifters","voltage 1.5 V;current 7.8 mA;current 5.8 mA;size 0.13 mum;frequency 18 GHz to 26 GHz;frequency 8 GHz to 18 GHz;matching circuits;DAC control;quadrature signaling;resonance-based quadrature all-pass filter;quadrature-phased input signals;phase interpolation process;active digital phase shifters;digital control circuitry;K-band phased arrays;Kmu-band phased arrays;X-band phased arrays;CMOS phase shifters;frequency 8 GHz to 18 GHz;frequency 18 GHz to 26 GHz;size 0.13 mum;current 5.8 mA;current 7.8 mA;voltage 1.5 V","","202","","29","","","","","IEEE","IEEE Journals"
"A Survey of Recent Results in Networked Control Systems","J. P. Hespanha; P. Naghshtabrizi; Y. Xu","Dept. of Electr. & Comput. Eng., California Univ., Santa Barbara, CA; Dept. of Electr. & Comput. Eng., California Univ., Santa Barbara, CA; NA","Proceedings of the IEEE","","2007","95","1","138","162","Networked control systems (NCSs) are spatially distributed systems for which the communication between sensors, actuators, and controllers is supported by a shared communication network. We review several recent results on estimation, analysis, and controller synthesis for NCSs. The results surveyed address channel limitations in terms of packet-rates, sampling, network delay, and packet dropouts. The results are presented in a tutorial fashion, comparing alternative methodologies","1558-2256","","10.1109/JPROC.2006.887288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4118465","Automatic control;communication networks;estimation;networked control systems (NCSs);stability","Networked control systems;Communication system control;Automatic control;Sensor systems;Control systems;Sensor arrays;Actuators;Stability;Communication networks;Control system synthesis","closed loop systems;control system analysis;control system synthesis;distributed control;stability;state estimation;telecontrol","networked control systems;spatially distributed systems;shared communication network;packet-rates;network delay;packet dropouts;automatic control;communication networks","","2352","","81","","","","","IEEE","IEEE Journals"
"An Interior-Point Method for Large-Scale  $\ell_1$-Regularized Least Squares","S. Kim; K. Koh; M. Lustig; S. Boyd; D. Gorinevsky","Stanford Univ., Stanford; Stanford Univ., Stanford; Stanford Univ., Stanford; Stanford Univ., Stanford; Stanford Univ., Stanford","IEEE Journal of Selected Topics in Signal Processing","","2007","1","4","606","617","Recently, a lot of attention has been paid to regularization based methods for sparse signal reconstruction (e.g., basis pursuit denoising and compressed sensing) and feature selection (e.g., the Lasso algorithm) in signal processing, statistics, and related fields. These problems can be cast as -regularized least-squares programs (LSPs), which can be reformulated as convex quadratic programs, and then solved by several standard methods such as interior-point methods, at least for small and medium size problems. In this paper, we describe a specialized interior-point method for solving large-scale -regularized LSPs that uses the preconditioned conjugate gradients algorithm to compute the search direction. The interior-point method can solve large sparse problems, with a million variables and observations, in a few tens of minutes on a PC. It can efficiently solve large dense problems, that arise in sparse signal recovery with orthogonal transforms, by exploiting fast algorithms for these transforms. The method is illustrated on a magnetic resonance imaging data set.","1941-0484","","10.1109/JSTSP.2007.910971","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4407767","Basis pursuit denoising;compressive sampling;compressed sensing;convex optimization;interior-point methods;least squares;preconditioned conjugate gradients; $\ell_1$ regularization","Large-scale systems;Least squares methods;Signal processing algorithms;Sparse matrices;Noise reduction;Compressed sensing;Vectors;Iterative methods;Signal reconstruction;Pursuit algorithms","conjugate gradient methods;convex programming;least squares approximations;signal reconstruction","interior-point method;large-scale lscr1-regularized least squares;sparse signal reconstruction;signal processing;convex quadratic program;conjugate gradient algorithm;sparse signal recovery;orthogonal transform;magnetic resonance imaging data set","","1225","","63","","","","","IEEE","IEEE Journals"
"Layering as Optimization Decomposition: A Mathematical Theory of Network Architectures","M. Chiang; S. H. Low; A. R. Calderbank; J. C. Doyle","Dept. of Electr. Eng., Princeton Univ., NJ; NA; NA; NA","Proceedings of the IEEE","","2007","95","1","255","312","Network protocols in layered architectures have historically been obtained on an ad hoc basis, and many of the recent cross-layer designs are also conducted through piecemeal approaches. Network protocol stacks may instead be holistically analyzed and systematically designed as distributed solutions to some global optimization problems. This paper presents a survey of the recent efforts towards a systematic understanding of layering as optimization decomposition, where the overall communication network is modeled by a generalized network utility maximization problem, each layer corresponds to a decomposed subproblem, and the interfaces among layers are quantified as functions of the optimization variables coordinating the subproblems. There can be many alternative decompositions, leading to a choice of different layering architectures. This paper surveys the current status of horizontal decomposition into distributed computation, and vertical decomposition into functional modules such as congestion control, routing, scheduling, random access, power control, and channel coding. Key messages and methods arising from many recent works are summarized, and open issues discussed. Through case studies, it is illustrated how layering as Optimization Decomposition provides a common language to think about modularization in the face of complex, networked interactions, a unifying, top-down approach to design protocol stacks, and a mathematical theory of network architectures","1558-2256","","10.1109/JPROC.2006.887322","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4118456","Ad hoc network;channel coding;computer network;congestion control;cross-layer design;distributed algorithm;feedback control;game theory;Internet;Lagrange duality;medium access control (MAC);network utility maximization (NUM);optimization;power control;r everse-engineering;routing;scheduling;stochastic networks;transmission control protocol (TCP)/Internet protocol (IP);wireless communications","Protocols;Design optimization;Cross layer design;Communication networks;Utility programs;Computer architecture;Distributed computing;Routing;Processor scheduling;Power control","optimisation;protocols;telecommunication networks","optimization decomposition;network architectures;network protocol stacks;horizontal decomposition;distributed computation;vertical decomposition;congestion control;network routing;scheduling;random access;power control;channel coding;ad hoc network;computer network;cross-layer design;distributed algorithm;feedback control;game theory;Internet;Lagrange duality;medium access control;network utility maximization;reverse-engineering;stochastic networks;transmission control protocol;lnternet protocol;wireless communications","","828","","170","","","","","IEEE","IEEE Journals"
"Improved Techniques for Grid Mapping With Rao-Blackwellized Particle Filters","G. Grisetti; C. Stachniss; W. Burgard","Dept. of Comput. Sci., Freiburg Univ.; NA; NA","IEEE Transactions on Robotics","","2007","23","1","34","46","Recently, Rao-Blackwellized particle filters (RBPF) have been introduced as an effective means to solve the simultaneous localization and mapping problem. This approach uses a particle filter in which each particle carries an individual map of the environment. Accordingly, a key question is how to reduce the number of particles. In this paper, we present adaptive techniques for reducing this number in a RBPF for learning grid maps. We propose an approach to compute an accurate proposal distribution, taking into account not only the movement of the robot, but also the most recent observation. This drastically decreases the uncertainty about the robot's pose in the prediction step of the filter. Furthermore, we present an approach to selectively carry out resampling operations, which seriously reduces the problem of particle depletion. Experimental results carried out with real mobile robots in large-scale indoor, as well as outdoor, environments illustrate the advantages of our methods over previous approaches","1941-0468","","10.1109/TRO.2006.889486","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4084563","Adaptive resampling;improved proposal;motion model;Rao-Blackwellized particle filter (RBPF);simultaneous localization and mapping (SLAM)","Particle filters;Simultaneous localization and mapping;Proposals;Computer science;Distributed computing;Orbital robotics;Contracts;Robot sensing systems;Uncertainty;Mobile robots","mobile robots;particle filtering (numerical methods);SLAM (robots)","grid mapping;Rao-Blackwellized particle filters;mobile robots;simultaneous localization and mapping problem;particle depletion","","947","","44","","","","","IEEE","IEEE Journals"
"Signal Processing for FMCW SAR","A. Meta; P. Hoogeboom; L. P. Ligthart","Microwaves & Radar Inst., Oberpfaffenhofen; NA; NA","IEEE Transactions on Geoscience and Remote Sensing","","2007","45","11","3519","3532","The combination of frequency-modulated continuous-wave (FMCW) technology and synthetic aperture radar (SAR) techniques leads to lightweight cost-effective imaging sensors of high resolution. One limiting factor to the use of FMCW sensors is the well-known presence of nonlinearities in the transmitted signal. This results in contrast- and range-resolution degradation, particularly when the system is intended for high-resolution long-range applications, as it is the case for SAR. This paper presents a novel processing solution, which solves the nonlinearity problem for the whole range profile. Additionally, the conventional stop-and-go approximation used in pulse-radar algorithms is not valid in FMCW SAR applications under certain circumstances. Therefore, the motion within the sweep needs to be taken into account. Analytical development of the FMCW SAR signal model, starting from the deramped signal and without using the stop-and-go approximation, is presented in this paper. The model is then applied to stripmap, spotlight, and single-transmitter/multiple-receiver digital-beamforming SAR operational mode. The proposed algorithms are verified by processing real FMCW SAR data collected with the demonstrator system built at the Delft University of Technology.","1558-0644","","10.1109/TGRS.2007.906140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4373378","Doppler frequency correction;frequency-modulated continuous wave (FMCW);nonlinearity correction;synthetic aperture radar (SAR)","Signal processing;Signal processing algorithms;Radar signal processing;Frequency;Synthetic aperture radar;High-resolution imaging;Image sensors;Image resolution;Signal resolution;Limiting","geophysical signal processing;geophysical techniques;image sensors;radar imaging;synthetic aperture radar","signal processing;frequency-modulated continuous-wave technology;FMCW technique;synthetic aperture radar;SAR technique;high resolution image sensor;signal transmission;conventional stop-and-go approximation;pulse-radar algorithms;data collection;Delft University of Technology;signal model;Netherlands","","187","","34","","","","","IEEE","IEEE Journals"
"Modular Self-Reconfigurable Robot Systems [Grand Challenges of Robotics]","M. Yim; W. Shen; B. Salemi; D. Rus; M. Moll; H. Lipson; E. Klavins; G. S. Chirikjian","Dept. of Mech. Eng. & Appl. Mech., Pennsylvania Univ., Philadelphia, PA; NA; NA; NA; NA; NA; NA; NA","IEEE Robotics & Automation Magazine","","2007","14","1","43","52","The field of modular self-reconfigurable robotic systems addresses the design, fabrication, motion planning, and control of autonomous kinematic machines with variable morphology. Modular self-reconfigurable systems have the promise of making significant technological advances to the field of robotics in general. Their promise of high versatility, high value, and high robustness may lead to a radical change in automation. Currently, a number of researchers have been addressing many of the challenges. While some progress has been made, it is clear that many challenges still exist. By illustrating several of the outstanding issues as grand challenges that have been collaboratively written by a large number of researchers in this field, this article has shown several of the key directions for the future of this growing field","1558-223X","","10.1109/MRA.2007.339623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4141032","","Robots;Robotics and automation;Fabrication;Motion planning;Automatic control;Motion control;Control systems;Kinematics;Morphology;Robustness","self-adjusting systems;telerobotics","modular self-reconfigurable robot systems;fixed-morphology robots;proof-of-concept systems;motion planning;autonomous kinematic machines;variable morphology","","558","","15","","","","","IEEE","IEEE Magazines"
"Algorithmic Design of CMOS LNAs and PAs for 60-GHz Radio","T. Yao; M. Q. Gordon; K. K. W. Tang; K. H. K. Yau; M. Yang; P. Schvan; S. P. Voinigescu","Dept. of Electr. & Comput. Eng., Toronto Univ., Ont.; NA; NA; NA; NA; NA; NA","IEEE Journal of Solid-State Circuits","","2007","42","5","1044","1057","Sixty-gigahertz power (PA) and low-noise (LNA) amplifiers have been implemented, based on algorithmic design methodologies for mm-wave CMOS amplifiers, in a 90-nm RF-CMOS process with thick 9-metal-layer Cu backend and transistor fT/fMAX of 120 GHz/200 GHz. The PA, fabricated for the first time in CMOS at 60 GHz, operates from a 1.5-V supply with 5.2 dB power gain, a 3-dB bandwidth >13 GHz, a P 1dB of +6.4 dBm with 7% PAE and a saturated output power of +9.3 dBm at 60 GHz. The LNA represents the first 90-nm CMOS implementation at 60 GHz and demonstrates improvements in noise, gain and power dissipation compared to earlier 60-GHz LNAs in 160-GHz SiGe HBT and 0.13-mum CMOS technologies. It features 14.6 dB gain, an IIP 3 of -6.8 dBm, and a noise figure lower than 5.5 dB, while drawing 16 mA from a 1.5-V supply. The use of spiral inductors for on-chip matching results in highly compact layouts, with the total PA and LNA die areas with pads measuring 0.35times0.43 mm2 and 0.35times0.40 mm2, respectively","1558-173X","","10.1109/JSSC.2007.894325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4160086","Characteristic current densities;CMOS millimeter-wave integrated circuits; $f_{\rm MAX}$; $f_{\rm T}$;inductors;low-noise amplifier (LNA);millimeter-wave;noise figure;power amplifier (PA);receiver;transformers;V-band;60 GHz","Algorithm design and analysis;Low-noise amplifiers;Gain;CMOS technology;Design methodology;CMOS process;Bandwidth;Power generation;Power dissipation;Silicon germanium","CMOS analogue integrated circuits;field effect MIMIC;low noise amplifiers;millimetre wave power amplifiers","CMOS low noise amplifier;power amplifier;mm-wave CMOS amplifiers;RF-CMOS process;thick 9-metal-layer Cu backend;heterojunction bipolar transistor;spiral inductors;characteristic current densities;CMOS millimeter-wave integrated circuits;noise figure;16 mA;60 GHz;120 GHz;160 GHz;200 GHz;5.2 dB;14.6 dB;0.13 micron;90 nm;1.5 V","","328","","32","","","","","IEEE","IEEE Journals"
"Wireless multimedia sensor networks: A survey","I. F. Akyildiz; T. Melodia; K. R. Chowdury","Georgia Inst. of Technol., Atlanta; NA; NA","IEEE Wireless Communications","","2007","14","6","32","39","In recent years, the growing interest in the wireless sensor network (WSN) has resulted in thousands of peer-reviewed publications. Most of this research is concerned with scalar sensor networks that measure physical phenomena, such as temperature, pressure, humidity, or location of objects that can be conveyed through low-bandwidth and delay-tolerant data streams. Recently, the focus is shifting toward research aimed at revisiting the sensor network paradigm to enable delivery of multimedia content, such as audio and video streams and still images, as well as scalar data. This effort will result in distributed, networked systems, referred to in this paper as wireless multimedia sensor networks (WMSNs). This article discusses the state of the art and the major research challenges in architectures, algorithms, and protocols for wireless multimedia sensor networks. Existing solutions at the physical, link, network, transport, and application layers of the communication protocol stack are investigated. Finally, fundamental open research issues are discussed, and future research trends in this area are outlined.","1558-0687","","10.1109/MWC.2007.4407225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4407225","","Wireless sensor networks;Streaming media;Sensor phenomena and characterization;Temperature sensors;Humidity measurement;Pressure measurement;Focusing;Image sensors;Multimedia systems;Sensor systems","multimedia communication;protocols;video streaming;wireless sensor networks","wireless multimedia sensor networks;scalar sensor networks;object location;delay-tolerant data streams;audio streams;video streams;physical layer;link layer;network layer;transport layer;application layer;communication protocol stack","","388","","13","","","","","IEEE","IEEE Magazines"
