"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Assessment of voltage unbalance","A. von Jouanne; B. Banerjee","Dept. of Electr. & Comput. Eng., Oregon State Univ., Corvallis, OR, USA; NA","IEEE Transactions on Power Delivery","","2001","16","4","782","790","This paper endeavors to present a comprehensive summary of the causes and effects of voltage unbalance and to discuss related standards, definitions and mitigation techniques. Several causes of voltage unbalance on the power system and in industrial facilities are presented as well as the resulting adverse effects on the system and on equipment such as induction motors and power electronic converters and drives. Standards addressing voltage unbalance are discussed and clarified, and several mitigation techniques are suggested to correct voltage unbalance problems. This paper makes apparent the importance of identifying potential unbalance problems for the benefit of both the utility and customer.","1937-4208","","10.1109/61.956770","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=956770","","Voltage;Impedance;Variable speed drives;Industrial power systems;Power electronics;Power system harmonics;Harmonic distortion;Traction motors;Stators;Industrial plants","power supply quality;induction motors;electric drives;power convertors;industrial power systems","voltage unbalance assessment;mitigation techniques;power system;industrial facilities;induction motors;power electronic converters;drives;voltage unbalance correction;derating;power quality","","397","","44","","","","","IEEE","IEEE Journals"
"An orthogonal genetic algorithm with quantization for global numerical optimization","Yiu-Wing Leung; Yuping Wang","Dept. of Comput. Sci., Hong Kong Baptist Univ., Kowloon Tong, China; NA","IEEE Transactions on Evolutionary Computation","","2001","5","1","41","53","We design a genetic algorithm called the orthogonal genetic algorithm with quantization for global numerical optimization with continuous variables. Our objective is to apply methods of experimental design to enhance the genetic algorithm, so that the resulting algorithm can be more robust and statistically sound. A quantization technique is proposed to complement an experimental design method called orthogonal design. We apply the resulting methodology to generate an initial population of points that are scattered uniformly over the feasible solution space, so that the algorithm can evenly scan the feasible solution space once to locate good points for further exploration in subsequent iterations. In addition, we apply the quantization technique and orthogonal design to tailor a new crossover operator, such that this crossover operator can generate a small, but representative sample of points as the potential offspring. We execute the proposed algorithm to solve 15 benchmark problems with 30 or 100 dimensions and very large numbers of local minima. The results show that the proposed algorithm can find optimal or close-to-optimal solutions.","1941-0026","","10.1109/4235.910464","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=910464","","Genetic algorithms;Quantization;Algorithm design and analysis;Design optimization;Design for experiments;Design methodology;Robustness;Acoustic scattering;Linear programming;Testing","genetic algorithms;numerical analysis","orthogonal genetic algorithm;GA;quantization;global numerical optimization;continuous variables;iteration;close-to-optimal solutions","","535","","18","","","","","IEEE","IEEE Journals"
"Ad hoc positioning system (APS)","D. Niculescu; B. Nath","Comput. Sci. Dept., Rutgers Univ., Piscataway, NJ, USA; NA","GLOBECOM'01. IEEE Global Telecommunications Conference (Cat. No.01CH37270)","","2001","5","","2926","2931 vol.5","Many ad hoc network protocols and applications assume the knowledge of geographic location of nodes. The absolute location of each networked node is an assumed fact by most sensor networks which can then present the sensed information on a geographical map. Finding location without the aid of GPS in each node of an ad hoc network is important in cases where GPS is either not accessible, or not practical to use due to power, form factor or line of sight conditions. Location would also enable routing in sufficiently isotropic large networks, without the use of large routing tables. We are proposing APS - a distributed, hop by hop positioning algorithm, that works as an extension of both distance vector routing and GPS positioning in order to provide approximate location for all nodes in a network where only a limited fraction of nodes have self location capability.","","0-7803-7206-9","10.1109/GLOCOM.2001.965964","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=965964","","Routing;Global Positioning System;Ad hoc networks;Meteorology;Costs;Computer science;Protocols;Application software;Aircraft;Monitoring","packet radio networks;Global Positioning System;protocols;distributed sensors;telecommunication network routing;mobile radio","ad hoc network protocols;node geographic location;sensor networks;isotropic large networks;APS;distributed algorithm;hop by hop positioning;distance vector routing;GPS positioning;approximate location","","975","","12","","","","","IEEE","IEEE Conferences"
"A new Benders decomposition approach to solve power transmission network design problems","S. Binato; M. V. F. Pereira; S. Granville","Syst. Res. Area, CEPEL, Electr. Power Res. Center, Rio de Janeiro, Brazil; NA; NA","IEEE Transactions on Power Systems","","2001","16","2","235","240","In this paper we describe a new Benders decomposition approach to solve power transmission network expansion planning problems. This new approach is characterized by using a linear (0-1) disjuntctive model which ensures the optimality of the solution found and by using additional constraints, iteratively evaluated, besides the traditional Benders cuts. The results obtained, considering a real world power transmission network expansion planning study with the southeastern Brazilian system, show the efficiency of this approach.","1558-0679","","10.1109/59.918292","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=918292","","Power transmission;Master-slave;Investments;Power system modeling;Power system planning;Design optimization;Helium;Circuits;Costs;Demand forecasting","power transmission planning;combinatorial mathematics;optimisation","Benders decomposition;power transmission network design problems;transmission network expansion planning;linear disjuntctive model;southeastern Brazilian system;combinatorial optimisation","","321","","17","","","","","IEEE","IEEE Journals"
"Measurement technique for characterizing memory effects in RF power amplifiers","J. H. K. Vuolevi; T. Rahkonen; J. P. A. Manninen","Dept. of Electr. Eng., Oulu Univ., Finland; NA; NA","IEEE Transactions on Microwave Theory and Techniques","","2001","49","8","1383","1389","Memory effects are defined as changes in the amplitude and phase of distortion components caused by changes in modulation frequency. These are particularly important in cancelling linearizer systems, e.g., when distortion is reduced by similar distortion in the opposite phase. This paper begins by describing electrical and electrothermal causes for memory effects. A three-tone test setup is then constructed to measure the phase of third-order intermodulation distortion products. This paper also presents the measured results for a bipolar junction transistor and a MESFET amplifier.","1557-9670","","10.1109/22.939917","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=939917","","Measurement techniques;Radio frequency;Phase distortion;Distortion measurement;Phase modulation;Amplitude modulation;Frequency modulation;Electrothermal effects;Testing;Phase measurement","radiofrequency amplifiers;power amplifiers;circuit testing;bipolar transistor circuits;MESFET circuits;intermodulation distortion;intermodulation measurement;electric distortion measurement","phase measurement;electrical memory effect;RF power amplifier;thermal memory effect;three-tone testing;third-order intermodulation distortion;BJT amplifier;MESFET amplifier;modulation bandwidth;cancelling linearizer;predistortion device","","289","","15","","","","","IEEE","IEEE Journals"
"Antenna selection for spatial multiplexing systems with linear receivers","R. W. Heath; S. Sandhu; A. Paulraj","Inf. Syst. Lab., Stanford Univ., CA, USA; NA; NA","IEEE Communications Letters","","2001","5","4","142","144","Future cellular systems will employ spatial multiplexing with multiple antennas at both the transmitter and receiver to take advantage of large capacity gains. In such systems it will be desirable to select a subset of available transmit antennas for link initialization, maintenance or handoff. We present a criterion for selecting the optimal antenna subset when linear, coherent receivers are used over a slowly varying channel. We propose use of the post-processing SNRs (signal to noise ratios) of the multiplexed streams whereby the antenna subset that induces the largest minimum SNR is chosen. Simulations demonstrate that our selection algorithm also provides diversity advantage thus making linear receivers useful over fading channels.","1558-2558","","10.1109/4234.917094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=917094","","Receiving antennas;Transmitting antennas;Transmitters;MIMO;Mobile antennas;Signal to noise ratio;Feedback;Fading;Base stations;Hardware","cellular radio;multiplexing;radio receivers;receiving antennas;transmitting antennas;diversity reception;fading channels","antenna selection;spatial multiplexing systems;linear receivers;receiving antenna;transmit antennas;link initialization;maintenance;handoff;optimal antenna subset;coherent receivers;slowly varying channel;post-processing SNR;signal to noise ratios;multiplexed streams;simulations;diversity reception;fading channels;multiple-antenna cellular systems;MIMO systems","","452","","20","","","","","IEEE","IEEE Journals"
"Generalization of the Ludwig-3 definition for linear copolarization and cross polarization","J. E. Roy; L. Shafai","Commun. Res. Centre, Ottawa, Ont., Canada; NA","IEEE Transactions on Antennas and Propagation","","2001","49","6","1006","1010","This article presents a generalization of Ludwig's (1973) third definition that introduces a /spl theta/-dependence that is absent from Ludwig's original definition. Our generalization is based on the nonconformal mapping between the electric field vector lying in the propagation plane (i.e., the probe aperture plane) and the projection of this vector onto the aperture plane (i.e., the AUT aperture plane). We show the error incurred by the two definitions for both the E-field and the H-field aperture models. Ludwig's definition incurs the same level of error for both models while our generalized definition incurs slightly more error for the H-field aperture model but no error for the E-field aperture model.","1558-2221","","10.1109/8.931162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=931162","","Polarization;Probes;Antenna measurements;Aperture antennas;Directive antennas;Rotation measurement;Vectors;Differential equations;Testing;Antennas and propagation","electromagnetic wave polarisation;electric fields;magnetic fields;probes;antenna radiation patterns","Ludwig-3 definition generalization;linear copolarization;cross polarization;/spl theta/-dependence;nonconformal mapping;electric field vector;propagation plane;probe aperture plane;vector projection;AUT aperture plane;antenna under test;H-field aperture model;E-field aperture model;linear probe antenna;symmetric parabolic reflector;copolarization pattern measurement","","20","","8","","","","","IEEE","IEEE Journals"
"Optimized link state routing protocol for ad hoc networks","P. Jacquet; P. Muhlethaler; T. Clausen; A. Laouiti; A. Qayyum; L. Viennot","Hipercorn Project, Inst. Nat. de Recherche en Inf. et Autom., Le Chesnay, France; Hipercorn Project, Inst. Nat. de Recherche en Inf. et Autom., Le Chesnay, France; Hipercorn Project, Inst. Nat. de Recherche en Inf. et Autom., Le Chesnay, France; Hipercorn Project, Inst. Nat. de Recherche en Inf. et Autom., Le Chesnay, France; Hipercorn Project, Inst. Nat. de Recherche en Inf. et Autom., Le Chesnay, France; Hipercorn Project, Inst. Nat. de Recherche en Inf. et Autom., Le Chesnay, France","Proceedings. IEEE International Multi Topic Conference, 2001. IEEE INMIC 2001. Technology for the 21st Century.","","2001","","","62","68","In this paper we propose and discuss an optimized link state routing protocol, named OLSR, for mobile wireless networks. The protocol is based on the link state algorithm and it is proactive (or table-driven) in nature. It employs periodic exchange of messages to maintain topology information of the network at each node. OLSR is an optimization over a pure link state protocol as it compacts the size of information sent in the messages, and furthermore, reduces the number of retransmissions to flood these messages in an entire network. For this purpose, the protocol uses the multipoint relaying technique to efficiently and economically flood its control messages. It provides optimal routes in terms of number of hops, which are immediately available when needed. The proposed protocol is best suitable for large and dense ad hoc networks.","","0-7803-7406-1","10.1109/INMIC.2001.995315","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=995315","","Routing protocols;Ad hoc networks;Wireless networks;Wireless application protocol;Mobile ad hoc networks;Network topology;Mobile computing;Communication system traffic control;Costs;Relays","mobile radio;protocols;telecommunication network routing","optimized link state routing protocol;mobile wireless networks;link state algorithm;periodic messages exchange;topology information;ad hoc networks;multipoint relaying technique;control messages;proactive protocol;table-driven protocol","","446","","13","","","","","IEEE","IEEE Conferences"
"Solid-state time-of-flight range camera","R. Lange; P. Seitz","Ind. 11, Niederhasli, Switzerland; NA","IEEE Journal of Quantum Electronics","","2001","37","3","390","397","The concept of a real-time range camera without moving parts is described, based on the time-of-flight (TOF) principle. It operates with modulated visible and near-infrared radiation, which is detected and demodulated simultaneously by a 2-D array of lock-in pixels employing the charge-coupled device principle. Each pixel individually measures the amplitude, offset and phase of the received radiation. The theoretical resolution limit of this TOF range camera is derived, which depends on the square root of the detected background radiation and the inverse of the modulation amplitude. Actual measurements of 3-D sequences acquired at 10 range images per second show excellent agreement between our theory and the observed results. A range resolution of a few centimeters over a range of 10 m, with an illumination power of a few hundreds of milliwatts is obtained in laboratory scenes for noncooperative, diffusely reflecting objects.","1558-1713","","10.1109/3.910448","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=910448","","Solid state circuits;Cameras;Layout;Stereo vision;Optical sensors;Optical modulation;Ultrasonic variables measurement;Demodulation;Time measurement;Optical noise","real-time systems;cameras;optical modulation;optical arrays;CCD image sensors;CMOS image sensors;distance measurement","solid-state time-of-flight range camera;real-time range camera;time-of-flight principle;modulated visible radiation;modulated near-infrared radiation;detected radiation;demodulated radiation;2D array;lock-in pixels;charge-coupled device principle;radiation amplitude;radiation offset;radiation phase;received radiation;TOF range camera;square root;detected background radiation;modulation amplitude;3D sequences;theory;observed results;range resolution;illumination power;laboratory scenes;noncooperative diffusely reflecting objects;10 m","","379","","12","","","","","IEEE","IEEE Journals"
"Recent advances in power electronics technology for industrial and traction machine drives","T. M. Jahns; V. Blasko","Dept. of Electr. & Comput. Eng., Wisconsin Univ., Madison, WI, USA; NA","Proceedings of the IEEE","","2001","89","6","963","975","This paper presents a review of the state of the art of power electronics technology in both industrial and traction drive application. Key development trends include the dominance of AC adjustable-speed drives in new applications, with the squirrel-cage induction machine as the preferred machine in most cases. Particularly striking has been the rapid ascendance of the insulated-gate bipolar transistor (IGBT) as the predominant power switch in both industrial and traction applications ranging from fractional kilowatts to multimegawatts. Key current issues such as industrial drive input power quality and the effects of fast IGBT switching transients on the machines and electromagnetic interference (EMI) production are reviewed. Developments in electric traction for both rail and road vehicles are discussed, including the increasing modularity of new traction inverters in all sizes and the market introduction of new hybrid vehicles using advanced power electronics. The paper concludes with a discussion of expected future trends in power electronics technology that will likely expand the markets for industrial and traction drives during coming years.","1558-2256","","10.1109/5.931496","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=931496","","Power electronics;Electronics industry;Insulated gate bipolar transistors;Machinery production industries;Electromagnetic interference;Road vehicles;Variable speed drives;Induction machines;Insulation;Power quality","traction motor drives;variable speed drives;squirrel cage motors;insulated gate bipolar transistors;railways;road vehicles;switching transients;electromagnetic interference;invertors","power electronics technology;traction machine drives;industrial machine drives;state of the art;AC adjustable-speed drives;squirrel-cage induction machine;insulated-gate bipolar transistor;IGBT;power switch;industrial drive input power quality;fast IGBT switching transients;electromagnetic interference;EMI;road vehicles;rail vehicles;traction inverters modularity;hybrid vehicles;AC-AC power conversion;PM motors","","115","","69","","","","","IEEE","IEEE Journals"
"Analysis of temporal noise in CMOS photodiode active pixel sensor","Hui Tian; B. Fowler; A. E. Gamal","Dept. of Electr. Eng., Stanford Univ., CA, USA; NA; NA","IEEE Journal of Solid-State Circuits","","2001","36","1","92","101","Temporal noise sets the fundamental limit on image sensor performance, especially under low illumination and in video applications. In a CCD image sensor, temporal noise is primarily due to the photodetector shot noise and the output amplifier thermal and 1/f noise. CMOS image sensors suffer from higher noise than CCDs due to the additional pixel and column amplifier transistor thermal and 1/f noise. Noise analysis is further complicated by the time-varying circuit models, the fact that the reset transistor operates in subthreshold during reset, and the nonlinearity of the charge to voltage conversion, which is becoming more pronounced as CMOS technology scales. The paper presents a detailed and rigorous analysis of temporal noise due to thermal and shot noise sources in CMOS active pixel sensor (APS) that takes into consideration these complicating factors. Performing time-domain analysis, instead of the more traditional frequency-domain analysis, we find that the reset noise power due to thermal noise is at most half of its commonly quoted kT/C value. This result is corroborated by several published experimental data including data presented in this paper. The lower reset noise, however, comes at the expense of image lag. We find that alternative reset methods such as overdriving the reset transistor gate or using a pMOS transistor can alleviate lag, but at the expense of doubling the reset noise power. We propose a new reset method that alleviates lag without increasing reset noise.","1558-173X","","10.1109/4.896233","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=896233","","Active noise reduction;Photodiodes;Circuit noise;CMOS image sensors;CMOS technology;Image sensors;Lighting;Charge-coupled image sensors;Photodetectors;Pixel","CMOS image sensors;photodiodes;integrated circuit noise;shot noise;1/f noise;thermal noise;time-domain analysis;network analysis","temporal noise analysis;CMOS photodiode active pixel sensor;image sensor performance;low illumination;video applications;thermal noise;1/f noise;time-varying circuit models;reset transistor;subthreshold operation;charge to voltage conversion nonlinearity;shot noise;time-domain analysis;reset noise power;image lag;reset method","","232","","19","","","","","IEEE","IEEE Journals"
"Noise optimization of an inductively degenerated CMOS low noise amplifier","P. Andreani; H. Sjoland","Dept. of Electroscience, Lund Univ., Sweden; NA","IEEE Transactions on Circuits and Systems II: Analog and Digital Signal Processing","","2001","48","9","835","841","This paper presents a technique for substantially reducing the noise of a CMOS low noise amplifier implemented in the inductive source degeneration topology. The effects of the gate induced current noise on the noise performance are taken into account, and the total output noise is strongly reduced by inserting a capacitance of appropriate value in parallel with the amplifying MOS transistor of the LNA. As a result, very low noise figures become possible already at very low power consumption levels.","1558-125X","","10.1109/82.964996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=964996","","Low-noise amplifiers;Circuit noise;Noise reduction;Energy consumption;Capacitance;Thermal resistance;Topology;Noise figure;Receivers;CMOS technology","CMOS analogue integrated circuits;integrated circuit noise;low-power electronics;equivalent circuits;linear network analysis;minimisation;linear network synthesis;radiofrequency amplifiers;integrated circuit design;circuit optimisation","noise optimization;inductively degenerated LNA;noise reduction;CMOS low noise amplifier;inductive source degeneration topology;gate induced current noise;noise performance;capacitance insertion;very low noise figures;low power consumption levels","","187","","14","","","","","IEEE","IEEE Journals"
"A new approach to direct torque control of induction motor drives for constant inverter switching frequency and torque ripple reduction","Yen-Shin Lai; Jian-Ho Chen","Dept. of Electr. Eng., Nat. Taipei Univ. of Technol., Taipei, Taiwan; NA","IEEE Transactions on Energy Conversion","","2001","16","3","220","227","In this paper, a new approach to the direct torque control (DTC) of induction motor drives is presented. In comparison with the conventional DTC methods, the inverter switching frequency is constant and is dramatically increased, requiring neither any increase of the sampling frequency, nor any high frequency dither signal. The well-developed space vector modulation technique is applied to inverter control in the proposed DTC-based induction motor drive system, thereby dramatically reducing the torque ripple and speed ripple. As compared to the existing DTC approach with constant inverter switching frequency, the presented new approach does not invoke any concept of deadbeat control, thereby dramatically reducing the computations. Experimental results are illustrated in this paper confirming that the proposed DTC method has the above-mentioned features even at the low speed range down to /spl plusmn/1 r/min.","1558-0059","","10.1109/60.937200","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=937200","","Torque control;Induction motor drives;Pulse width modulation inverters;Switching frequency;Sampling methods;Voltage control;Control systems;Stators;Support vector machines;Electromagnetic induction","induction motor drives;torque control;machine control;switching;control system synthesis;machine theory;invertors;DC-AC power convertors;machine testing","induction motor drives;direct torque control;constant inverter switching frequency;torque ripple reduction;control design;sampling frequency;space vector modulation;low speed range;control performance","","236","","24","","","","","IEEE","IEEE Journals"
"Analytic solutions of charge and capacitance in symmetric and asymmetric double-gate MOSFETs","Y. Taur","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","IEEE Transactions on Electron Devices","","2001","48","12","2861","2869","A one-dimensional (1-D) analytic solution is derived for an undoped (or lightly doped) double-gate (DG) MOSFET by incorporating only the mobile charge term in Poisson's equation. The solution is applied to both symmetric and asymmetric DG MOSFETs to obtain closed forms of band bending and inversion charge as a function of gate voltage and silicon thickness. It is shown that for the symmetric DG device, ""volume inversion"" only occurs under subthreshold conditions, with a slightly negative impact on performance. Comparisons under the same off-state conditions show that the on-state inversion charge density of an asymmetric DG with one channel is only slightly less than that of a symmetric DG with two channels, if the silicon film is thin. From the analytic solutions, explicit expressions for the various components of the equivalent capacitance circuit are derived for symmetric and asymmetric DG devices. These help gain an insight into the electrostatic coupling between the back gate and the front channel in the asymmetric case. Finally, the gate work function requirements are quantified for symmetric and asymmetric DG CMOS, based on threshold voltage considerations.","1557-9646","","10.1109/16.974719","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=974719","","MOSFETs","MOSFET;semiconductor device models;inversion layers;capacitance;work function;carrier density;Poisson equation;equivalent circuits","symmetric double-gate MOSFETs;asymmetric double-gate MOSFETs;inversion charge;capacitance;1D analytic solution;mobile charge term;Poisson equation;band bending;volume inversion;subthreshold conditions;off-state conditions;on-state inversion charge density;silicon film thickness;equivalent capacitance circuit;electrostatic coupling;gate work function requirements;threshold voltage;charge carrier density","","250","","16","","","","","IEEE","IEEE Journals"
"Integrated transition of coplanar to rectangular waveguides","D. Deslandes; Ke Wu","Poly-Grames Res. Center, Ecole Polytech. de Montreal, Que., Canada; NA","2001 IEEE MTT-S International Microwave Sympsoium Digest (Cat. No.01CH37157)","","2001","2","","619","622 vol.2","Usual transitions between planar circuit and rectangular waveguide make use of 3-D complex mounting structures. Such an integration requires costly high precision mechanical alignment, In this paper, a new planar platform is developed in which a coplanar waveguide (CPW) and a rectangular waveguide are fully integrated on the same substrate, and they are interconnected via a simple transition. They can be built with a standard PCB process. Our experiments at 28 GHz show that an effective bandwidth of 7% at 15 dB return loss can easily be achieved. The CPW-to-waveguide transition allows for a complete integration of waveguide components on substrate with active components such as MMIC.","0149-645X","0-7803-6538-0","10.1109/MWSYM.2001.966971","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=966971","","Coplanar waveguides;Rectangular waveguides;Waveguide transitions;Planar waveguides;Circuits;Waveguide components;Microstrip;Millimeter wave technology;Planar transmission lines;Dielectric substrates","waveguide transitions;coplanar waveguides;rectangular waveguides;losses;MIMIC;millimetre wave integrated circuits","coplanar waveguide-rectangular waveguide transition;standard PCB process;effective bandwidth;return loss;CPW-to-waveguide transition;waveguide components;MMIC;28 GHz;15 dB","","83","","12","","","","","IEEE","IEEE Conferences"
"Flexible polyimide-based intracortical electrode arrays with bioactive capability","P. J. Rousche; D. S. Pellinen; D. P. Pivin; J. C. Williams; R. J. Vetter; D. R. Kipke","Dept. of Bioeng., Arizona State Univ., Tempe, AZ, USA; NA; NA; NA; NA; NA","IEEE Transactions on Biomedical Engineering","","2001","48","3","361","371","The promise of advanced neuroprosthetic systems to significantly improve the quality of life for a segment of the deaf, blind, or paralyzed population hinges on the development of an efficacious, and safe, multichannel neural interface for the central nervous system. The candidate implantable device that is to provide such an interface must exceed a host of exacting design parameters. The authors present a thin-film, polyimide-based, multichannel intracortical Bio-MEMS interface manufactured with standard planar photo-lithographic CMOS-compatible techniques on 4-in silicon wafers. The use of polyimide provides a mechanically flexible substrate which can be manipulated into unique three-dimensional designs. Polyimide also provides an ideal surface for the selective attachment of various important bioactive species onto the device in order to encourage favorable long-term reactions at the tissue-electrode interface. Structures have an integrated polyimide cable providing efficient contact points for a high-density connector. This report details in vivo and in vitro device characterization of the biological, electrical and mechanical properties of these arrays. Results suggest that these arrays could be a candidate device for long-term neural implants.","1558-2531","","10.1109/10.914800","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=914800","","Electrodes;Polyimides;Neural prosthesis;Deafness;Fasteners;Central nervous system;Semiconductor thin films;Manufacturing;Silicon;Substrates","arrays;biomedical electrodes;biomedical electronics;brain;neurophysiology;prosthetics;sensory aids","4 in;bio-MEMS;biological properties;electrical properties;mechanical properties;efficient contact points;standard planar photo-lithographic CMOS-compatible techniques;long-term neural implants;high-density connector;tissue-electrode interface;quality of life improvement;paralyzed population;blind;deaf;advanced neuroprosthetic systems;bioactive capability;flexible polyimide-based intracortical electrode arrays","Animals;Electric Impedance;Electric Stimulation;Electrodes, Implanted;Electroencephalography;Electroencephalography;Equipment Design;Materials Testing;Rats;Resins, Synthetic;Somatosensory Cortex","438","","42","","","","","IEEE","IEEE Journals"
"Learning to trade via direct reinforcement","J. Moody; M. Saffell","Computational Finance Program, Oregon Graduate Inst. of Sci. & Technol., Beaverton, OR, USA; NA","IEEE Transactions on Neural Networks","","2001","12","4","875","889","We present methods for optimizing portfolios, asset allocations, and trading systems based on direct reinforcement (DR). In this approach, investment decision-making is viewed as a stochastic control problem, and strategies are discovered directly. We present an adaptive algorithm called recurrent reinforcement learning (RRL) for discovering investment policies. The need to build forecasting models is eliminated, and better trading performance is obtained. The direct reinforcement approach differs from dynamic programming and reinforcement algorithms such as TD-learning and Q-learning, which attempt to estimate a value function for the control problem. We find that the RRL direct reinforcement framework enables a simpler problem representation, avoids Bellman's curse of dimensionality and offers compelling advantages in efficiency. We demonstrate how direct reinforcement can be used to optimize risk-adjusted investment returns (including the differential Sharpe ratio), while accounting for the effects of transaction costs. In extensive simulation work using real financial data, we find that our approach based on RRL produces better trading strategies than systems utilizing Q-learning (a value function method). Real-world applications include an intra-daily currency trader and a monthly asset allocation system for the S&P 500 Stock Index and T-Bills.","1941-0093","","10.1109/72.935097","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=935097","","Investments;Asset management;Optimization methods;Portfolios;Decision making;Stochastic processes;Adaptive algorithm;Learning;Predictive models;Dynamic programming","stock markets;investment;decision theory;learning (artificial intelligence);stochastic systems;optimisation","direct reinforcement learning;portfolio optimization;asset allocations;trading systems;DR;investment decision-making;stochastic control problem;recurrent reinforcement learning;RRL;investment policies;forecasting models;risk-adjusted investment return optimization;differential Sharpe ratio;transaction costs;financial data;intra-daily currency trader;monthly asset allocation system;S&P 500 Stock Index;T-Bills","","131","","65","","","","","IEEE","IEEE Journals"
"LVDS I/O interface for Gb/s-per-pin operation in 0.35-/spl mu/m CMOS","A. Boni; A. Pierazzi; D. Vecchi","Dipt. di Ingegneria dell'Inf., Parma Univ., Italy; NA; NA","IEEE Journal of Solid-State Circuits","","2001","36","4","706","711","This paper presents the design and the implementation of input/output (I/O) interface circuits for Gb/s-per-pin operation, fully compatible with low-voltage differential signaling (LVDS) standard. Due to the differential transmission technique and the low voltage swing, LVDS allows high transmission speeds and low power consumption at the same time. In the proposed transmitter, the required tolerance on the dc output levels was achieved over process, temperature, and supply voltage variations with neither external components nor trimming procedures, by means of a closed-loop control circuit and an internal voltage reference. The proposed receiver implements a dual-gain-stage folded-cascode architecture which allows a 1.2-Gb/s transmission speed with the minimum common-mode and differential voltage at the input. The circuits were implemented in a 3.3-V 0.35-/spl mu/m CMOS technology in a couple of test chips. Transmission operations up to 1.2 Gb/s with random data patterns and up to 2 Gb/s in asynchronous mode were demonstrated. The transmitter and receiver pad cells exhibit a power consumption of 43 and 33 mW, respectively.","1558-173X","","10.1109/4.913751","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=913751","","CMOS technology;Energy consumption;Optical transmitters;Packaging;Signal design;Low voltage;Circuit testing;Optical receivers;Frequency;Silicon","CMOS integrated circuits;low-power electronics;high-speed integrated circuits","input/output interface circuit;low-voltage differential signaling;closed-loop control circuit;internal voltage reference;receiver;dual-gain-stage folded-cascode architecture;CMOS chip;data transmission;power consumption;transmitter;asynchronous mode;0.35 micron;1.2 Gbit/s;3.3 V;2 Gbit/s;43 mW;33 mW","","133","","16","","","","","IEEE","IEEE Journals"
"The MagicBook - moving seamlessly between reality and virtuality","M. Billinghurst; H. Kato; I. Poupyrev","Human Interface Technol. Lab., Washington Univ., Seattle, WA, USA; NA; NA","IEEE Computer Graphics and Applications","","2001","21","3","6","8","The MagicBook project is an early attempt to explore how we can use a physical object to smoothly transport users between reality and virtuality. Young children often fantasize about flying into the pages of a fairy tale and becoming part of the story. The MagicBook project makes this fantasy a reality using a normal book as the main interface object. People can turn the pages of the book, look at the pictures, and read the text without any additional technology. However, if a person looks at the pages through an augmented reality display, they see 3D virtual models appearing out of the pages. The models appear attached to the real page so users can see the augmented reality scene from any perspective by moving themselves or the book. The virtual content can be any size and is animated, so the augmented reality view is an enhanced version of a traditional 3D pop-up book.","1558-1756","","10.1109/38.920621","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=920621","","Books;Augmented reality;Layout;Computer displays;Liquid crystal displays;Space technology;Avatars;Computer graphics;Virtual environment;Virtual reality","augmented reality;literature;computer animation","MagicBook project;physical object;virtuality;fairy tale;normal book;main interface object;augmented reality display;3D virtual models;virtual content;enhanced version;traditional 3D pop-up book","","69","","2","","","","","IEEE","IEEE Magazines"
