"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A comparative analysis of multiloop voltage regulation strategies for single and three-phase UPS systems","Poh Chiang Loh; M. J. Newman; D. N. Zmood; D. G. Holmes","Center for Adv. Power Electron., Nanyang Technol. Univ., Singapore, Singapore; NA; NA; NA","IEEE Transactions on Power Electronics","","2003","18","5","1176","1185","Most of the many reported control algorithms for uninterruptible power supplies (UPSs) use either filter inductor or filter capacitor currents as feedback variables to regulate the output voltage. This paper explores the fundamental performance issues associated with the use of these quantities as feedback variables, with a view to determining their contribution to the transient system response and output harmonic compensation in any particular situation. A proportional plus resonant (P+resonant) compensator is then added into the outer voltage regulation loop to achieve zero steady error, to develop a high performance UPS control algorithm, which is applicable to both single-phase and three-phase systems. Theory, simulation, and experimental results are presented in the paper.","1941-0107","","10.1109/TPEL.2003.816199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1224474","","Voltage control;Uninterruptible power systems;Power harmonic filters;Output feedback;Inductors;Capacitors;Resonance;Error correction;Proportional control;Control systems","uninterruptible power supplies;voltage control;capacitors;feedback;compensation;proportional control;power conversion harmonics;harmonic distortion;transient response;transient analysis;electric current control;harmonics suppression","multiloop voltage regulation strategies;three-phase UPS systems;single-phase UPS systems;control algorithms;uninterruptible power supplies;filter inductor;filter capacitor currents;feedback variables;output voltage regulation;transient system response;output harmonic compensation;proportional plus resonant compensator;THD;current control;harmonic impedance;PID;transient analysis;outer voltage regulation loop;zero steady error;high performance UPS control algorithm","","281","","17","","","","","IEEE","IEEE Journals"
"A novel maximum power point tracking technique for solar panels using a SEPIC or Cuk converter","H. S. -. Chung; K. K. Tse; S. Y. R. Hui; C. M. Mok; M. T. Ho","Dept. of Electron. & Commun. Eng., City Univ. of Hong Kong, China; Dept. of Electron. & Commun. Eng., City Univ. of Hong Kong, China; Dept. of Electron. & Commun. Eng., City Univ. of Hong Kong, China; Dept. of Electron. & Commun. Eng., City Univ. of Hong Kong, China; Dept. of Electron. & Commun. Eng., City Univ. of Hong Kong, China","IEEE Transactions on Power Electronics","","2003","18","3","717","724","A novel technique for efficiently extracting the maximum output power from a solar panel under varying meteorological conditions is presented. The methodology is based on connecting a pulse-width-modulated (PWM) DC/DC SEPIC or Cuk converter between a solar panel and a load or battery bus. The converter operates in discontinuous capacitor voltage mode whilst its input current is continuous. By modulating a small-signal sinusoidal perturbation into the duty cycle of the main switch and comparing the maximum variation in the input voltage and the voltage stress of the main switch, the maximum power point (MPP) of the panel can be located. The nominal duty cycle of the main switch in the converter is adjusted to a value, so that the input resistance of the converter is equal to the equivalent output resistance of the solar panel at the MPP. This approach ensures maximum power transfer under all conditions without using microprocessors for calculation. Detailed mathematical derivations of the MPP tracking technique are included. The tracking capability of the proposed technique has been verified experimentally with a 10-W solar panel at different insolation (incident solar radiation) levels and under large-signal insolation level changes.","1941-0107","","10.1109/TPEL.2003.810841","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1198049","","Switches;Voltage;Pulse width modulation converters;Switching converters;Power generation;Meteorology;Joining processes;Pulse width modulation;Batteries;Capacitors","DC-DC power convertors;PWM power convertors;solar cell arrays;power control","Cuk converter;SEPIC converter;solar panels;maximum power point tracking technique;meteorological conditions;PWM DC/DC SEPIC converter;load;battery bus;discontinuous capacitor voltage mode;continuous input current;small-signal sinusoidal perturbation modulation;duty cycle;main switch;input resistance;equivalent output resistance;maximum power transfer;microprocessors;tracking capability;large-signal insolation level changes;10 W","","143","","22","","","","","IEEE","IEEE Journals"
"Distributed control design for spatially interconnected systems","R. D'Andrea; G. E. Dullerud","Cornell Univ., Ithaca, NY, USA; NA","IEEE Transactions on Automatic Control","","2003","48","9","1478","1495","This paper deals with analysis, synthesis, and implementation of distributed controllers, designed for spatially interconnected systems. We develop a state space framework for posing problems of this type, and focus on systems whose model is spatially discrete. In this paper, analysis and synthesis results are developed for this class of systems using the l/sub 2/-induced norm as the performance criterion. The results are stated in terms of linear matrix inequalities and are thus readily amenable to computation. A special implementation of the resulting controllers is presented, which is particularly attractive for distributed operation of the controller. Several examples are provided to further illustrate the application of the results.","1558-2523","","10.1109/TAC.2003.816954","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1231245","","Distributed control;Interconnected systems;Control systems;Sensor arrays;Optimal control;Control system synthesis;Linear matrix inequalities;Automatic control;Actuators;Electromechanical sensors","distributed control;linear matrix inequalities;interconnected systems;state-space methods","distributed controllers;spatially interconnected systems;linear matrix inequalities;interconnected systems;state space framework;H/sub /spl infin//","","536","","44","","","","","IEEE","IEEE Journals"
"Face recognition using LDA-based algorithms","Juwei Lu; K. N. Plataniotis; A. N. Venetsanopoulos","Multimedia Lab., Univ. of Toronto, Ont., Canada; Multimedia Lab., Univ. of Toronto, Ont., Canada; Multimedia Lab., Univ. of Toronto, Ont., Canada","IEEE Transactions on Neural Networks","","2003","14","1","195","200","Low-dimensional feature representation with enhanced discriminatory power is of paramount importance to face recognition (FR) systems. Most of traditional linear discriminant analysis (LDA)-based methods suffer from the disadvantage that their optimality criteria are not directly related to the classification ability of the obtained feature representation. Moreover, their classification accuracy is affected by the ""small sample size"" (SSS) problem which is often encountered in FR tasks. In this paper, we propose a new algorithm that deals with both of the shortcomings in an efficient and cost effective manner. The proposed method is compared, in terms of classification accuracy, to other commonly used FR methods on two face databases. Results indicate that the performance of the proposed method is overall superior to those of traditional FR approaches, such as the eigenfaces, fisherfaces, and D-LDA methods.","1941-0093","","10.1109/TNN.2002.806647","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1176138","","Face recognition;Linear discriminant analysis;Principal component analysis;Face detection;Feature extraction;Scattering;Null space;Costs;Databases;Two dimensional displays","eigenvalues and eigenfunctions;feature extraction;face recognition;principal component analysis","face recognition;LDA-based algorithms;low-dimensional feature representation;linear discriminant analysis;classification accuracy;principle component analysis;eigenfaces;fisherfaces","","457","","16","","","","","IEEE","IEEE Journals"
"A review of RFO induction motor parameter estimation techniques","H. A. Toliyat; E. Levi; M. Raina","Dept. of Electr. Eng., Texas A&M Univ., College Station, TX, USA; NA; NA","IEEE Transactions on Energy Conversion","","2003","18","2","271","283","An induction motor is the most frequently used electric machine in high performance drive applications. Control schemes of such drives require an exact knowledge of at least some of the induction motor parameters. Any mismatch between the parameter values used within the controller and actual parameter values in the motor leads to a deterioration in the drive performance. Numerous methods for induction machine online and offline parameter estimation have been developed exclusively for application in high performance drives. This paper aims at providing a review of the major techniques used for the induction motor parameter estimation. The paper is illustrated throughout with experimental and simulation examples, related to various parameter estimation techniques.","1558-0059","","10.1109/TEC.2003.811719","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1201100","","Induction motors;Parameter estimation;Machine vector control;Rotors;Torque control;Induction machines;Inverters;Electric machines;Motor drives;Machine control","induction motor drives;parameter estimation;machine vector control;rotors;magnetic flux;magnetic variables control","RFO induction motor;parameter estimation techniques;high performance drive;induction motor parameters;controller;offline parameter estimation;online parameter estimation;rotor flux oriented control;vector control","","223","","207","","","","","IEEE","IEEE Journals"
"Winding factors and Joule losses of permanent magnet machines with concentrated windings","F. Magnussen; C. Sadarangani","Dept. of Electr. Eng., R. Inst. of Technol., Stockholm, Sweden; Dept. of Electr. Eng., R. Inst. of Technol., Stockholm, Sweden","IEEE International Electric Machines and Drives Conference, 2003. IEMDC'03.","","2003","1","","333","339 vol.1","The torque to MMF ratio of a permanent magnet machine with concentrated windings is normally much lower than for the more traditionally used distributed windings. BLDC and AC machines with concentrated windings usually have a slot pitch of only 2/3 the length of the pole pitch, which results in a poor fundamental winding factor of 0,866. This can be compared to the ideal winding factor of one, which can easily be acquired using distributed windings. However, by choosing better combinations of the pole and slot numbers for a machine with concentrated windings, the winding factor can be substantially increased. Moreover, it is also possible to achieve low cogging torque without skewing, simply by selecting appropriate combinations. The presented theory includes both single- and double-layer configurations of concentrated windings. The theory is verified by using FEM analysis. This paper describes methods for designing high performance permanent magnet machines with concentrated windings.","","0-7803-7817-2","10.1109/IEMDC.2003.1211284","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1211284","","Machine windings;Magnetic losses;Permanent magnet machines;Torque;Forging;AC machines;Magnetic analysis;Brushless DC motors;Manufacturing automation;Production","permanent magnet machines;machine windings;torque;machine theory;losses;finite element analysis","winding factors;Joule losses;permanent magnet machines;concentrated windings;BLDC machines;AC machines;slot pitch;pole pitch;distributed windings;cogging torque;single-layer configurations;double-layer configurations;FEM analysis","","234","","9","","","","","IEEE","IEEE Conferences"
"A linear time algorithm for computing exact Euclidean distance transforms of binary images in arbitrary dimensions","C. R. Maurer; Rensheng Qi; V. Raghavan","Dept. of Neurosurg., Stanford Univ., CA, USA; NA; NA","IEEE Transactions on Pattern Analysis and Machine Intelligence","","2003","25","2","265","270","A sequential algorithm is presented for computing the exact Euclidean distance transform (DT) of a k-dimensional binary image in time linear in the total number of voxels N. The algorithm, which is based on dimensionality reduction and partial Voronoi diagram construction, can be used for computing the DT for a wide class of distance functions, including the L/sub p/ and chamfer metrics. At each dimension level, the DT is computed by constructing the intersection of the Voronoi diagram whose sites are the feature voxels with each row of the image. This construction is performed efficiently by using the DT in the next lower dimension. The correctness and linear time complexity are demonstrated analytically and verified experimentally. The algorithm may be of practical value since it is relatively simple and easy to implement and it is relatively fast (not only does it run in O(N) time but the time constant is small). A simple modification of the algorithm computes the weighted Euclidean DT, which is useful for images with anisotropic voxel dimensions. A parallel version of the algorithm runs in O(N/p) time with p processors.","1939-3539","","10.1109/TPAMI.2003.1177156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1177156","","Euclidean distance;Skeleton;Image processing;Computer vision;Interpolation;Pattern matching;Surface morphology;Image registration;Anisotropic magnetoresistance;Nearest neighbor searches","transforms;image processing;computational geometry;computational complexity","linear time algorithm;exact Euclidean distance transform computation;binary images;exact Euclidean DT;multidimensional binary image;dimensionality reduction;partial Voronoi diagram construction;chamfer metrics;Voronoi diagram;feature voxels;linear time complexity;anisotropic voxel dimensions","","469","","49","","","","","IEEE","IEEE Journals"
"A pseudo-CCM/DCM SIMO switching converter with freewheel switching","Dongsheng Ma; Wing-Hung Ki; Chi-Ying Tsui","Dept. of Electr. & Electron. Eng., Hong Kong Univ. of Sci. & Technol., China; Dept. of Electr. & Electron. Eng., Hong Kong Univ. of Sci. & Technol., China; Dept. of Electr. & Electron. Eng., Hong Kong Univ. of Sci. & Technol., China","IEEE Journal of Solid-State Circuits","","2003","38","6","1007","1014","This paper presents a single-inductor multiple-output (SIMO) converter operating in pseudo-continuous conduction mode (PCCM) and/or discontinuous conduction mode (DCM). With the proposed freewheel switching control, this converter can handle large load currents with a much smaller current ripple, while retaining low cross regulation. It can also work in DCM for high efficiency at light loads. A prototype of a single-inductor dual-output (SIDO) boost converter was fabricated with a standard 0.5-μm CMOS n-well process. The two outputs are regulated at 2.5 and 3.0 V, respectively. At an oscillator frequency of 1 MHz, the efficiency reaches 89.4% at a total output power of 320 mW. Compared with prior designs, both current and voltage ripples are reduced. This design can be extended to have multiple outputs and for different types of dc-dc conversions, or be applied to single-output converters for fast transient response.","1558-173X","","10.1109/JSSC.2003.811976","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1202003","","Switching converters;Inductors;Dynamic voltage scaling;Personal digital assistants;Prototypes;CMOS process;Oscillators;Frequency;Power generation;Transient response","switching convertors;transient response;DC-DC power convertors;CMOS analogue integrated circuits","pseudo-CCM/DCM SIMO switching converter;freewheel switching;single-inductor multiple-output converter;load currents;current ripple;cross regulation;DCM;CMOS n-well process;oscillator frequency;efficiency;total output power;single-inductor dual-output boost converter;dc-dc conversions;single-output converters;fast transient response;0.5 micron;3.0 V;2.5 V;1 MHz;89.4 percent;320 mW","","196","","17","","","","","IEEE","IEEE Journals"
"A novel microcontroller-based sensorless brushless DC (BLDC) motor drive for automotive fuel pumps","Jianwen Shao; D. Nolan; M. Teissier; D. Swanson","Power Syst. Applications Lab., STMicroelectronics, Schaumburg, IL, USA; Power Syst. Applications Lab., STMicroelectronics, Schaumburg, IL, USA; NA; NA","IEEE Transactions on Industry Applications","","2003","39","6","1734","1740","This paper presents a novel back-electromotive-force (EMF) detection method for sensorless brushless DC (BLDC) motor drive systems. By this method, a true back-EMF signal can be directly extracted for each phase without sensing the neutral point of the motor. The method proposed is not sensitive to switching noise and requires no filtering. Good motor performance is achieved over a wide speed range as well. This novel sensing scheme is implemented into a hardware macro cell inside a mixed-signal microcontroller. The proposed microcontroller-based sensorless BLDC drive system has been successfully applied to automotive fuel-pump applications, which require high reliability and intelligence at a low cost.","1939-9367","","10.1109/TIA.2003.818973","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1248258","","Motor drives;Automotive engineering;Fuel pumps;Commutation;Microcontrollers;Costs;Brushless DC motors;Filtering;Voltage;Wounds","automobiles;microcontrollers;brushless DC motors;DC motor drives;switching;pumps;reliability;machine control","sensorless brushless DC motor drive;microcontroller-based drive;automotive fuel pumps;back-EMF signal;motor performance;sensing scheme;hardware macro cell;mixed-signal microcontroller;high reliability;high intelligence","","152","","14","","","","","IEEE","IEEE Journals"
"IEEE Guide for Application and Specification of Harmonic Filters","","","IEEE Std 1531-2003","","2003","","","1","66","Guidelines for specification of components, protection, and control of harmonic filters are provided. This guide applies to the use of 50 Hz and 60 Hz passive shunt power harmonic filters on low- and medium-voltage electric power systems. This document is the first guide specifically created for harmonic filters, although standards do presently exist for most of the components that are used in a filter. Applications including industrial low-voltage facilities, utility medium-voltage systems, and arc furnace installations are covered.","","978-0-7381-3719-3","10.1109/IEEESTD.2003.94407","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1249837","capacitors;harmonic filters;inductors;notch filters;passive filters;power filters;power system harmonics;reactors;switched capacitor filters","IEEE Standards;Filters;Harmonic filters;Power harmonic filters;Medium voltage;Shunts (electrical);Furnaces","","","","6","","32","","","","","IEEE","IEEE Standards"
"Averaged transition conditions for electromagnetic fields at a metafilm","E. F. Kuester; M. A. Mohamed; M. Piket-May; C. L. Holloway","Dept. of Electr. & Comput. Eng., Univ. of Colorado, Boulder, CO, USA; Dept. of Electr. & Comput. Eng., Univ. of Colorado, Boulder, CO, USA; Dept. of Electr. & Comput. Eng., Univ. of Colorado, Boulder, CO, USA; NA","IEEE Transactions on Antennas and Propagation","","2003","51","10","2641","2651","This paper derives generalized sheet transition conditions (GSTCs) for the average electromagnetic fields across a surface distribution of electrically small scatterers characterized by electric and magnetic polarization densities. We call such an arrangement of scatterers a metafilm-the two-dimensional (2-D) equivalent of a metamaterial. The derivation is based on a replacement of the discrete distribution of scatterers by a continuous one, resulting in a continuous distribution of electric and magnetic polarization densities in the surface. This is done in a manner analogous to the Clausius-Mossotti-Lorenz-Lorentz procedure for determining the dielectric constant of a volume distribution of small scatterers. The result contains as special cases many particular ones found throughout the literature. The GSTCs are expected to have wide application to the design and analysis of antennas, reflectors, and other devices where controllable scatterers are used to form a ""smart"" surface.","1558-2221","","10.1109/TAP.2003.817560","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1236082","","Electromagnetic fields;Electromagnetic scattering;Optical surface waves;Electromagnetic wave polarization;Metamaterials;Magnetic materials;Surface waves;Dielectrics;Two dimensional displays;Boundary conditions","electromagnetic fields;electromagnetic wave polarisation;electromagnetic wave scattering","averaged transition conditions;electromagnetic fields;generalized sheet transition conditions;average electromagnetic fields;average EM fields;surface distribution;electrically small scatterers;magnetic polarization density;electric polarization density;metafilm scatterers;continuous distribution;Clausius-Mossoffi-Lorenz-Lorentz procedure;dielectric constant;volume distribution;antennas;reflectors","","295","","58","","","","","IEEE","IEEE Journals"
"Smart buildings","D. Snoonian","NA","IEEE Spectrum","","2003","40","8","18","23","Can building automation systems overcome interoperability problems to assert control over our offices, hotels, and airports? Efforts to make buildings smarter are focusing on cutting costs by streamlining building operations like air conditioning and lighting. Building automation is critical to these efforts, mainly because it could reduce the annual operating costs of buildings. This article outlines the latest building automation systems including the BACnet and LonWorks that integrate the services.","1939-9340","","10.1109/MSPEC.2003.1222043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1222043","","Smart buildings;Automation;Temperature control;Automatic control;Communication system control;Control systems;Costs;Fires;Earthquakes;Chemicals","building management systems;open systems;air conditioning;lighting;local area networks;peripheral interfaces","smart buildings;building automation systems;interoperability problems;offices;hotels;airports;air conditioning;lighting;BACnet;LonWorks","","55","","","","","","","IEEE","IEEE Magazines"
"Designing a new generalized battery management system","J. Chatzakis; K. Kalaitzakis; N. C. Voulgaris; S. N. Manias","Dept. of Electron. & Comput. Eng., Tech. Univ. of Crete, Chania, Greece; Dept. of Electron. & Comput. Eng., Tech. Univ. of Crete, Chania, Greece; Dept. of Electron. & Comput. Eng., Tech. Univ. of Crete, Chania, Greece; NA","IEEE Transactions on Industrial Electronics","","2003","50","5","990","999","Battery management systems (BMSs) are used in many battery-operated industrial and commercial systems to make the battery operation more efficient and the estimation of battery state nondestructive. The existing BMS techniques are examined in this paper and a new design methodology for a generalized reliable BMS is proposed. The main advantage of the proposed BMS compared to the existing systems is that it provides a fault-tolerant capability and battery protection. The proposed BMS consists of a number of smart battery modules (SBMs) each of which provides battery equalization, monitoring, and battery protection to a string of battery cells. An evaluation SBM was developed and tested in the laboratory and experimental results verify the theoretical expectations.","1557-9948","","10.1109/TIE.2003.817706","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1234444","","Battery management systems;Protection;Monitoring;Fault tolerance;State estimation;Design methodology;Fault tolerant systems;Voltage;Testing;Laboratories","battery management systems;state estimation;secondary cells;fault diagnosis;fault tolerance;computerised instrumentation","battery management system;efficient battery operation;battery state estimation;fault-tolerant capability;battery protection;smart battery modules;battery equalization;battery monitoring;error analysis;fault diagnosis;fault tolerance","","118","","16","","","","","IEEE","IEEE Journals"
"Fast radial symmetry for detecting points of interest","G. Loy; A. Zelinsky","Dept. of Syst. Eng., Australian Nat. Univ., ACT, Australia; Dept. of Syst. Eng., Australian Nat. Univ., ACT, Australia","IEEE Transactions on Pattern Analysis and Machine Intelligence","","2003","25","8","959","973","A new transform is presented that utilizes local radial symmetry to highlight points of interest within a scene. Its low-computational complexity and fast runtimes makes this method well-suited for real-time vision applications. The performance of the transform is demonstrated on a wide variety of images and compared with leading techniques from the literature. Both as a facial feature detector and as a generic region of interest detector the new transform is seen to offer equal or superior performance to contemporary techniques at a relatively low-computational cost. A real-time implementation of the transform is presented running at over 60 frames per second on a standard Pentium III PC.","1939-3539","","10.1109/TPAMI.2003.1217601","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1217601","","Face detection;Detectors;Computer vision;Humans;Layout;Psychology;Runtime;Facial features;Costs;Eyes","computer vision;computational complexity;real-time systems;feature extraction;transforms","fast radial symmetry;point of interest detection;local radial symmetry;computational complexity;computer vision;real-time vision applications;performance;transform;facial feature detector;Pentium III PC","","359","","31","","","","","IEEE","IEEE Journals"
"Power signature analysis","C. Laughman; Kwangduk Lee; R. Cox; S. Shaw; S. Leeb; L. Norford; P. Armstrong","NA; NA; NA; NA; NA; NA; NA","IEEE Power and Energy Magazine","","2003","1","2","56","63","Nonintrusive load monitoring (NILM) can determine operating schedule of electrical loads in a target system from measurements made at a centralized location, such as the electric utility service entry. NILM is an ideal platform for extracting useful information about any system that uses electromechanical devices. It has a low installation cost and high reliability because it uses a bare minimum of sensors. It is possible to use modem state and parameter estimation algorithms to verify remotely the ""health"" of electromechanical loads by using NILM to analyze measured waveforms associated with the operation of individual loads. NILM can also monitor the operation of the electrical distribution system itself, identifying situations where two or more otherwise healthy loads interfere with each other's operation through voltage waveform distortion or power quality problems. Strategies for nonintrusive monitoring have developed over the last 20 years. Advances in computing technology make a new wealth of computational tools useful in practical, field-based NILM systems. This article reviews techniques for high-performance nonintrusive load and diagnostic monitoring and illustrates key points with results from field tests.","1558-4216","","10.1109/MPAE.2003.1192027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1192027","","Monitoring;Electric variables measurement;Power industry;Data mining;Electromechanical devices;Costs;Electromechanical sensors;Modems;Parameter estimation;Algorithm design and analysis","power system measurement;load (electric);computerised monitoring;power system harmonics;power supply quality;waveform analysis;distribution networks;harmonic distortion","nonintrusive load monitoring;electrical loads;electric utility service entry;electromechanical devices;high reliability;state estimation algorithms;parameter estimation algorithms;measured waveforms analysis;distribution system operation monitoring;voltage waveform distortion;power quality;diagnostic monitoring;power signature analysis","","352","","8","","","","","IEEE","IEEE Magazines"
"A sensorless, stable V/f control method for permanent-magnet synchronous motor drives","P. D. C. Perera; F. Blaabjerg; J. K. Pedersen; P. Thogersen","Inst. of Energy Technol., Aalborg Univ., Aalborg East, Denmark; Inst. of Energy Technol., Aalborg Univ., Aalborg East, Denmark; Inst. of Energy Technol., Aalborg Univ., Aalborg East, Denmark; NA","IEEE Transactions on Industry Applications","","2003","39","3","783","791","When permanent-magnet synchronous motors (PMSMs) are used for pump and fan applications, V/f control methods can be used to control them. The problem with open-loop V/f control of PMSMs without having damper windings in the rotor is the inherent instability after exceeding a certain applied frequency. In this paper, a new V/f control method is proposed for motor drives for stable operation in a wide frequency range. The magnitude of the voltage is controlled in order to maintain a constant stator flux linkage in the PMSM. The applied frequency is modulated proportional to the input power perturbations to stabilize the drive for a wide frequency range. No position sensor is required to implement this stabilizing technique. The small-signal analysis and the experimental results confirm the effectiveness of this stabilizing technique. The experimental results also indicate the satisfactory performance of the drive for pump and fan applications.","1939-9367","","10.1109/TIA.2003.810624","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1201547","","Sensorless control;Synchronous motors;Open loop systems;Motion control;Voltage control;Stators;Frequency synchronization;Frequency modulation;Stability;Torque control","permanent magnet motors;synchronous motor drives;voltage control;frequency control;machine control;stators;magnetic flux;frequency modulation;stability;pumps","sensorless stable V/f control method;permanent-magnet synchronous motor drives;PMSM;pump;fan;V/f control methods;open-loop V/f control;rotor;instability;voltage magnitude control;constant stator flux linkage;applied frequency modulation;input power perturbations;small-signal analysis","","114","","16","","","","","IEEE","IEEE Journals"
"Particle swarm optimization for traveling salesman problem","Kang-Ping Wang; Lan Huang; Chun-Guang Zhou; Wei Pang","Coll. of Comput. Sci. & Technol., Jilin Univ., Changchun, China; Coll. of Comput. Sci. & Technol., Jilin Univ., Changchun, China; Coll. of Comput. Sci. & Technol., Jilin Univ., Changchun, China; Coll. of Comput. Sci. & Technol., Jilin Univ., Changchun, China","Proceedings of the 2003 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.03EX693)","","2003","3","","1583","1585 Vol.3","This paper proposes a new application of particle swarm optimization for traveling salesman problem. We have developed some special methods for solving TSP using PSO. We have also proposed the concept of swap operator and swap sequence, and redefined some operators on the basis of them, in this way the paper has designed a special PSO. The experiments show that it can achieve good results.","","0-7803-7865-2","10.1109/ICMLC.2003.1259748","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1259748","","Particle swarm optimization;Traveling salesman problems;Space exploration;Local area networks;Educational institutions;Computer science;Application software;Genetics;Evolutionary computation;Production","travelling salesman problems;genetic algorithms","particle swarm optimization;traveling salesman problem;swap operator;swap sequence","","49","","8","","","","","IEEE","IEEE Conferences"
"3-D FDTD design analysis of a 2.4-GHz polarization-diversity printed dipole antenna with integrated balun and polarization-switching circuit for WLAN and wireless communication applications","Huey-Ru Chuang; Liang-Chen Kuo","Dept. of Electr. Eng., Nat. Cheng Kung Univ., Tainan, Taiwan; Dept. of Electr. Eng., Nat. Cheng Kung Univ., Tainan, Taiwan","IEEE Transactions on Microwave Theory and Techniques","","2003","51","2","374","381","Detailed numerical simulation, fabrication, and experimental measurements of a 2.4-GHz polarization-diversity printed dipole antenna are presented for wireless communication applications. Two orthogonal printed dipole antennas, each with a microstrip via-hole balun feeding structure, are combined and fabricated on an FR-4 printed-circuit-board substrate. A p-i-n diode circuit is used to switch and select the desired antenna polarization. In the antenna design simulation, a full-wave method of a three-dimensional finite-difference time-domain (FDTD) method is employed to analyze the entire structure of the printed antenna including the lumped elements of the polarization-selected p-i-n diode switching circuit. The Berenger perfectly matched layer absorbing-boundary condition is used for the FDTD computation. Numerical and measured results of antenna radiation characteristics, including input standing-wave ratio, radiation patterns, and polarization diversity are presented.","1557-9670","","10.1109/TMTT.2002.807838","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1179402","","Polarization;Finite difference methods;Time domain analysis;Dipole antennas;Impedance matching;Circuits;Wireless LAN;Wireless communication;Antenna measurements;Microstrip antennas","finite difference time-domain analysis;circuit simulation;electromagnetic wave polarisation;design engineering;dipole antennas;microstrip antennas;numerical analysis;antenna testing;antenna radiation patterns;mobile antennas;UHF antennas;mobile radio;wireless LAN;electronic design automation;baluns;antenna feeds;p-i-n diodes;switching circuits","3D FDTD design analysis;polarization-diversity printed dipole antenna;integrated balun;polarization-switching circuit;WLAN applications;wireless communication applications;numerical simulation;antenna measurement;antenna fabrication;orthogonal printed dipole antennas;microstrip via-hole balun feeding structure;FR-4 printed-circuit-board substrate;antenna polarization selection;antenna design simulation;full-wave 3D finite-difference time-domain method;p-i-n diode switching circuit lumped elements;Berenger perfectly matched layer absorbing-boundary condition;FDTD computation;antenna radiation characteristics;input standing-wave ratio;antenna radiation patterns;polarization diversity;2.4 GHz","","111","","14","","","","","IEEE","IEEE Journals"
"A fast and reliable technique for muscle activity detection from surface EMG signals","A. Merlo; D. Farina; R. Merletti","Centro di Bioingegneria, Politecnico di Torino, Italy; Centro di Bioingegneria, Politecnico di Torino, Italy; NA","IEEE Transactions on Biomedical Engineering","","2003","50","3","316","323","The estimation of on-off timing of human skeletal muscles during movement is an important issue in surface electromyography (EMG) signal processing with relevant clinical applications. In this paper, a novel approach to address this issue is proposed. The method is based on the identification of single motor unit action potentials from the surface EMG signal with the use of the continuous wavelet transform. A manifestation variable is computed as the maximum of the outputs of a bank of matched filters at different scales. A threshold is applied to the manifestation variable to detect EMG activity. A model, based on the physical structure of the muscle, is used to test the proposed technique on synthetic signals with known features. The resultant bias of the onset estimate is lower than 40 ms and the standard deviation lower than 30 ms in case of additive colored Gaussian noise with signal-to-noise ratio as low as 2 dB. Comparison with previously developed methods was performed, and representative applications to experimental signals are presented. The method is designed for a complete real-time implementation and, thus, may be applied in clinical routine activity.","1558-2531","","10.1109/TBME.2003.808829","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1186735","","Muscles;Electromyography;Signal processing;Continuous wavelet transforms;Timing;Humans;Surface waves;Wavelet transforms;Matched filters;Testing","electromyography;wavelet transforms;medical signal processing;gait analysis;medical signal detection","muscle activity detection;surface EMG signals;human skeletal muscles;on-off timing estimation;matched filters bank;signal-to-noise ratio;electrodiagnostics;onset estimate bias;complete real-time implementation;clinical routine activity;synthetic signals;manifestation variable;muscle physical structure;30 ms;40 ms;2 dB","Action Potentials;Algorithms;Computer Simulation;Electromyography;Gait;Humans;Motor Neurons;Movement;Muscle Contraction;Muscle, Skeletal;Parkinsonian Disorders;Quality Control;Reproducibility of Results;Sensitivity and Specificity;Signal Processing, Computer-Assisted;Stochastic Processes;Thigh","155","","32","","","","","IEEE","IEEE Journals"
