"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Toward automatic simulation of aging effects on face images","A. Lanitis; C. J. Taylor; T. F. Cootes","Dept. of Comput. Sci., Cyprus Coll., Nicosia, Cyprus; NA; NA","IEEE Transactions on Pattern Analysis and Machine Intelligence","","2002","24","4","442","455","The process of aging causes significant alterations in the facial appearance of individuals. When compared with other sources of variation in face images, appearance variation due to aging displays some unique characteristics. Changes in facial appearance due to aging can even affect discriminatory facial features, resulting in deterioration of the ability of humans and machines to identify aged individuals. We describe how the effects of aging on facial appearance can be explained using learned age transformations and present experimental results to show that reasonably accurate estimates of age can be made for unseen images. We also show that we can improve our results by taking into account the fact that different individuals age in different ways and by considering the effect of lifestyle. Our proposed framework can be used for simulating aging effects on new face images in order to predict how an individual might look like in the future or how he/she used to look in the past. The methodology presented has also been used for designing a face recognition system, robust to aging variation. In this context, the perceived age of the subjects in the training and test images is normalized before the training and classification procedure so that aging variation is eliminated. Experimental results demonstrate that, when age normalization is used, the performance of our face recognition system can be improved.","1939-3539","","10.1109/34.993553","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=993553","","Aging","face recognition;statistical analysis","automatic simulation;aging effects;face images;facial appearance;aging variation;health;gender;lifestyle;discriminatory facial features;learned age transformations;face recognition system;perceived age;age normalization;statistical face models","","490","","28","","","","","IEEE","IEEE Journals"
"Test case prioritization: a family of empirical studies","S. Elbaum; A. G. Malishevsky; G. Rothermel","Dept. of Comput. Sci. & Eng., Nebraska Univ., Lincoln, NE, USA; NA; NA","IEEE Transactions on Software Engineering","","2002","28","2","159","182","To reduce the cost of regression testing, software testers may prioritize their test cases so that those which are more important, by some measure, are run earlier in the regression testing process. One potential goal of such prioritization is to increase a test suite's rate of fault detection. Previous work reported results of studies that showed that prioritization techniques can significantly improve rate of fault detection. Those studies, however, raised several additional questions: 1) Can prioritization techniques be effective when targeted at specific modified versions; 2) what trade-offs exist between fine granularity and coarse granularity prioritization techniques; 3) can the incorporation of measures of fault proneness into prioritization techniques improve their effectiveness? To address these questions, we have performed several new studies in which we empirically compared prioritization techniques using both controlled experiments and case studies.","1939-3520","","10.1109/32.988497","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=988497","","Computer aided software engineering;Fault detection;Software testing;System testing;Costs;Software measurement;Radio access networks;Feedback;Debugging;Instruments","program testing","test case prioritization;regression testing;software testing;fault detection rate;fine granularity prioritization techniques;coarse granularity prioritization techniques;fault proneness measures","","448","","35","","","","","IEEE","IEEE Journals"
"Optimal design of power-system stabilizers using particle swarm optimization","M. A. Abido","Dept. of Electr. Eng., King Fahd Univ. of Pet. & Miner., Dhahran, Saudi Arabia","IEEE Transactions on Energy Conversion","","2002","17","3","406","413","In this paper, a novel evolutionary algorithm-based approach to optimal design of multimachine power-system stabilizers (PSSs) is proposed. The proposed approach employs a particle-swarm-optimization (PSO) technique to search for optimal settings of PSS parameters. Two eigenvalue-based objective functions to enhance system damping of electromechanical modes are considered. The robustness of the proposed approach to the initial guess is demonstrated. The performance of the proposed PSO-based PSS (PSOPSS) under different disturbances, loading conditions, and system configurations is tested and examined for different multimachine power systems. Eigenvalue analysis and nonlinear simulation results show the effectiveness of the proposed PSOPSSs to damp out the local and interarea modes of oscillations and work effectively over a wide range of loading conditions and system configurations. In addition, the potential and superiority of the proposed approach over the conventional approaches is demonstrated.","1558-0059","","10.1109/TEC.2002.801992","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1033970","","Particle swarm optimization;Power system simulation;Evolutionary computation;Algorithm design and analysis;Damping;Robustness;System testing;Power system analysis computing;Eigenvalues and eigenfunctions;Analytical models","power system dynamic stability;power system control;control system synthesis;optimal control;optimisation;evolutionary computation;eigenvalues and eigenfunctions;robust control;damping;control system analysis","power system stabilizer design optimisation;evolutionary algorithm-based approach;multimachine power-system stabilizers;eigenvalue-based objective functions;electromechanical modes damping;robustness;control design;PSS parameters setting;loading conditions;multimachine power systems;eigenvalue analysis;nonlinear simulation;dynamic stability","","453","","28","","","","","IEEE","IEEE Journals"
"Multiple-gate SOI MOSFETs: device design guidelines","Jong-Tae Park; J. -. Colinge","Deptartment of Electron. Eng., Univ. of Incheon, South Korea; NA","IEEE Transactions on Electron Devices","","2002","49","12","2222","2229","This paper describes computer simulations of various SOI MOSFETs with double and triple-gate structures, as well as gate-all-around devices. The concept of a triple-gate device with sidewalls extending into the buried oxide (hereby called a ""/spl Pi/-gate"" or ""Pi-gate"" MOSFET) is introduced. The Pi-gate device is simple to manufacture and offers electrical characteristics similar to the much harder to fabricate gate-all-around MOSFET. To explore the optimum design space for four different gate structures, simulations were performed with four variable device parameters: gate length, channel width, doping concentration, and silicon film thickness. The efficiency of the different gate structures is shown to be dependent of these parameters. The simulation results indicate that the the Pi-gate device is a very promising candidate for future nanometer MOSFET applications.","1557-9646","","10.1109/TED.2002.805634","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1177988","","Silicon on insulator technology;MOSFETs;Semiconductor device modeling","silicon-on-insulator;MOSFET;semiconductor device models","multiple-gate SOI MOSFET;device design;computer simulation;gate-all-around device;double-gate structure;triple-gate structure;buried oxide;Pi-gate device;electrical characteristics","","330","","31","","","","","IEEE","IEEE Journals"
"Millimeter-wave folded reflector antennas with high gain, low loss, and low profile","W. Menzel; D. Pilz; M. Al-Tikriti","Microwave Techniques, Ulm Univ., Germany; NA; NA","IEEE Antennas and Propagation Magazine","","2002","44","3","24","29","Periodic and quasi-periodic structures, printed on a dielectric substrate, can be employed to control the reflection and transmission properties of incident waves as a function of structure geometry. Local variations of the element geometry on a substrate with backside metallization - resulting in respective variations of the reflection phase angle - can be used to design printed reflectarray antennas. The dual-polarization properties of such antennas, together with polarizing grids or slot arrays, can be exploited for the realization of compact, low-profile folded reflector antennas. Examples of some antennas of this type are presented, covering the 60 GHz range for communication and ISM applications, and 76 to 77 GHz for automotive radars.","1558-4143","","10.1109/MAP.2002.1028731","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1028731","","Reflector antennas;Periodic structures;Dielectric substrates;Reflection;Geometry;Slot antennas;Millimeter wave communication;Metallization;Polarization;Antenna arrays","millimetre wave antenna arrays;reflector antennas;microstrip antenna arrays;periodic structures;antenna radiation patterns;electromagnetic wave polarisation;multibeam antennas;scanning antennas","millimeter-wave antennas;printed antennas;dielectric substrate;periodic structures;backside metallization;reflection phase angle;reflectarray antennas;dual-polarization properties;polarizing grids;slot arrays;low-profile antennas;reflector antennas;ISM applications;communication applications;automotive radar;high gain antennas;single-beam antennas;multibeam antennas;radiation characteristics;mechanical beam scanning;low loss antennas;quasi-periodic structures;folded antennas;60 GHz;76 to 77 GHz","","109","","12","","","","","IEEE","IEEE Magazines"
"Minimization of torque ripple in SRM drives","I. Husain","Dept. of Electr. Eng., Akron Univ., OH, USA","IEEE Transactions on Industrial Electronics","","2002","49","1","28","39","The torque pulsations in switched reluctance motors (SRMs) are relatively higher compared to sinusoidal machines due to the doubly salient structure of the motor. The magnetization pattern of the individual phases together with the T-i-/spl theta/ characteristics of the motor dictate the amount of torque ripple during operation. Both machine design and electronic control approaches have been used to minimize the torque ripple in SRMs. This paper presents an extensive review of the origin of torque ripple and the approaches adopted over the past decade to minimize the torque ripple. A hybrid torque-ripple-minimizing controller that incorporates the attractive features of some of the techniques developed in the past decade is presented along with simulation and experimental results.","1557-9948","","10.1109/41.982245","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=982245","","Reluctance motors;Reluctance machines;Torque control;Magnetization;Acoustic noise;Rotors;Production;AC machines;DC machines;Electric variables control","reluctance motor drives;torque control;fuzzy control;adaptive control;machine control;neurocontrollers","torque pulsations;switched reluctance motors;torque ripple minimisation;SRM drives;doubly salient structure;magnetization pattern;T-i-/spl theta/ characteristics;electronic control;machine design;hybrid torque-ripple-minimizing controller;adaptive fuzzy-logic-based controller;neural-network-based techniques","","232","","31","","","","","IEEE","IEEE Journals"
"Distributed multirobot localization","S. I. Roumeliotis; G. A. Bekey","Div. of Eng. & Appl. Sci., California Inst. of Technol., Pasadena, CA, USA; NA","IEEE Transactions on Robotics and Automation","","2002","18","5","781","795","In this paper, we present a new approach to the problem of simultaneously localizing a group of mobile robots capable of sensing one another. Each of the robots collects sensor data regarding its own motion and shares this information with the rest of the team during the update cycles. A single estimator, in the form of a Kalman filter, processes the available positioning information from all the members of the team and produces a pose estimate for every one of them. The equations for this centralized estimator can be written in a decentralized form, therefore allowing this single Kalman filter to be decomposed into a number of smaller communicating filters. Each of these filters processes the sensor data collected by its host robot. Exchange of information between the individual filters is necessary only when two robots detect each other and measure their relative pose. The resulting decentralized estimation schema, which we call collective localization, constitutes a unique means for fusing measurements collected from a variety of sensors with minimal communication and processing requirements. The distributed localization algorithm is applied to a group of three robots and the improvement in localization accuracy is presented. Finally, a comparison to the equivalent decentralized information filter is provided.","2374-958X","","10.1109/TRA.2002.803461","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1067998","","Robot sensing systems;Robot kinematics;Information filters;Information filtering;Mobile robots;Magnetic field measurement;Working environment noise;Computer science;Magnetic sensors;Area measurement","mobile robots;multi-robot systems;decentralised control;position control;sensor fusion;Kalman filters;observability","decentralized estimation;distributed multiple robot localization;mobile robots;sensor data acquisition;Kalman filter;positioning;sensor fusion;collective localization;decentralized information filter;observability","","438","","41","","","","","IEEE","IEEE Journals"
"Modeling impacts of process architecture on cost and schedule risk in product development","T. R. Browning; S. D. Eppinger","Lockheed Martin Aeronaut. Co., Fort Worth, TX, USA; NA","IEEE Transactions on Engineering Management","","2002","49","4","428","442","To gain competitive leverage, firms that design and develop complex products seek to increase the efficiency and predictability of their development processes. Process improvement is facilitated by the development and use of models that account for and illuminate important characteristics of the process. Iteration is a fundamental but often unaddressed feature of product development (PD) processes. Its impact is mediated by the architecture of a process, i.e., its constituent activities and their interactions. This paper integrates several important characteristics of PD processes into a single model, highlighting the effects of varying process architecture. The PD process is modeled as a network of activities that exchange deliverables. Each activity has an uncertain duration and cost, an improvement curve, and risks of rework based on changes in its inputs. A work policy governs the timing of activity execution and deliverable exchange (and thus the amount of activity concurrency). The model is analyzed via simulation, which outputs sample cost and schedule outcome distributions. Varying the process architecture input varies the output distributions. Each distribution is used with a target and an impact function to determine a risk factor. Alternative process architectures are compared, revealing opportunities to trade cost and schedule risk. Example results and applications are shown for an industrial process, the preliminary design of an uninhabited combat aerial vehicle. The model yields and reinforces several managerial insights, including: how rework cascades through a PD process, trading off cost and schedule risk, interface criticality, and occasions for iterative overlapping.","1558-0040","","10.1109/TEM.2002.806709","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1176870","","Product development;Research and development management;Risk analysis;Economics","product development;research and development management;risk management;costing;economics","product development;competitive leverage;development processes improvement;improvement curve;risks;process architecture input;uninhabited combat aerial vehicle;schedule risk;development costs;interface criticality","","258","","85","","","","","IEEE","IEEE Journals"
"Non-negative sparse coding","P. O. Hoyer","Neural Networks Res. Centre, Helsinki Univ. of Technol., Finland","Proceedings of the 12th IEEE Workshop on Neural Networks for Signal Processing","","2002","","","557","565","Non-negative sparse coding is a method for decomposing multivariate data into non-negative sparse components. We briefly describe the motivation behind this type of data representation and its relation to standard sparse coding and non-negative matrix factorization. We then give a simple yet efficient multiplicative algorithm for finding the optimal values of the hidden components. In addition, we show how the basis vectors can be learned from the observed data. Simulations demonstrate the effectiveness of the proposed method.","","0-7803-7616-1","10.1109/NNSP.2002.1030067","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1030067","","Independent component analysis;Sparse matrices;Vectors;Matrix decomposition;Signal processing algorithms;Data analysis;Signal analysis;Signal representations;Wavelet analysis;Statistics","encoding;sparse matrices;matrix decomposition;signal processing","nonnegative sparse coding;matrix decomposition;nonnegative matrix factorization;signal processing;data analysis","","378","","11","","","","","IEEE","IEEE Conferences"
"Jitter optimization based on phase-locked loop design parameters","M. Mansuri; Chih-Kong Ken","Dept. of Electr. Eng., California Univ., Los Angeles, CA, USA; Dept. of Electr. Eng., California Univ., Los Angeles, CA, USA","IEEE Journal of Solid-State Circuits","","2002","37","11","1375","1382","This paper investigates the effects of varying phaselocked loop (PLL) design parameters on timing jitter. The noise due to voltage-controlled oscillator (WO), input clock and buffering clock are considered. First, a closed-form equations are derived that relate PLL output clock jitter to parameters of a second-order PLL, i.e., damping factor and bandwidth. Then the second-order analysis is extended to a third-order PLL with inherent feedback/sampling delay. The sensitivity study clearly illustrates how to select design parameters to obtain minimum output jitter. To verify the analysis experimentally, a digitally tunable PLL architecture is designed and fabricated that allows independent adjustment of loop parameters. The design not only demonstrates the agreement between analysis and theory, but also shows an architecture that minimizes jitter.","1558-173X","","10.1109/JSSC.2002.803935","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1046079","","Design optimization;Phase locked loops;Clocks;Timing jitter;Voltage-controlled oscillators;Equations;Damping;Bandwidth;Feedback;Sampling methods","phase locked loops;timing jitter;circuit noise;voltage-controlled oscillators;sensitivity analysis;circuit optimisation;phase noise;transfer functions;integrated circuit noise;network analysis","phase-locked loop design;PLL design parameters variation;timing jitter;jitter optimization;voltage controlled oscillator noise;VCO noise;input clock noise;buffering clock noise;closed-form equations;PLL output clock jitter;second-order PLL;damping factor;bandwidth;second-order analysis;third-order PILL;feedback/sampling delay;sensitivity study;minimum output jitter;digitally tunable PLL architecture","","77","","7","","","","","IEEE","IEEE Journals"
"Propagation prediction models for wireless communication systems","M. F. Iskander; Zhengqing Yun","Electr. & Comput. Eng. Dept., Utah Univ., Salt Lake City, UT, USA; NA","IEEE Transactions on Microwave Theory and Techniques","","2002","50","3","662","673","A comprehensive review of the propagation prediction models for terrestrial wireless communication systems is presented in this paper. The classic empirical models are briefly described and the focus is placed on the application of ray-tracing techniques to the development of deterministic propagation models. Schemes to increase the computational efficiency and accuracy are discussed. Traditional statistical models are also briefly reviewed for completeness. New challenges to the propagation prediction are described and some new approaches for meeting these challenges are presented.","1557-9670","","10.1109/22.989951","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=989951","","Predictive models;Wireless communication;Electromagnetic propagation;Ray tracing;Propagation losses;Mobile communication;GSM;Cities and towns;MIMO;Fading","ray tracing;UHF radio propagation;microwave propagation;telecommunication channels;delays;reviews","propagation prediction models;wireless communication systems;terrestrial wireless communication;empirical models;ray-tracing techniques;deterministic propagation models;computational efficiency;statistical models;completeness;channel characterization;delay spread;path loss","","249","","125","","","","","IEEE","IEEE Journals"
"Near optimum universal belief propagation based decoding of low-density parity check codes","Jinghu Chen; M. P. C. Fossorier","Dept. of Electr. Eng., Hawaii Univ., Honolulu, HI, USA; NA","IEEE Transactions on Communications","","2002","50","3","406","414","In this paper, we propose a belief-propagation (BP)-based decoding algorithm which utilizes normalization to improve the accuracy of the soft values delivered by a previously proposed simplified BP-based algorithm. The normalization factors can be obtained not only by simulation, but also, importantly, theoretically. This new BP-based algorithm is much simpler to implement than BP decoding as it requires only additions of the normalized received values and is universal, i.e., the decoding is independent of the channel characteristics. Some simulation results are given, which show this new decoding approach can achieve an error performance very close to that of BP on the additive white Gaussian noise channel, especially for low-density parity check (LDPC) codes whose check sums have large weights. The principle of normalization can also be used to improve the performance of the max-log-MAP algorithm in turbo decoding, and some coding gain can be achieved if the code length is long enough.","1558-0857","","10.1109/26.990903","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=990903","","Belief propagation;Parity check codes;Bipartite graph;Iterative algorithms;Iterative decoding;Additive white noise;Performance gain;Turbo codes;Error correction codes;Error correction","maximum likelihood decoding;iterative decoding;AWGN channels;turbo codes","near optimum universal belief propagation based decoding;low-density parity check codes;BP-based decoding algorithm;normalization;soft values;normalized received values;error performance;additive white Gaussian noise channel;LDPQ codes;check sums;max-log-MAP algorithm;turbo decoding;coding gain;code length","","390","","25","","","","","IEEE","IEEE Journals"
"Optimal power flow by enhanced genetic algorithm","A. G. Bakirtzis; P. N. Biskas; C. E. Zoumas; V. Petridis","Dept. of Electr. Eng., Aristotle Univ., Thessaloniki, Greece; Dept. of Electr. Eng., Aristotle Univ., Thessaloniki, Greece; Dept. of Electr. Eng., Aristotle Univ., Thessaloniki, Greece; Dept. of Electr. Eng., Aristotle Univ., Thessaloniki, Greece","IEEE Transactions on Power Systems","","2002","17","2","229","236","This paper presents an enhanced genetic algorithm (EGA) for the solution of the optimal power flow (OPF) with both continuous and discrete control variables. The continuous control variables modeled are unit active power outputs and generator-bus voltage magnitudes, while the discrete ones are transformer-tap settings and switchable shunt devices. A number of functional operating constraints, such as branch flow limits, load bus voltage magnitude limits, and generator reactive capabilities, are included as penalties in the GA fitness function (FF). Advanced and problem-specific operators are introduced in order to enhance the algorithm's efficiency and accuracy. Numerical results on two test systems are presented and compared with results of other approaches.","1558-0679","","10.1109/TPWRS.2002.1007886","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1007886","","Load flow;Genetic algorithms;Power system planning;Mathematical programming;Quadratic programming;Cost function;Electric variables control;Linear programming;Nonlinear equations;Optimal control","power system control;load flow control;optimal control;control system synthesis;genetic algorithms","power systems;optimal power flow;enhanced genetic algorithm;control design;continuous control variables;discrete control variables;unit active power outputs;generator-bus voltage magnitudes;transformer-tap settings;switchable shunt devices;functional operating constraints;branch flow limits;load bus voltage magnitude limits;generator reactive capabilities;fitness function","","377","","34","","","","","IEEE","IEEE Journals"
"Population structure and particle swarm performance","J. Kennedy; R. Mendes","Bur. of Labor Stat., Washington, DC, USA; NA","Proceedings of the 2002 Congress on Evolutionary Computation. CEC'02 (Cat. No.02TH8600)","","2002","2","","1671","1676 vol.2","The effects of various population topologies on the particle swarm algorithm were systematically investigated. Random graphs were generated to specifications, and their performance on several criteria was compared. What makes a good population structure? We discovered that previous assumptions may not have been correct.","","0-7803-7282-4","10.1109/CEC.2002.1004493","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1004493","","Particle swarm optimization;Topology;Performance analysis;Algorithm design and analysis;Statistics;Lattices;Region 7;Performance evaluation;Testing;Social network services","optimisation;evolutionary computation;graph theory","population structure;particle swarm performance;particle swarm algorithm;random graphs","","650","","11","","","","","IEEE","IEEE Conferences"
"The transformer [historical overview]","J. W. Coltman","NA","IEEE Industry Applications Magazine","","2002","8","1","8","15","Just a century ago, the transformer made the distribution of electric power a practical endeavor. Many elements of modern life depend on it, yet it remains one of technology's unsung heroes. This article presents an historical overview of the development and application of the transformer.","1558-0598","","10.1109/2943.974352","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=974352","","History;Lamps;Transformer cores;Iron;Magnetic cores;Circuits;Conductors;DC generators;Induction generators;Power generation","transformers;power transformers;power distribution;history","electric power distribution;transformer;historical overview;transformer principles;insulation;cooling","","9","","3","","","","","IEEE","IEEE Magazines"
"Low loss mode size converter from 0.3 /spl mu/m square Si wire waveguides to singlemode fibres","T. Shoji; T. Tsuchizawa; T. Watanabe; K. Yamada; H. Morita","NTT Telecommun. Energy Labs., Kanagawa, Japan; NTT Telecommun. Energy Labs., Kanagawa, Japan; NTT Telecommun. Energy Labs., Kanagawa, Japan; NTT Telecommun. Energy Labs., Kanagawa, Japan; NTT Telecommun. Energy Labs., Kanagawa, Japan","Electronics Letters","","2002","38","25","1669","1670","A novel integrated mode size converter for single-mode Si wire waveguides is presented. The mode size converter is constructed with two-dimensional tapered Si waveguides and overlaid high-index polymer waveguides. We calculated the proposed mode size converter characteristics, and fabricated 1.09 mm length Si wire waveguides with the converters. The measured loss of the mode size converter was 0.8 dB per conversion, and the total insertion loss through the sample with an Si wire waveguide was 3.5 dB.","0013-5194","","10.1049/el:20021185","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1137454","","","integrated optics;optical fibre couplers;optical fabrication;silicon-on-insulator;silicon;optical losses","low loss mode size converter;singlemode fibres;0.3 /spl mu/m square Si wire waveguides;integrated mode size converter;two-dimensional tapered Si waveguides;overlaid high-index polymer waveguides;total insertion loss;integrated optical circuits;connecting device;3.5 dB;1.09 mm;0.8 dB;0.3 micron;Si","","105","","","","","","","IET","IET Journals"
"Model predictive control based on linear programming - the explicit solution","A. Bemporad; F. Borrelli; M. Morari","University of Siena; NA; NA","IEEE Transactions on Automatic Control","","2002","47","12","1974","1985","","1558-2523","","10.1109/TAC.2002.805688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1137550","","Predictive models;Predictive control;Linear programming;Optimal control;Stability;State-space methods;Open loop systems;Signal sampling;Quadratic programming;Automatic control","","","","431","","44","","","","","IEEE","IEEE Journals"
"Activity and location recognition using wearable sensors","Seon-Woo Lee; K. Mase","Hallym Univ., Kangwon, South Korea; Hallym Univ., Kangwon, South Korea","IEEE Pervasive Computing","","2002","1","3","24","32","Using measured acceleration and angular velocity data gathered through inexpensive, wearable sensors, this dead-reckoning method can determine a user's location, detect transitions between preselected locations, and recognize and classify sitting, standing, and walking behaviors. Experiments demonstrate the proposed method's effectiveness.","1558-2590","","10.1109/MPRV.2002.1037719","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1037719","","Wearable sensors;Legged locomotion;Dead reckoning;Motion detection;Sensor phenomena and characterization;Accelerometers;Angular velocity;Personal digital assistants;Pervasive computing;Area measurement","sensors;mobile computing;position measurement","measured acceleration;angular velocity;wearable sensors;dead-reckoning method;user's location;preselected locations;transitions;sitting;standing;walking","","263","","18","","","","","IEEE","IEEE Magazines"
"Distributed control of spatially invariant systems","B. Bamieh; F. Paganini; M. A. Dahleh","Dept. of Mech. & Environ. Eng., California Univ., Santa Barbara, CA, USA; NA; NA","IEEE Transactions on Automatic Control","","2002","47","7","1091","1107","We consider distributed parameter systems where the underlying dynamics are spatially invariant, and where the controls and measurements are spatially distributed. These systems arise in many applications such as the control of vehicular platoons, flow control, microelectromechanical systems (MEMS), smart structures, and systems described by partial differential equations with constant coefficients and distributed controls and measurements. For fully actuated distributed control problems involving quadratic criteria such as linear quadratic regulator (LQR), H/sub 2/ and H/sub /spl infin//, optimal controllers can be obtained by solving a parameterized family of standard finite-dimensional problems. We show that optimal controllers have an inherent degree of decentralization, and this provides a practical distributed controller architecture. We also prove a general result that applies to partially distributed control and a variety of performance criteria, stating that optimal controllers inherit the spatial invariance structure of the plant. Connections of this work to that on systems over rings, and systems with dynamical symmetries are discussed.","1558-2523","","10.1109/TAC.2002.800646","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1017552","","Distributed control;Optimal control;Control systems;Distributed parameter systems;Vehicle dynamics;Microelectromechanical systems;Micromechanical devices;Intelligent structures;Partial differential equations;Fluid flow measurement","robust control;H/sup /spl infin// control;linear quadratic control;distributed parameter systems;multidimensional systems;decentralised control","distributed control;spatially invariant systems;distributed parameter systems;fully actuated control;quadratic criteria;linear quadratic regulator;H/sub 2/ optimal controllers;H/sub /spl infin// optimal controllers;standard finite-dimensional problems;performance criteria;robust control;optimal control","","539","","53","","","","","IEEE","IEEE Journals"
"System for assisted mobility using eye movements based on electrooculography","R. Barea; L. Boquete; M. Mazo; E. Lopez","Electron. Dept., Univ. of Alcala, Alcala De Henares, Spain; Electron. Dept., Univ. of Alcala, Alcala De Henares, Spain; Electron. Dept., Univ. of Alcala, Alcala De Henares, Spain; Electron. Dept., Univ. of Alcala, Alcala De Henares, Spain","IEEE Transactions on Neural Systems and Rehabilitation Engineering","","2002","10","4","209","218","Describes an eye-control method based on electrooculography (EOG) to develop a system for assisted mobility. One of its most important features is its modularity, making it adaptable to the particular needs of each user according to the type and degree of handicap involved. An eye model based on electrooculographic signal is proposed and its validity is studied. Several human-machine interfaces (HMI) based on EOG are commented, focusing our study on guiding and controlling a wheelchair for disabled people, where the control is actually effected by eye movements within the socket. Different techniques and guidance strategies are then shown with comments on the advantages and disadvantages of each one. The system consists of a standard electric wheelchair with an on-board computer, sensors and a graphic user interface run by the computer. On the other hand, this eye-control method can be applied to handle graphical interfaces, where the eye is used as a mouse computer. Results obtained show that this control technique could be useful in multiple applications, such as mobility and communication aid for handicapped persons.","1558-0210","","10.1109/TNSRE.2002.806829","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1178091","","Electrooculography;Computer interfaces;Wheelchairs;Man machine systems;Sockets;Sensor systems;Computer graphics;User interfaces;Mice;Communication system control","graphical user interfaces;electro-oculography;handicapped aids;medical control systems;biomedical electrodes;geriatrics","assisted mobility system;eye movements;electrooculography;eye-control method;modularity;handicap;eye model;human-machine interfaces;wheelchair guidance;wheelchair control;disabled people;socket;guidance strategies;advantages;disadvantages;standard electric wheelchair;on-board computer;sensors;graphic user interface;mouse computer;multiple applications;communication aid;elderly","Activities of Daily Living;Communication Aids for Disabled;Computer Graphics;Computer Peripherals;Disabled Persons;Electrooculography;Electrooculography;Equipment Design;Eye Movements;Humans;Locomotion;Pilot Projects;Robotics;Robotics;User-Computer Interface;Wheelchairs","263","","20","","","","","IEEE","IEEE Journals"
"The ultra-wide bandwidth indoor channel: from statistical model to simulations","D. Cassioli; M. Z. Win; A. F. Molisch","Dipt. di Ingegneria Elettronica, Rome Univ., Italy; NA; NA","IEEE Journal on Selected Areas in Communications","","2002","20","6","1247","1257","We establish a statistical model for the ultra-wide bandwidth (UWB) indoor channel based on an extensive measurement campaign in a typical modern office building with 2-ns delay resolution. The approach is based on the investigation of the statistical properties of the multipath profiles measured in different rooms over a finely spaced measurement grid. The analysis leads to the formulation of a stochastic tapped-delay-line (STDL) model of the UWB indoor channel. The averaged power delay profile can be well-modeled by a single exponential decay with a statistically distributed decay constant. The small-scale statistics of path energy gains follow Gamma distributions whose parameters m are truncated Gaussian variables with mean values and standard deviations decreasing with delay. The total received energy experiences a lognormal shadowing around the mean energy given by the path-loss power law. We also find that the correlation between multipath components is negligible. Finally, we propose an implementation of the STDL model and give a comparison between the experimental data and the simulation results.","1558-0008","","10.1109/JSAC.2002.801228","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1021916","","Bandwidth;Delay;Stochastic processes;Frequency;Pulse measurements;Area measurement;Statistical distributions;Shadow mapping;Spread spectrum communication;Signal resolution","indoor radio;radiowave propagation;statistical analysis;simulation;multipath channels;delay lines;gamma distribution;log normal distribution","ultra-wide bandwidth indoor channel;statistical model;simulations;office building;delay resolution;multipath profiles;rooms;stochastic tapped-delay-line model;UWB indoor channel;averaged power delay profile;exponential decay;statistically distributed decay constant;small-scale statistics;path energy gains;Gamma distribution;truncated Gaussian variables;standard deviations;total received energy;lognormal shadowing;mean energy;path-loss power law;correlation;STDL model","","677","","33","","","","","IEEE","IEEE Journals"
