"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multiple Instance Learning with Emerging Novel Class","X. Wei; H. Ye; X. Mu; J. Wu; C. Shen; Z. Zhou","Nanjing University, National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: weixs@lamda.nju.edu.cn); Computer Science and Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: yehj@lamda.nju.edu.cn); Computer Science and Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: mux@lamda.nju.edu.cn); Dept of Computer Science and Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: wujx2001@gmail.com); School of Computer Science, University of Adelaide, Adelaide, South Australia Australia (e-mail: chunhua.shen@adelaide.edu.au); National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, Jiangsu Pronvince China 210093 (e-mail: zhouzh@nju.edu.cn)","IEEE Transactions on Knowledge and Data Engineering","","2019","PP","99","1","1","Diverse applications involving complicated data objects such as proteins and images are solved by applying multi-instance learning (MIL) algorithms. However, few MIL algorithms can deal with problems in an open and dynamic environment, where new categories of samples emerge. In this type of emerging novel class setting, algorithms should be able to not only classify the samples from the observed classes accurately, but also recognize the samples from the novel class. In this paper, we focus on the Multi-Instance learning with Emerging Novel class (MIEN) problem, and formulate MIEN from a metric learning perspective. We extract key instances to form the “super-bag” for each observed class, and non-key instances from all the observed classes to form a “meta super-bag”. Based on these super-bags, we propose the MIEN-metric method to learn discriminative metrics for classifying MIL bags from the observed classes and recognizing bags from the novel class. Experimental results of diverse domains, e.g., biological function annotation, text categorization and object-centric/scene-centric image classification, show MIEN-metric outperforms other baseline methods significantly when the novel class emerges. Meanwhile, MIEN-metric is comparable with state-of-the-art MIL algorithms for binary classification in the traditional MIL setting.","1558-2191","","10.1109/TKDE.2019.2952588","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8896009","Multi-instance learning;Emerging novel class;Incremental learning;Metric learning","Anomaly detection;Measurement;Training;Proteins;Heuristic algorithms;Annotations;Text categorization","","","","1","","","","11 Nov 2019","","","IEEE","IEEE Early Access Articles"
"POMP++: Facilitating Postmortem Program Diagnosis with Value-set Analysis","D. Mu; Y. Du; J. Xu; J. Xu; X. Xing; B. Mao; P. Liu","Computer Science and Technology, Nanjing University, 12581 Nanjing, jiangsu China (e-mail: dzm77@ist.psu.edu); Department of Computer Science and Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: duyunlan@smail.nju.edu.cn); Department of Computer Science and Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: jianhao_xu@smail.nju.edu.cn); Department of Computer Science, Stevens Institute of Technology Charles V Schaefer Jr School of Engineering and Science, 200807 Hoboken, New Jersey United States (e-mail: jxu69@stevens.edu); College of Information Sciences and Technology, Pennsylvania State University, 8082 University Park, Pennsylvania United States (e-mail: xxing@ist.psu.edu); Computer Science, Nanjing University, Nanjing, Jiangsu China (e-mail: maobing@nju.edu.cn); College of IST, Penn State, University Park, Pennsylvania United States 16802 (e-mail: pliu@ist.psu.edu)","IEEE Transactions on Software Engineering","","2019","PP","99","1","1","With the emergence of hardware-assisted processor tracing, execution traces can be logged with lower runtime overhead and integrated into the core dump. In comparison with an ordinary core dump, such a new post-crash artifact provides software developers and security analysts with more clues to a program crash. However, existing works only rely on the resolved runtime information, which leads to limitation in data flow recovery within long execution traces. In this work, we propose POMP++, an automated tool to facilitate the analysis of post-crash artifacts. More specifically, POMP++ introduces a reverse execution mechanism to construct the data flow that a program followed prior to its crash. Furthermore, POMP++ utilizes Value-set Analysis, which helps to verify memory alias relation, to improve the ability of data flow recovery. With the restored data flow, POMP++ then performs backward taint analysis and highlights program statements that actually contribute to the crash. We have implemented POMP++ for Linux system on x86-32 platform, and tested it against various crashes resulting from 31 distinct real-world security vulnerabilities. The evaluation shows that, our work can pinpoint the root causes in 29 cases, increase the amount of recovered memory addresses by 12% and reduce the execution time by 60% compared with existing reverse execution. In short, POMP++ can accurately and efficiently pinpoint program statements that truly contribute to the crashes, making failure diagnosis significantly convenient.","1939-3520","","10.1109/TSE.2019.2939528","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8823943","Postmortem Program Diagnosis;Failure Diagnosis;Reverse Execution;Value-set Analysis","Computer crashes;Software;Security;Core dumps;Registers;Runtime;Tools","","","","","","","","4 Sep 2019","","","IEEE","IEEE Early Access Articles"
"Replication Strategy in Unstructured Peer-to-Peer Systems","G. Feng; Y. Jiang; G. Chen; Q. Gu; S. Lu; D. Chen","Nanjing Audit University, School of Information Science, Nanjing, 210029, China; The State Key Lab. for Novel Software Technology, Nanjing, 210093, China. fgf@nau.edu.cn; Nanjing Audit University, School of Information Science, Nanjing, 210029, China. jyq@nau.edu.cn; The State Key Lab. for Novel Software Technology, Nanjing, 210093, China. ghchen@nju.edu.cn; The State Key Lab. for Novel Software Technology, Nanjing, 210093, China. guq@nju.edu.cn; The State Key Lab. for Novel Software Technology, Nanjing, 210093, China. sanglu@nju.edu.cn; The State Key Lab. for Novel Software Technology, Nanjing, 210093, China. cdx@nju.edu.cn","2007 IEEE International Parallel and Distributed Processing Symposium","11 Jun 2007","2007","","","1","8","The unstructured peer-to-peer (P2P) systems usually use a ""blind search"" method to find the requested data object by propagating a query to a number of peers randomly. In order to increase the success rate of blind search, replication techniques are widely used in these systems. Most P2P systems replicate the most frequently accessed data objects to improve system performance. However, existing replication strategies cannot answer the question that how many replicas of an object should be kept in the P2P system. If an object is replicated excessively, it inevitably will affect the average efficiency of a replica, which will decrease the whole search performance. This paper addresses the issue of finding the proper number of replicas for an object according to its query rate. In this paper, we firstly investigate the precise relation among success rate, the allocation of replicas and query rate. Then we propose an approach of the allocation of copies to optimize the success rate. As a benchmark, our result offers a new understanding of replication.","1530-2075","1-4244-0909-8","10.1109/IPDPS.2007.370286","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4228014","","Peer to peer computing;Network topology;Information science;File servers;Internet;Ad hoc networks;Information retrieval;Probes;Search methods;System performance","peer-to-peer computing;storage allocation","replication strategy;unstructured peer-to-peer system;blind search method","","4","","11","","11 Jun 2007","","","IEEE","IEEE Conferences"
"Learned Resolution Scaling Powered Gaming-as-a-Service at Scale","H. Chen; M. Lu; Z. Ma; X. Zhang; Y. Xu; Q. Shen; W. Zhang","Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, 12474 Shanghai China 200240 (e-mail: chenhao1210@sjtu.edu.cn); School of Electronic Science and Engineering, Nanjing University, 12581 Nanjing, Jiangsu China (e-mail: luming@smail.nju.edu.cn); Electrical Engineering, Nanjing University, Nanjing, Jiangsu China 210093 (e-mail: mazhan@nju.edu.cn); School of Electronic Science and Engineering, Nanjing University, Nanjing, Jiangsu China 210023 (e-mail: xzhang17@nju.edu.cn); EE, Shanghai Jiao Tong University, 12474 Shanghai China 200145 (e-mail: yl.xu@sjtu.edu.cn); ESE, Nanjing University, 12581 nanjing China 210023 (e-mail: shenqiu@nju.edu.cn); Institute of Image Communication and Information Processing, Shanghai Jiao Tong University, Shanghai China (e-mail: zhangwenjun@sjtu.edu.cn)","IEEE Transactions on Multimedia","","2020","PP","99","1","1","Built on the explosive advancement of cloud and telecommunication technologies, Gaming-as-a-Service (GaaS) or cloud gaming system is expected to revolutionize the traditional multi-billion video game market in the near future. This wave is analogous to the rise of live-video-streaming-based-Netflix to replace conventional DVD rental business for movies and TVs. In practice, a successful GaaS platform need to operate in a transparent mode without requiring substantial efforts from both content providers and end users, and offer the pristine quality of experience (QoE) at an affordable cost. Our analysis suggests that GaaS provisioning cost can be reduced significantly by enforcing the game video rendering and streaming at a lower resolution (so as to increase the user concurrency in the cloud and reduce the streaming bandwidth over the network). However, streaming video at a lower resolution may deteriorate the QoE. To maintain the client QoE at the level using the default-native resolution for streaming or even enhance it, we introduce the learned resolution scaling (LRS), which leverages the computational capabilities at clients/edges to restore/improve the reconstructed image/video quality via stacked deep neural networks (DNN). We integrate this LRS into a commercialized GaaS platform - AnyGame, to study its efficiency and complexity quantitatively. Extensive real-life experiments have shown that LRS-powered AnyGame offers the state-of-the-art performance, and the lower operational cost, paving the road for a potential success of GaaS over the Internet. Additionally, we dive into proposed LRS via ablation studies to further demonstrate its consistent performance, including the discussions on trade-off between efficiency and complexity, alternative training sets, etc.","1941-0077","","10.1109/TMM.2020.2985538","Leading Technology of Jiangsu Basic Research Plan; National Key Research and Development Project of China Science and Technology Exchange Center; Natural Science Foundation of Jiangsu Province; National Natural Science Foundation of China; Shanghai Key Laboratory of Digital Media Processing and Transmission; Scientific Research Plan of the Science and Technology Commission of Shanghai Municipality; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9057661","Gaming-as-a-Service;compressed video streaming;learned resolution scaling","Games;Streaming media;Rendering (computer graphics);Gallium arsenide;Quality of experience;Servers;Graphics processing units","","","","","","","","6 Apr 2020","","","IEEE","IEEE Early Access Articles"
"HKMF-T: Recover from Blackouts in Tagged Time Series with Hankel Matrix Factorization","L. Wang; S. Wu; T. Wu; X. Tao; J. Lu","State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: wl@nju.edu.cn); State Key Laboratory for Novel Software Technology, Nanjing University, 12581 Nanjing, Jiangsu China (e-mail: wsm@smail.nju.edu.cn); State Key Laboratory for Novel Software Technology, Nanjing University, 12581 Nanjing, Jiangsu China (e-mail: wth@smail.nju.edu.cn); State Key Laboratory for Novel Software Technology, Computer Science and Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: txp@nju.edu.cn); State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: lj@nju.edu.cn)","IEEE Transactions on Knowledge and Data Engineering","","2020","PP","99","1","1","Recovering missing values in time series is critical when performing time series analysis. And the blackouts issue studied in this paper, described as losing all the data during a certain period, is among the most urgent issues due to its devastating impact on service quality, and is challenging because of the absence of coevolving data sequences for reference. As a result, many existing approaches that rely on data from other coevolving sequences for missing value recovery are infeasible in handling blackouts. To address the issue, this work proposes a novel Hankel matrix factorization approach, HKMF-T, to recover missing values during blackouts for tagged time series, where a tagged time series consists of a data sequence and a corresponding tag sequence. Motivated by real-world observations, HKMF-T decomposes the data sequence into two components: 1) an internal, slowly-varying smooth trend, and 2) external impacts indicated by the tag sequence. By transforming a partially observed data sequence into a corresponding Hankel matrix, we learn the above two components and estimate the missing values under a unified framework of Hankel matrix factorization. Extensive experiments are conducted to evaluate the practical performance of HKMF-T on real-world data sets. And the results suggest HKMF-T outperforms the baseline approaches for blackouts with long durations.","1558-2191","","10.1109/TKDE.2020.2971190","the Collaborative Innovation Center of Novel Software Technology and Industrialization; National Key R and D Program of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8979178","Tagged Time Series;Missing Value Imputation;Blackouts;Hankel Matrix Factorization","Time series analysis;Matrix decomposition;Market research;Meteorology;Sparse matrices;Indexes;Software","","","","","","","","3 Feb 2020","","","IEEE","IEEE Early Access Articles"
"Semi-Supervised Multi-Modal Clustering and Classification with Incomplete Modalities","Y. Yang; D. Zhan; Y. Wu; Z. Liu; H. Xiong; Y. Jiang","National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, JIANGSU China 210023 (e-mail: yangy@lamda.nju.edu.cn); Dept. Computer Sci., Nanjing University, LAMDA, Nanjing, Jiangsu China (e-mail: zhandc@lamda.nju.edu.cn); computer science and technology, Nanjing University, Nanjing, JIANGSU China (e-mail: wuyf@lamda.nju.edu.cn); WXG, Tecent, Shenzhen, Guangdong China (e-mail: lewiszbliu@tencent.com); MSIS, Rutgers University, Newark, New Jersey United States (e-mail: hxiong@rutgers.edu); Department of Computer Science & Technology, Nanjing University, Nanjing, Jiangsu China 210046 (e-mail: jiangy@lamda.nju.edu.cn)","IEEE Transactions on Knowledge and Data Engineering","","2019","PP","99","1","1","In this paper, we propose a novel Semi-supervised Learning with Incomplete Modality (SLIM) method considering the modal consistency and complementarity simultaneously, and Kernel SLIM (SLIM-K) based on matrix completion for further solving the modal incompleteness. As is well known, most realistic data have multi-modal representations, multi-modal learning refers to the process of learning a precise model for complete modalities. However, due to the failures of data collection, self-deficiencies or other various reasons, multi-modal examples are usually with incomplete modalities, which generate utility obstacle using previous methods. In this paper, SLIM integrates the intrinsic consistency and extrinsic complementary information for prediction and cluster simultaneously. In detail, SLIM forms different modal classifiers and clustering learner consistently in a unified framework, while using the extrinsic complementary information from unlabeled data against the insufficiencies brought by the incomplete modal issue. Moreover, in order to deal with missing modality in essence, we propose the SLIM-K, which takes the complemented kernel matrix into the classifiers and the cluster learner respectively. Thus SLIM-K can solve the defects of missing modality in result. Finally, we give the discussion of generalization of incomplete modalities. Experiments on 13 benchmark datasets and 2 real-world incomplete multi-modal datasets validate the effectiveness.","1558-2191","","10.1109/TKDE.2019.2932742","Collaborative Innovation Center of Novel Software Technology; National Natural Science Foundation of China; NSF; Industrialization Postgraduate Research Practice Innovation Program of Jiangsu province; National Key RD Program of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8786151","Semi-supervised Learning;Incomplete Multi-Modal Learning;Modal consistency;Modal Complementarity;Matrix Completion","Kernel;Matrix decomposition;Semisupervised learning;Clustering algorithms;Data models;Data collection;Feature extraction","","","","","","","","5 Aug 2019","","","IEEE","IEEE Early Access Articles"
"Heterogeneous Few-Shot Model Rectification with Semantic Mapping","H. Ye; D. Zhan; Y. Jiang; Z. Zhou","School of Artificial Intelligence, Nanjing University, Nanjing, Jiangsu China (e-mail: yehj@lamda.nju.edu.cn); School of Artificial Intelligence, LAMDA, Nanjing, Jiangsu China (e-mail: zhandc@lamda.nju.edu.cn); Department of Computer Science & Technology, Nanjing University, Nanjing, Jiangsu China 210046 (e-mail: jiangy@lamda.nju.edu.cn); National Key Lab for Novel Software Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: zhouzh@lamda.nju.edu.cn)","IEEE Transactions on Pattern Analysis and Machine Intelligence","","2020","PP","99","1","1","There still involve lots of challenges when applying machine learning algorithms in unknown environments, especially those with limited training data. To handle the data insufficiency and make a further step towards robust learning, we adopt the learnware notion which equips a model with an essential reusable property---the model learned in a related task could be easily adapted to the current data-scarce environment without data sharing. To this end, we propose the REctiFy via heterOgeneous pRedictor Mapping (ReForm) framework enabling the current model to take advantage of a related model from two kinds of heterogeneous environment, i.e., either with different sets of features or labels. By Encoding Meta InformaTion (EMIT) of features and labels as the model specification, we utilize an optimal transported semantic mapping to characterize and bridge the environment changes. After fine-tuning over a few labeled examples through a biased regularization objective, the transformed heterogeneous model adapts to the current task efficiently. We apply ReForm over both synthetic and real-world tasks such as few-shot image classification with either learned or pre-defined specifications. Experimental results validate the effectiveness and practical utility of the proposed ReForm framework.","1939-3539","","10.1109/TPAMI.2020.2994749","National Natural Science Foundation of China; Collaborative Innovation Center of Novel Software Technology and Industrialization; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9093972","Model Reuse;Heterogeneous Model Reuse;Few-Shot Learning;Transfer Learning;Meta Representation;Learnware","Task analysis;Adaptation models;Predictive models;Data models;Training;Semantics;Robustness","","","","","","","","14 May 2020","","","IEEE","IEEE Early Access Articles"
"An online incremental learning algorithm for time series","Haoran Xu; Youlu Xing; Furao Shen; Jinxi Zhao","Robotic Intelligence and Neural Computing Laboratory (http://cs.nju.edu.cn/rinc/RINC.Lab), National Key Laboratory for Novel Software Technology, Nanjing University, China; Robotic Intelligence and Neural Computing Laboratory (http://cs.nju.edu.cn/rinc/RINC.Lab), National Key Laboratory for Novel Software Technology, Nanjing University, China; Robotic Intelligence and Neural Computing Laboratory (http://cs.nju.edu.cn/rinc/RINC.Lab), National Key Laboratory for Novel Software Technology, Nanjing University, China; Robotic Intelligence and Neural Computing Laboratory (http://cs.nju.edu.cn/rinc/RINC.Lab), National Key Laboratory for Novel Software Technology, Nanjing University, China","2015 International Joint Conference on Neural Networks (IJCNN)","1 Oct 2015","2015","","","1","5","Mining time series data has been revived in the last decade due to the increasing availability of time series datasets. This paper presents an online incremental learning algorithm for time series based on the self-organizing incremental neural network (SOINN) and fast dynamic time warping (FastDTW), referred to as OILFTS. The proposed method OILFTS adopts FastDTW distance as the similarity measure, meeting the requirements of most real-time applications. Moreover, OILFTS achieves online and incremental learning of data series which are of equal or unequal length. We test our method with UCR time series datasets, and experimental results show that, from the respect of classification accuracy, the proposed OILFTS is much better than the state-of-the-art similarity measure approaches and widely investigated kernel-based SVMs.","2161-4407","978-1-4799-1960-4","10.1109/IJCNN.2015.7280833","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7280833","","Marine animals;Time measurement","data mining;learning (artificial intelligence);neural nets;pattern classification;time series","online incremental learning algorithm;time series data mining;self-organizing incremental neural network;SOINN;fast dynamic time warping;FastDTW;OILFTS method;UCR time series datasets;data classification","","","","16","","1 Oct 2015","","","IEEE","IEEE Conferences"
"Temporal and spatial variations of NDVI in Lake Baikal","J. Jin; H. Jiang; Y. Wang; X. Zhang","International Institute for Earth System Science, Nanjing University, NJU, Nanjing 210093, China; International Institute for Earth System Science, Nanjing University, NJU, Nanjing 210093, China; International Institute for Earth System Science, Nanjing University, NJU, Nanjing 210093, China; International Institute for Earth System Science, Nanjing University, NJU, Nanjing 210093, China","2010 18th International Conference on Geoinformatics","9 Sep 2010","2010","","","1","4","Terrestrial vegetation is an important component of ecosystem. Quickly and accurately monitoring the status of vegetation growth and evolution has certain reference meaning in the socio-economic constructions and ecological studies. Remote sensing is an effective measure to monitor vegetation at regional and global scales. Taking the sensitive area to the global climate and environmental change, Lake Baikal and Siberia, the present study aims to explore the response of vegetation to the climate changes. The data of monthly NDVI / MODIS data, with a spatial resolution of 0.05 deg from 2003 to 2008 were used in this study. The results showed that the yearly variations of NDVI were well corresponding to the growth and decline of vegetation and seasonal changes, which showed obvious phenological phenomena. Correlation analysis presented that with increasing in temperature and precipitation, NDVI increased gradually and vegetations grew well. Moreover, the influence of the precipitation on vegetation was slightly lower than that of the temperature. From 2003 to 2008, the change of NDVI showed a gradual upward trend except the low value in 2006. In the growing seasons, NDVI from 2003 to 2008, roughly showed an upward trend; in non-growing seasons, NDVI showed a roughly linear downward trend. The spatial distribution of NDVI in the west Lake Baikal was relatively lower, and the highest value appeared in the north, followed by the south and east. Different vegetation types emerged in the different NDVI values. NDVI of the tundra was the lowest, followed by scrub and agricultural land, the NDVI values of the wetlands and grassland were relatively high, and the NDVI value of forest lands was the maximum.","2161-0258","978-1-4244-7303-8","10.1109/GEOINFORMATICS.2010.5567661","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5567661","NDVI;temporal and spatial variations;Lake Baikal;climate factor","Vegetation mapping;Vegetation;Lakes;Meteorology;Remote sensing;Temperature;Monitoring","atmospheric precipitation;atmospheric temperature;ecology;lakes;phenology;radiometry;vegetation;vegetation mapping","temporal variations;spatial variations;lake Baikal;terrestrial vegetation;NDVI variations;vegetation growth;socio-economic constructions;remote sensing;climate change;Siberia;MODIS data;AD 2003 to 2008;phenological phenomena;correlation analysis;agricultural land;wetlands;grassland;temperature factor;precipitation factor","","","","11","","9 Sep 2010","","","IEEE","IEEE Conferences"
"Generic Adaptive Scheduling for Efficient Context Inconsistency Detection","H. Wang; C. Xu; B. Guo; X. Ma; J. Lu","Computer Science and Technology, Nanjing University, China, Nanjing University, Nanjing, Jiangsu China (e-mail: cocowhy1013@gmail.com); Computer Science and Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: changxu@nju.edu.cn); Computer Science and Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: bingying_nju@outlook.com); State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, Jiangsu China 210046 (e-mail: xxm@nju.edu.cn); State Key Lab. for Novel Software Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: lj@nju.edu.cn)","IEEE Transactions on Software Engineering","","2019","PP","99","1","1","Many applications use contexts to understand their environments and make adaptation. However, contexts are often inaccurate or even conflicting with each other (a.k.a. context inconsistency). To prevent applications from behaving abnormally or even failing, one promising approach is to deploy constraint checking to detect context inconsistencies. A variety of constraint checking techniques have been proposed, based on different incremental or parallel mechanisms for the efficiency. They are commonly deployed with the strategy that schedules constraint checking immediately upon context changes. This assures no missed inconsistency, but also limits the detection efficiency. One may break the limit by grouping context changes for checking together, but this can cause severe inconsistency missing problem (up to 79.2%). In this article, we propose a novel strategy GEAS to isolate latent interferences among context changes and schedule constraint checking with adaptive group sizes. This makes GEAS not only improve the detection efficiency, but also assure no missed inconsistency with theoretical guarantee. We experimentally evaluated GEAS with large-volume real-world context data. The results show that GEAS achieved significant efficiency gains for context inconsistency detection by $38.8 - 566.7\%$ (or $1.4\times - 6.7\times)$. When enhanced with an extended change-cancellation optimization, the gains were up to 2,755.9% (or 28.6×).","1939-3520","","10.1109/TSE.2019.2898976","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8640044","Context inconsistency detection;consistency constraint;scheduling strategy;susceptibility/cancellation condition","Unified modeling language;Software;Public transportation;Schedules;Adaptive scheduling;XML","","","","1","","","","12 Feb 2019","","","IEEE","IEEE Early Access Articles"
"Semi-Supervised Multi-Modal Multi-Instance Multi-Label Deep Network with Optimal Transport","Y. Yang; Z. Fu; D. Zhan; Z. Liu; Y. Jiang","National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, JIANGSU China 210023 (e-mail: yangy@lamda.nju.edu.cn); Computer Science and Technology, Nanjing University, Nanjing, Jiangsu China (e-mail: fuzy@lamda.nju.edu.cn); Computer Science Department, Nanjing University, Nanjing, Jiangsu China 210093 (e-mail: zhandc@nju.edu.cn); WXG, Tecent, Shenzhen, Guangdong China (e-mail: lewiszbliu@tencent.com); Department of Computer Science & Technology, Nanjing University, Nanjing, Jiangsu China 210046 (e-mail: jiangy@lamda.nju.edu.cn)","IEEE Transactions on Knowledge and Data Engineering","","2019","PP","99","1","1","Complex objects are usually with multiple labels, and can be represented by multiple modal representations, e.g., the complex articles contain text and image information as well as multiple annotations. Previous methods assume that the homogeneous multi-modal data are consistent, while in real applications, the raw data are disordered, e.g., the article constitutes with variable number of inconsistent text and image instances. Therefore, Multi-modal Multi-instance Multi-label (M3) learning provides a framework for handling such task and has exhibited excellent performance. However, M3 learning is facing two main challenges: 1) how to effectively utilize label correlation; 2) how to take advantage of multi-modal learning to process unlabeled instances. To solve these problems, we first propose a novel Multi-modal Multi-instance Multi-label Deep Network (M3DN), which considers M3 learning in an end-to-end multi-modal deep network and utilizes consistency principle among different modal bag-level predictions. Based on the M3DN, we learn the latent ground label metric with the optimal transport. Moreover, we introduce the extrinsic unlabeled multi-modal multi-instance data, and propose the M3DNS, which considers the instance-level auto-encoder for single modality and modified bag-level optimal transport to strengthen the consistency among modalities. Thereby M3DNS can better predict label and exploit label correlation simultaneously.","1558-2191","","10.1109/TKDE.2019.2932666","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8786171","Semi-supervised Learning;Multi-Modal Multi-Instance Multi-label Learning;Modal consistency;Optimal Transport","Correlation;Measurement;Games;Task analysis;Bayes methods;Acceleration;Data models","","","","","","","","5 Aug 2019","","","IEEE","IEEE Early Access Articles"
"Disentangling, Embedding and Ranking Label Cues for Multi-Label Image Recognition","Z. Chen; Q. Cui; X. Wei; X. Jin; Y. Guo","Computer science and Technology, Nanjing University, 12581 Nanjing, Jiangsu China 210093 (e-mail: chenzhaomin@smail.nju.edu.cn); Gradeate School of Information, Production and Systems, Waseda University, 13148 Shinjuku-ku Japan 169-8050 (e-mail: cui-quan@toki.waseda.jp); Megvii Research Nanjing, Megvii Technology, Nanjing, Jiangsu China 210000 (e-mail: weixs.gm@gmail.com); The Department of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, 47854 Nanjing China 210016 (e-mail: x.jin@nuaa.edu.cn); Department of Computer Science, National Key Lab for Novel Software Technology, Nanjing, Jiangsu China 210093 (e-mail: ywguo@nju.edu.cn)","IEEE Transactions on Multimedia","","2020","PP","99","1","1","Multi-label image recognition is a fundamental but challenging computer vision and multimedia task. Great progress has been achieved by exploiting label correlations among these multiple labels associated with a single image, which is the most crucial issue for multi-label image recognition. In this paper, to explicitly model label correlations, we propose a unified deep learning framework to Disentangle, Embed and Rank (DER) the corresponding label cues. Specifically, we first obtain class-aware disentangled maps (CADMs) by reforming deep activations in accordance with the class-specific recognition weights. Then, after transforming CADMs into the corresponding label vectors, we propose an embedding operation from a metric learning perspective to pull the relevant label vectors together and push irrelevant label vectors away. Furthermore, a ranking operation is employed, which aims to accurately and robustly measure the similarity/dissimilarity of these label vectors. Our model can be trained in an end-to-end manner with only image-level supervision, during which the proposed embedding and ranking operations can contribute to the CADMs learning through back-propagation. In addition, the obtained CADMs are aggregated and further used as an essential feature stream for the final multi-label classification. We conduct extensive experiments on three commonly used multi-label benchmark datasets. Quantitative results show that our model can significantly and consistently outperform previous competitive methods. Moreover, qualitative analysis of our DER proposal also reveals the effectiveness of our proposed model.","1941-0077","","10.1109/TMM.2020.3003779","The National Key RD Program of China; The Fundamental Research Funds for the Central Universities; the National Natural Science Foundation of China under Grants; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9122471","Multi-label image recognition;deep learning;label correlation;CNNs;disentangling;embedding;ranking","","","","","","","","","22 Jun 2020","","","IEEE","IEEE Early Access Articles"
"Artificial Evolution Network: A Computational Perspective on the Expansibility of the Nervous System","Y. Xing; H. Sun; G. Feng; F. Shen; J. Zhao","National Key Laboratory for Novel Software Technology, Department of Computer Science and Technology, Nanjing University, Nanjing 210023, China.; Department of Computer Science and Technology, Anhui University, Hefei 230601, China.; National Key Laboratory for Novel Software Technology, Software Institute, Nanjing University, Nanjing 210093, China (e-mail: fenggh@nju.edu.cn); National Key Laboratory for Novel Software Technology, Department of Computer Science and Technology, Nanjing University, Nanjing 210023, China.; School of Electronic Science and Engineering, Nanjing University, Nanjing 210023, China (e-mail: jianzhao@nju.edu.cn)","IEEE Transactions on Neural Networks and Learning Systems","","2020","PP","99","1","15","Neurobiologists recently found the brain can use sudden emerged channels to process information. Based on this finding, we put forward a question whether we can build a computation model that is able to integrate a sudden emerged new type of perceptual channel into itself in an online way. If such a computation model can be established, it will introduce a channel-free property to the computation model and meanwhile deepen our understanding about the extendibility of the brain. In this article, a biologically inspired neural network named artificial evolution (AE) network is proposed to handle the problem. When a new perceptual channel emerges, the neurons in the network can grow new connections to connect the emerged channel according to the Hebb rule. In this article, we design a sensory channel expansion experiment to test the AE network. The experimental results demonstrate that the AE network can handle the sudden emerged perceptual channels effectively.","2162-2388","","10.1109/TNNLS.2020.3002556","National Science Foundation of China; Jiangsu NSF; Dengfeng Scholars Program of Nanjing University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9126261","Artificial evolution (AE);online learning;perceptual channel extensibility;unsupervised learning.","","","","","","","","","25 Jun 2020","","","IEEE","IEEE Early Access Articles"
