"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Adaptive control of a variable-impedance ankle-foot orthosis to assist drop-foot gait","J. A. Blaya; H. Herr","Div. of Health Sci. & Technol., Harvard-MIT Cambridge, MA, USA; Div. of Health Sci. & Technol., Harvard-MIT Cambridge, MA, USA","IEEE Transactions on Neural Systems and Rehabilitation Engineering","","2004","12","1","24","31","An active ankle-foot orthoses (AAFO) is presented where the impedance of the orthotic joint is modulated throughout the walking cycle to treat drop-foot gait. During controlled plantar flexion, a biomimetic torsional spring control is applied where orthotic joint stiffness is actively adjusted to minimize forefoot collisions with the ground. Throughout late stance, joint impedance is minimized so as not to impede powered plantar flexion movements, and during the swing phase, a torsional spring-damper control lifts the foot to provide toe clearance. To assess the clinical effects of variable-impedance control, kinetic and kinematic gait data were collected on two drop-foot participants wearing the AAFO. For each participant, zero, constant, and variable impedance control strategies were evaluated and the results were compared to the mechanics of three age, weight, and height matched normals. We find that actively adjusting joint impedance reduces the occurrence of slap foot allows greater powered plantar flexion and provides for less kinematic difference during swing when compared to normals. These results indicate that a variable-impedance orthosis may have certain clinical benefits for the treatment of drop-foot gait compared to conventional ankle-foot orthoses having zero or constant stiffness joint behaviors.","1558-0210","","10.1109/TNSRE.2003.823266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1273519","","Adaptive control;Foot;Orthotics;Impedance;Kinematics;Muscles;Rehabilitation robotics;Medical treatment;Prosthetics;Knee","orthotics;electric impedance;gait analysis;biomimetics","adaptive control;variable-impedance ankle-foot orthosis;drop-foot gait;walking cycle;controlled plantar flexion;biomimetic torsional spring control;orthotic joint stiffness;forefoot collisions;swing phase;torsional spring-damper control;kinetic gait;kinematic gait","Aged;Ankle;Elasticity;Electric Impedance;Equipment Failure Analysis;Feedback;Female;Foot;Gait;Gait Disorders, Neurologic;Gait Disorders, Neurologic;Humans;Male;Middle Aged;Orthotic Devices;Prosthesis Design;Therapy, Computer-Assisted;Therapy, Computer-Assisted;Treatment Outcome","419","","49","","","","","IEEE","IEEE Journals"
"A low-noise low-offset capacitive sensing amplifier for a 50-/spl mu/g//spl radic/Hz monolithic CMOS MEMS accelerometer","Jiangfeng Wu; G. K. Fedder; L. R. Carley","Dept. of Electr. & Comput. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA; Dept. of Electr. & Comput. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA; Dept. of Electr. & Comput. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA","IEEE Journal of Solid-State Circuits","","2004","39","5","722","730","This paper describes a CMOS capacitive sensing amplifier for a monolithic MEMS accelerometer fabricated by post-CMOS surface micromachining. This chopper stabilized amplifier employs capacitance matching with optimal transistor sizing to minimize sensor noise floor. Offsets due to sensor and circuit are reduced by ac offset calibration and dc offset cancellation based on a differential difference amplifier (DDA). Low-duty-cycle periodic reset is used to establish robust dc bias at the sensing electrodes with low noise. This work shows that continuous-time voltage sensing can achieve lower noise than switched-capacitor charge integration for sensing ultra-small capacitance changes. A prototype accelerometer integrated with this circuit achieves 50-/spl mu/g//spl radic/Hz acceleration noise floor and 0.02-aF//spl radic/Hz capacitance noise floor while chopped at 1 MHz.","1558-173X","","10.1109/JSSC.2004.826329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1291677","","Low-noise amplifiers;Micromechanical devices;Accelerometers;Capacitance;Noise cancellation;Micromachining;Choppers;Capacitive sensors;Circuit noise;Calibration","accelerometers;CMOS integrated circuits;micromechanical devices;capacitive sensors;micromachining;differential amplifiers;microsensors;choppers (circuits)","low-noise capacitive sensing amplifier;low-offset capacitive sensing amplifier;monolithic MEMS acceloremeter;CMOS MEMS accelerometer;CMOS capacitive sensing amplifier;post-CMOS surface micromachining;chopper stabilized amplifier;capacitance matching;optimal transistor sizing;sensor noise floor minimization;ac offset calibration;dc offset cancellation;differential difference amplifier;low-duty-cycle periodic reset;robust dc bias;sensing electrodes;continuous-time voltage sensing;switched-capacitor charge integration;capacitance changes sensing;capacitive sensing amplifier;chopper stabilization;microelectromechanical systems;1 MHz","","218","","22","","","","","IEEE","IEEE Journals"
"A Cooperative approach to particle swarm optimization","F. van den Bergh; A. P. Engelbrecht","Dept. of Comput. Sci., Univ. of Pretoria, South Africa; Dept. of Comput. Sci., Univ. of Pretoria, South Africa","IEEE Transactions on Evolutionary Computation","","2004","8","3","225","239","The particle swarm optimizer (PSO) is a stochastic, population-based optimization technique that can be applied to a wide range of problems, including neural network training. This paper presents a variation on the traditional PSO algorithm, called the cooperative particle swarm optimizer, or CPSO, employing cooperative behavior to significantly improve the performance of the original algorithm. This is achieved by using multiple swarms to optimize different components of the solution vector cooperatively. Application of the new PSO algorithm on several benchmark optimization problems shows a marked improvement in performance over the traditional PSO.","1941-0026","","10.1109/TEVC.2004.826069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1304845","","Particle swarm optimization;Stochastic processes;Genetic algorithms;Africa;Computer science;Information technology;Neural networks;Topology;Partitioning algorithms;Space technology","genetic algorithms;neural nets;learning (artificial intelligence);cooperative systems","cooperative particle swarm optimizer;stochastic optimization technique;population-based optimization technique;neural network training;solution vector;convergence behavior","","1249","","34","","","","","IEEE","IEEE Journals"
"Crime data mining: a general framework and some examples","H. Chen; W. Chung; J. J. Xu; G. Wang; Y. Qin; M. Chau","Arizona Univ., Tucson, AZ, USA; Arizona Univ., Tucson, AZ, USA; Arizona Univ., Tucson, AZ, USA; Arizona Univ., Tucson, AZ, USA; Arizona Univ., Tucson, AZ, USA; NA","Computer","","2004","37","4","50","56","A major challenge facing all law-enforcement and intelligence-gathering organizations is accurately and efficiently analyzing the growing volumes of crime data. Detecting cybercrime can likewise be difficult because busy network traffic and frequent online transactions generate large amounts of data, only a small portion of which relates to illegal activities. Data mining is a powerful tool that enables criminal investigators who may lack extensive training as data analysts to explore large databases quickly and efficiently. We present a general framework for crime data mining that draws on experience gained with the Coplink project, which researchers at the University of Arizona have been conducting in collaboration with the Tucson and Phoenix police departments since 1997.","1558-0814","","10.1109/MC.2004.1297301","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1297301","","Data mining;National security;Pattern analysis;Terrorism;Local government;Computer crime;Costs;Data security;Cities and towns;Monitoring","data mining;law administration;computer crime;police data processing","crime data mining;law-enforcement organizations;intelligence-gathering organizations;cybercrime detection;network traffic;online transactions","","232","","12","","","","","IEEE","IEEE Magazines"
"Recycling ambient microwave energy with broad-band rectenna arrays","J. A. Hagerty; F. B. Helmbrecht; W. H. McCalpin; R. Zane; Z. B. Popovic","Dept. of Electr. & Comput. Eng., Univ. of Colorado, Boulder, CO, USA; NA; NA; NA; NA","IEEE Transactions on Microwave Theory and Techniques","","2004","52","3","1014","1024","This paper presents a study of reception and rectification of broad-band statistically time-varying low-power-density microwave radiation. The applications are in wireless powering of industrial sensors and recycling of ambient RF energy. A 64-element dual-circularly-polarized spiral rectenna array is designed and characterized over a frequency range of 2-18 GHz with single-tone and multitone incident waves. The integrated design of the antenna and rectifier, using a combination of full-wave electromagnetic field analysis and harmonic balance nonlinear circuit analysis, eliminates matching and filtering circuits, allowing for a compact element design. The rectified dc power and efficiency is characterized as a function of dc load and dc circuit topology, RF frequency, polarization, and incidence angle for power densities between 10/sup -5/-10/sup -1/ mW/cm/sup 2/. In addition, the increase in rectenna efficiency for multitone input waves is presented.","1557-9670","","10.1109/TMTT.2004.823585","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1273745","","Recycling;Rectennas;Microwave antenna arrays;Radio frequency;Electromagnetic analysis;Harmonic analysis;Power harmonic filters;Wireless sensor networks;Sensor phenomena and characterization;Spirals","microwave power transmission;rectification;microwave antenna arrays;spiral antennas;power combiners;frequency response","ambient microwave energy recycling;broadband rectenna arrays;rectification;time-varying microwave radiation;low-power-density microwave radiation;wireless powering;industrial sensors;dual-circularly-polarized array;spiral rectenna array;integrated design;full-wave electromagnetic field analysis;harmonic balance nonlinear circuit analysis;power combining;DC-DC conversion;conversion efficiency;frequency response;2 to 18 GHz","","375","","24","","","","","IEEE","IEEE Journals"
"Simple direct power control of three-phase PWM rectifier using space-vector modulation (DPC-SVM)","M. Malinowski; M. Jasinski; M. P. Kazmierkowski","Inst. of Control & Ind. Electron., Warsaw Univ. of Technol., Poland; Inst. of Control & Ind. Electron., Warsaw Univ. of Technol., Poland; Inst. of Control & Ind. Electron., Warsaw Univ. of Technol., Poland","IEEE Transactions on Industrial Electronics","","2004","51","2","447","454","This paper proposes a novel and simple direct power control of three-phase pulsewidth-modulated (PWM) rectifiers with constant switching frequency using space-vector modulation (DPC-SVM). The active and reactive powers are used as the pulse width modulated (PWM) control variables instead of the three-phase line currents being used. Moreover, line voltage sensors are replaced by a virtual flux estimator. The theoretical principle of this method is discussed. The steady-state and dynamic results of DPC-SVM that illustrate the operation and performance of the proposed system are presented. It is shown that DPC-SVM exhibits several features, such as a simple algorithm, good dynamic response, constant switching frequency, and particularly it provides sinusoidal line current when supply voltage is not ideal. Results have proven excellent performance and verify the validity of the proposed system.","1557-9948","","10.1109/TIE.2004.825278","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1282033","","Power control;Space vector pulse width modulation;Rectifiers;Pulse width modulation;Switching frequency;Voltage;Frequency modulation;Reactive power control;Steady-state;Heuristic algorithms","reactive power control;rectifying circuits;PWM power convertors;harmonics;power factor correction;power supply quality","direct power control;DPC-SVM;three-phase PWM rectifier;space-vector modulation;switching frequency;active power;reactive power;virtual flux estimator;steady-state result;dynamic result;dynamic response;constant switching frequency;sinusoidal line current;converter control;harmonics;power-factor correction;power quality;sensorless control","","417","","13","","","","","IEEE","IEEE Journals"
"All-digital TX frequency synthesizer and discrete-time receiver for Bluetooth radio in 130-nm CMOS","R. B. Staszewski; K. Muhammad; D. Leipold; Chih-Ming Hung; Yo-Chuol Ho; J. L. Wallberg; C. Fernando; K. Maggio; R. Staszewski; T. Jung; Jinseok Koh; S. John; Irene Yuanying Deng; V. Sarda; O. Moreira-Tamayo; V. Mayega; R. Katz; O. Friedman; O. E. Eliezer; E. de-Obaldia; P. T. Balsara","Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; Wireless Analog Technol. Center, Texas Instrum. Inc., Dallas, TX, USA; NA; NA; NA; NA; NA","IEEE Journal of Solid-State Circuits","","2004","39","12","2278","2291","We present a single-chip fully compliant Bluetooth radio fabricated in a digital 130-nm CMOS process. The transceiver is architectured from the ground up to be compatible with digital deep-submicron CMOS processes and be readily integrated with a digital baseband and application processor. The conventional RF frequency synthesizer architecture, based on the voltage-controlled oscillator and the phase/frequency detector and charge-pump combination, has been replaced with a digitally controlled oscillator and a time-to-digital converter, respectively. The transmitter architecture takes advantage of the wideband frequency modulation capability of the all-digital phase-locked loop with built-in automatic compensation to ensure modulation accuracy. The receiver employs a discrete-time architecture in which the RF signal is directly sampled and processed using analog and digital signal processing techniques. The complete chip also integrates power management functions and a digital baseband processor. Application of the presented ideas has resulted in significant area and power savings while producing structures that are amenable to migration to more advanced deep-submicron processes, as they become available. The entire IC occupies 10 mm/sup 2/ and consumes 28 mA during transmit and 41 mA during receive at 1.5-V supply.","1558-173X","","10.1109/JSSC.2004.836345","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1362836","All digital;Bluetooth;direct sampling;discrete time;frequency modulation;frequency synthesizers;phase domain;phase-locked loops;radio receivers;radio transmitters;sampled data circuits;single chip;system-on-chip (SoC);tranceivers","Frequency synthesizers;Receivers;Bluetooth;CMOS process;Baseband;Voltage-controlled oscillators;Transceivers;Radio frequency;Frequency conversion;Phase detection","Bluetooth;digital radio;frequency synthesizers;transceivers;CMOS integrated circuits;frequency modulation;phase locked loops;radio receivers;radio transmitters;system-on-chip","direct sampling;discrete time;frequency modulation;frequency synthesizers;phase domain;phase-locked loops;radio receivers;radio transmitters;sampled data circuits;single chip;system-on-chip;transceivers;all-digital TX frequency synthesizer;discrete-time receiver;Bluetooth radio;CMOS processes;application processor;RF frequency synthesizer;voltage-controlled oscillator;phase/frequency detector;charge-pump combination;digitally controlled oscillator;time-to-digital converter;automatic compensation;digital signal processing;power management;digital baseband processor;power savings;28 mA;41 mA;1.5 V;130 nm","","402","","23","","","","","IEEE","IEEE Journals"
"Self-organizing hierarchical particle swarm optimizer with time-varying acceleration coefficients","A. Ratnaweera; S. K. Halgamuge; H. C. Watson","Dept. of Mech. & Manuf. Eng., Univ. of Melbourne, Vic., Australia; Dept. of Mech. & Manuf. Eng., Univ. of Melbourne, Vic., Australia; NA","IEEE Transactions on Evolutionary Computation","","2004","8","3","240","255","This paper introduces a novel parameter automation strategy for the particle swarm algorithm and two further extensions to improve its performance after a predefined number of generations. Initially, to efficiently control the local search and convergence to the global optimum solution, time-varying acceleration coefficients (TVAC) are introduced in addition to the time-varying inertia weight factor in particle swarm optimization (PSO). From the basis of TVAC, two new strategies are discussed to improve the performance of the PSO. First, the concept of ""mutation"" is introduced to the particle swarm optimization along with TVAC (MPSO-TVAC), by adding a small perturbation to a randomly selected modulus of the velocity vector of a random particle by predefined probability. Second, we introduce a novel particle swarm concept ""self-organizing hierarchical particle swarm optimizer with TVAC (HPSO-TVAC)"". Under this method, only the ""social"" part and the ""cognitive"" part of the particle swarm strategy are considered to estimate the new velocity of each particle and particles are reinitialized whenever they are stagnated in the search space. In addition, to overcome the difficulties of selecting an appropriate mutation step size for different problems, a time-varying mutation step size was introduced. Further, for most of the benchmarks, mutation probability is found to be insensitive to the performance of MPSO-TVAC method. On the other hand, the effect of reinitialization velocity on the performance of HPSO-TVAC method is also observed. Time-varying reinitialization step size is found to be an efficient parameter optimization strategy for HPSO-TVAC method. The HPSO-TVAC strategy outperformed all the methods considered in this investigation for most of the functions. Furthermore, it has also been observed that both the MPSO and HPSO strategies perform poorly when the acceleration coefficients are fixed at two.","1941-0026","","10.1109/TEVC.2004.826071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1304846","","Particle swarm optimization;Acceleration;Optimization methods;Genetic mutations;Manufacturing;Power engineering and energy;Automation;Automatic control;Personnel;Scholarships","optimisation;parameter estimation","self-organizing hierarchical particle swarm optimizer;time-varying acceleration coefficients;parameter automation strategy;time-varying inertia weight factor;parameter estimation;internal combustion spark ignition engines","","1726","","40","","","","","IEEE","IEEE Journals"
"A survey of software refactoring","T. Mens; T. Tourwe","Univ. de Mons-Hainaut, Mons, Belgium; NA","IEEE Transactions on Software Engineering","","2004","30","2","126","139","We provide an extensive overview of existing research in the field of software refactoring. This research is compared and discussed based on a number of different criteria: the refactoring activities that are supported, the specific techniques and formalisms that are used for supporting these activities, the types of software artifacts that are being refactored, the important issues that need to be taken into account when building refactoring tool support, and the effect of refactoring on the software process. A running example is used to explain and illustrate the main concepts.","1939-3520","","10.1109/TSE.2004.1265817","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1265817","","Software quality;Software tools;Software maintenance;Software reusability;Buildings;Programming environments;Reverse engineering;Costs;Spirals;Taxonomy","software reusability;object-oriented programming;bibliographies;software maintenance;programming environments;reverse engineering;software quality","software refactoring;programming environment;reverse engineering;coding tools;coding technique;construction tool","","545","","111","","","","","IEEE","IEEE Journals"
"A review of antennas and propagation for MIMO wireless communications","M. A. Jensen; J. W. Wallace","Dept. of Electr. & Comput. Eng., Brigham Young Univ., Provo, UT, USA; Dept. of Electr. & Comput. Eng., Brigham Young Univ., Provo, UT, USA","IEEE Transactions on Antennas and Propagation","","2004","52","11","2810","2824","Multiple-input-multiple-output (MIMO) wireless systems use multiple antenna elements at transmit and receive to offer improved capacity over single antenna topologies in multipath channels. In such systems, the antenna properties as well as the multipath channel characteristics play a key role in determining communication performance. This paper reviews recent research findings concerning antennas and propagation in MIMO systems. Issues considered include channel capacity computation, channel measurement and modeling approaches, and the impact of antenna element properties and array configuration on system performance. Throughout the discussion, outstanding research questions in these areas are highlighted.","1558-2221","","10.1109/TAP.2004.835272","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1353475","Antenna arrays;multiple-input–multiple-output (MIMO) systems;propagation","Antennas and propagation;MIMO;Wireless communication;Receiving antennas;Transmitting antennas;Multipath channels;Topology;Channel capacity;Antenna measurements;Antenna arrays","MIMO systems;transmitting antennas;receiving antennas;antenna arrays;multipath channels;channel capacity","MIMO wireless communications;multiple-input-multiple-output systems;transmit-receive antenna elements;single antenna topologies;multipath channels;channel capacity;antenna arrays;propagation","","531","","146","","","","","IEEE","IEEE Journals"
"Optimal control of parallel hybrid electric vehicles","A. Sciarretta; M. Back; L. Guzzella","Meas. & Control Lab., Swiss Fed. Inst. of Technol., Zurich, Switzerland; NA; NA","IEEE Transactions on Control Systems Technology","","2004","12","3","352","363","In this paper, a model-based strategy for the real-time load control of parallel hybrid vehicles is presented. The aim is to develop a fuel-optimal control which is not relying on the a priori knowledge of the future driving conditions (global optimal control), but only upon the current system operation. The methodology developed is valid for those problem that are characterized by hard constraints on the state-battery state-of-charge (SOC) in this application-and by an arc cost-fuel consumption rate-which is not an explicit function of the state. A suboptimal control is found with a proper definition of a cost function to be minimized at each time instant. The ""instantaneous"" cost function includes the fuel energy and the electrical energy, the latter related to the state constraints. In order to weight the two forms of energy, a new definition of the equivalence factors has been derived. The strategy has been applied to the ""Hyper"" prototype of DaimlerChrysler, obtained from the hybridization of the Mercedes A-Class. Simulation results illustrate the potential of the proposed control in terms of fuel economy and in keeping the deviations of SOC at a low level.","1558-0865","","10.1109/TCST.2004.824312","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1291406","","Optimal control;Hybrid electric vehicles;Cost function;Control systems;Laboratories;Electric variables control;Load flow control;Prototypes;Fuel economy;Dynamic programming","hybrid electric vehicles;load regulation;real-time systems;fuel optimal control;cost optimal control","parallel hybrid electric vehicles;fuel-optimal control;real-time load control;battery state-of-charge;arc cost;fuel consumption rate;suboptimal control;cost function;fuel energy;electrical energy;DaimlerChrysler Hyper prototype;Mercedes a-class;fuel economy;hybrid power train","","506","","19","","","","","IEEE","IEEE Journals"
"Sparse Bayesian learning for basis selection","D. P. Wipf; B. D. Rao","Dept. of Electr. & Comput. Eng., California Univ., San Diego, La Jolla, CA, USA; Dept. of Electr. & Comput. Eng., California Univ., San Diego, La Jolla, CA, USA","IEEE Transactions on Signal Processing","","2004","52","8","2153","2164","Sparse Bayesian learning (SBL) and specifically relevance vector machines have received much attention in the machine learning literature as a means of achieving parsimonious representations in the context of regression and classification. The methodology relies on a parameterized prior that encourages models with few nonzero weights. In this paper, we adapt SBL to the signal processing problem of basis selection from overcomplete dictionaries, proving several results about the SBL cost function that elucidate its general behavior and provide solid theoretical justification for this application. Specifically, we have shown that SBL retains a desirable property of the /spl lscr//sub 0/-norm diversity measure (i.e., the global minimum is achieved at the maximally sparse solution) while often possessing a more limited constellation of local minima. We have also demonstrated that the local minima that do exist are achieved at sparse solutions. Later, we provide a novel interpretation of SBL that gives us valuable insight into why it is successful in producing sparse representations. Finally, we include simulation studies comparing sparse Bayesian learning with basis pursuit and the more recent FOCal Underdetermined System Solver (FOCUSS) class of basis selection algorithms. These results indicate that our theoretical insights translate directly into improved performance.","1941-0476","","10.1109/TSP.2004.831016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1315936","","Bayesian methods;Signal processing algorithms;Cost function;Iterative algorithms;Machine learning;Biomedical signal processing;Solids;Inverse problems;Support vector machines;Dictionaries","learning (artificial intelligence);iterative methods;inverse problems;signal representation;Bayes methods","sparse Bayesian learning;basis selection algorithms;relevance vector machines;machine learning;signal processing;basis pursuit;focal undetermined system solver;diversity measures;linear inverse problems;overcomplete dictionaries","","685","","64","","","","","IEEE","IEEE Journals"
"Supersonic shear imaging: a new technique for soft tissue elasticity mapping","J. Bercoff; M. Tanter; M. Fink","Lab. Ondes et Acoustique, Ecole Nat. Superieure de Chimie, Paris, France; Lab. Ondes et Acoustique, Ecole Nat. Superieure de Chimie, Paris, France; Lab. Ondes et Acoustique, Ecole Nat. Superieure de Chimie, Paris, France","IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control","","2004","51","4","396","409","Supersonic shear imaging (SSI) is a new ultrasound-based technique for real-time visualization of soft tissue viscoelastic properties. Using ultrasonic focused beams, it is possible to remotely generate mechanical vibration sources radiating low-frequency, shear waves inside tissues. Relying on this concept, SSI proposes to create such a source and make it move at a supersonic speed. In analogy with the ""sonic boom"" created by a supersonic aircraft, the resulting shear waves will interfere constructively along a Mach cone, creating two intense plane shear waves. These waves propagate through the medium and are progressively distorted by tissue heterogeneities. An ultrafast scanner prototype is able to both generate this supersonic source and image (5000 frames/s) the propagation of the resulting shear waves. Using inversion algorithms, the shear elasticity of medium can be mapped quantitatively from this propagation movie. The SSI enables tissue elasticity mapping in less than 20 ms, even in strongly viscous medium like breast. Modalities such as shear compounding are implementable by tilting shear waves in different directions and improving the elasticity estimation. Results validating SSI in heterogeneous phantoms are presented. The first in vivo investigations made on healthy volunteers emphasize the potential clinical applicability of SSI for breast cancer detection.","1525-8955","","10.1109/TUFFC.2004.1295425","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1320804","","Biological tissues;Elasticity;Ultrasonic imaging;Visualization;Viscosity;Focusing;Vibrations;Aircraft manufacture;Prototypes;Motion pictures","biological tissues;biomechanics;cancer;medical image processing;elasticity;biomedical ultrasonics;viscoelasticity;shock waves;elastic waves;phantoms","supersonic shear imaging;soft tissue elasticity mapping;ultrasound based method;real time visualization;soft tissue viscoelastic properties;ultrasonic focused beams;mechanical vibration sources;supersonic speed;sonic boom;supersonic aircraft;Mach cone;tissue heterogeneities;ultrafast scanner prototype;supersonic source;supersonic image;shear elasticity;viscous medium;shear compounding;tilting shear waves;heterogeneous phantoms;breast cancer detection","Adult;Algorithms;Breast;Connective Tissue;Connective Tissue;Elasticity;Feasibility Studies;Female;Humans;Image Enhancement;Image Interpretation, Computer-Assisted;Phantoms, Imaging;Reproducibility of Results;Sensitivity and Specificity;Shear Strength;Ultrasonography, Mammary;Ultrasonography, Mammary;Vibration","1437","","16","","","","","IEEE","IEEE Journals"
"Ridge-based vessel segmentation in color images of the retina","J. Staal; M. D. Abramoff; M. Niemeijer; M. A. Viergever; B. van Ginneken","Univ. Med. Center Utrecht, Netherlands; Univ. Med. Center Utrecht, Netherlands; Univ. Med. Center Utrecht, Netherlands; Univ. Med. Center Utrecht, Netherlands; Univ. Med. Center Utrecht, Netherlands","IEEE Transactions on Medical Imaging","","2004","23","4","501","509","A method is presented for automated segmentation of vessels in two-dimensional color images of the retina. This method can be used in computer analyses of retinal images, e.g., in automated screening for diabetic retinopathy. The system is based on extraction of image ridges, which coincide approximately with vessel centerlines. The ridges are used to compose primitives in the form of line elements. With the line elements an image is partitioned into patches by assigning each image pixel to the closest line element. Every line element constitutes a local coordinate frame for its corresponding patch. For every pixel, feature vectors are computed that make use of properties of the patches and the line elements. The feature vectors are classified using a kNN-classifier and sequential forward feature selection. The algorithm was tested on a database consisting of 40 manually labeled images. The method achieves an area under the receiver operating characteristic curve of 0.952. The method is compared with two recently published rule-based methods of Hoover et al. and Jiang et al. . The results show that our method is significantly better than the two rule-based methods (p<0.01). The accuracy of our method is 0.944 versus 0.947 for a second observer.","1558-254X","","10.1109/TMI.2004.825627","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1282003","","Image segmentation;Color;Retina;Image analysis;Diabetes;Retinopathy;Pixel;Testing;Image databases;Spatial databases","eye;image segmentation;medical image processing;feature extraction","ridge-based vessel segmentation;two-dimensional color images;retina;automated segmentation;diabetic retinopathy;image ridge extraction;classifier;sequential forward feature selection","Algorithms;Cluster Analysis;Color;Databases, Factual;Diabetic Retinopathy;Expert Systems;Fluorescein Angiography;Humans;Image Interpretation, Computer-Assisted;Ophthalmoscopy;Pattern Recognition, Automated;Reproducibility of Results;Retina;Retinal Vessels;Sensitivity and Specificity","1493","","28","","","","","IEEE","IEEE Journals"
"Unit commitment-a bibliographical survey","N. P. Padhy","Dept. of Electr. Eng., Indian Inst. of Technol., Roorkee, India","IEEE Transactions on Power Systems","","2004","19","2","1196","1205","With the fast-paced changing technologies in the power industry, new power references addressing new technologies are coming to the market. So there is an urgent need to keep track of international experiences and activities taking place in the field of modern unit-commitment (UC) problem. This paper gives a bibliographical survey, mathematical formulations, and general backgrounds of research and developments in the field of UC problem for past 35 years based on more than 150 published articles. The collected literature has been divided into many sections, so that new researchers do not face any difficulty in carrying out research in the area of next-generation UC problem under both the regulated and deregulated power industry.","1558-0679","","10.1109/TPWRS.2003.821611","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1295033","","Power generation economics;Power systems;Power generation;Power system economics;Fuel economy;Costs;Power industry;Linear programming;Power system interconnection;Power demand","tree searching;genetic algorithms;simulated annealing;linear programming;power markets","unit commitment;bibliographical survey;fast-paced changing technologies;power industry;deregulated power industry;ant colony systems;artificial neural networks;branch and bound;dynamic programming;enumeration;evolutionary computation;expert system;fuzzy logic;genetic algorithms;hybrid models;integer programming;interior point;Lagrangian relaxation;linear programming;priority list;simulated annealing;tabu search","","514","","151","","","","","IEEE","IEEE Journals"
"Sensorless control of the BLDC motors from near-zero to high speeds","Tae-Hyung Kim; M. Ehsani","Dept. of Electr. Eng., Texas A&M Univ., College Station, TX, USA; Dept. of Electr. Eng., Texas A&M Univ., College Station, TX, USA","IEEE Transactions on Power Electronics","","2004","19","6","1635","1645","This work presents the theory and implementation of a novel sensorless control technique for the brushless DC (BLDC) motor. The proposed new sensorless drive method solves the problem of the sensorless BLDC motor drives at very low speeds. It provides a highly accurate and robust sensorless operation from near zero to high speeds. For this purpose, an approach, a new flux linkage function is defined, that is speed-independent. The validity of the proposed method is verified through both simulation and experimental results and discussion.","1941-0107","","10.1109/TPEL.2004.836625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1353356","Brushless dc (BLDC) motor;control;sensorless","Sensorless control;Brushless DC motors;Commutation;Voltage;DC motors;Costs;Brushless motors;Couplings;Permanent magnet motors;Military computing","brushless DC motors;machine control;robust control;DC motor drives","BLDC motor sensorless control;brushless DC motor;sensorless drive method;robust sensorless operation;flux linage function","","131","","11","","","","","IEEE","IEEE Journals"
