"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"An accurate statistical yield model for CMOS current-steering D/A converters","A. Van den Bosch; M. Steyaert; W. Sansen","Dept. of Electr. Eng., Katholieke Univ., Leuven, Heverlee, Belgium; NA; NA","2000 IEEE International Symposium on Circuits and Systems (ISCAS)","","2000","4","","105","108 vol.4","To obtain a high resolution CMOS current-steering digital-to-analog converter, the matching behavior of the current source transistors is one of the key issues in the design. At this moment, these matching properties are taken into account by the use of time consuming and CPU intensive Monte Carlo simulations. In this paper a formula is derived that allows us to accurately describe the impact of the mismatch on the INL (integral non-linearity) yield of current-steering D/A converters without any loss of design time.","","0-7803-5482-6","10.1109/ISCAS.2000.858699","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=858699","","Semiconductor device modeling;CMOS digital integrated circuits;CMOS technology;Central Processing Unit;Wireless communication;Signal design;Digital-analog conversion;HDTV;GSM;Silicon","CMOS integrated circuits;digital-analogue conversion;integrated circuit yield;statistical analysis;impedance matching;probability;integrated circuit modelling","statistical yield model;CMOS current-steering DAC;D/A converters;high resolution DAC;digital-to-analog converter;matching behavior;current source transistors;integral nonlinearity;INL yield","","66","","5","","","","","IEEE","IEEE Conferences"
"Support vector machine techniques for nonlinear equalization","D. J. Sebald; J. A. Bucklew","Dept. of Electr. & Comput. Eng., Wisconsin Univ., Madison, WI, USA; NA","IEEE Transactions on Signal Processing","","2000","48","11","3217","3226","The emerging machine learning technique called support vector machines is proposed as a method for performing nonlinear equalization in communication systems. The support vector machine has the advantage that a smaller number of parameters for the model can be identified in a manner that does not require the extent of prior information or heuristic assumptions that some previous techniques require. Furthermore, the optimization method of a support vector machine is quadratic programming, which is a well-studied and understood mathematical programming technique. Support vector machine simulations are carried out on nonlinear problems previously studied by other researchers using neural networks. This allows initial comparison against other techniques to determine the feasibility of using the proposed method for nonlinear detection. Results show that support vector machines perform as well as neural networks on the nonlinear problems investigated. A method is then proposed to introduce decision feedback processing to support vector machines to address the fact that intersymbol interference (ISI) data generates input vectors having temporal correlation, whereas a standard support vector machine assumes independent input vectors. Presenting the problem from the viewpoint of the pattern space illustrates the utility of a bank of support vector machines. This approach yields a nonlinear processing method that is somewhat different than the nonlinear decision feedback method whereby the linear feedback filter of the decision feedback equalizer is replaced by a Volterra filter. A simulation using a linear system shows that the proposed method performs equally to a conventional decision feedback equalizer for this problem.","1941-0476","","10.1109/78.875477","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=875477","","Support vector machines;Neural networks;Intersymbol interference;Nonlinear filters;Decision feedback equalizers;Machine learning;Optimization methods;Quadratic programming;Mathematical programming;Neurofeedback","learning automata;learning (artificial intelligence);quadratic programming;decision feedback equalisers;intersymbol interference;pattern recognition;nonlinear filters;telecommunication channels","support vector machines;nonlinear equalization;machine learning technique;communication systems;optimization method;quadratic programming;mathematical programming;nonlinear detection;decision feedback processing;intersymbol interference;ISI;temporal correlation;input vectors;pattern space;decision feedback equalizer;Volterra filter;SVM","","213","","35","","","","","IEEE","IEEE Journals"
"Component-based software engineering: technologies, development frameworks, and quality assurance schemes","Xia Cai; M. R. Lyu; Kam-Fai Wong; Roy Ko","Chinese Univ. of Hong Kong, Shatin, China; NA; NA; NA","Proceedings Seventh Asia-Pacific Software Engeering Conference. APSEC 2000","","2000","","","372","379","Component-based software development approach is based on the idea to develop software systems by selecting appropriate off-the-shelf components and then to assemble them with a well-defined software architecture. Because the new software development paradigm is very different from the traditional approach, quality assurance (QA) for component-based software development is a new topic in the software engineering community. In this paper, we survey current component-based software technologies, describe their advantages and disadvantages, and discuss the features they inherit. We also address QA issues for component-based software. As a major contribution, we propose a QA model for component-based software which covers component requirement analysis, component development, component certification, component customization, and system architecture design, integration, testing and maintenance.","1530-1362","0-7695-0915-0","10.1109/APSEC.2000.896722","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=896722","","Software engineering;Programming;Software systems;Assembly systems;Software architecture;Quality assurance;Software maintenance;Certification;Computer architecture;Software testing","subroutines;software architecture;software quality;certification;program testing;software maintenance;object-oriented programming","component-based software engineering;software development frameworks;software quality assurance schemes;off-the-shelf components;software architecture;software development paradigm;component requirement analysis;component development;component certification;component customization;system architecture design;system integration;system testing;system maintenance","","18","","23","","","","","IEEE","IEEE Conferences"
"Fuzzy EMG classification for prosthesis control","F. H. Y. Chan; Yong-Sheng Yang; F. K. Lam; Yuan-Ting Zhang; P. A. Parker","Dept. of Electr. & Electron. Eng., Hong Kong Univ., China; NA; NA; NA; NA","IEEE Transactions on Rehabilitation Engineering","","2000","8","3","305","311","Proposes a fuzzy approach to classify single-site electromyograph (EMG) signals for multifunctional prosthesis control. While the classification problem is the focus of this paper, the ultimate goal is to improve myoelectric system control performance, and classification is an essential step in the control. Time segmented features are fed to a fuzzy system for training and classification. In order to obtain acceptable training speed and realistic fuzzy system structure, these features are clustered without supervision using the Basic Isodata algorithm at the beginning of the training phase, and the clustering results are used in initializing the fuzzy system parameters. Afterwards, fuzzy rules in the system are trained with the back-propagation algorithm. The fuzzy approach was compared with an artificial neural network (ANN) method on four subjects, and very similar classification results were obtained. It is superior to the latter in at least three points: slightly higher recognition rate; insensitivity to overtraining; and consistent outputs demonstrating higher reliability. Some potential advantages of the fuzzy approach over the ANN approach are also discussed.","1558-0024","","10.1109/86.867872","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=867872","","Fuzzy control;Electromyography;Prosthetics;Fuzzy systems;Control systems;Artificial neural networks;Fuzzy logic;Delay;Clustering algorithms;Neural networks","electromyography;fuzzy control;biocontrol;medical signal processing;artificial limbs","fuzzy EMG classification;time segmented features;multifunctional prosthesis control;myoelectric system control performance improvement;Basic Isodata algorithm;training phase;clustering results;fuzzy rules;back-propagation algorithm;artificial neural network method;recognition rate;overtraining insensitivity;consistent outputs;reliability","","244","","18","","","","","IEEE","IEEE Journals"
"A current transformer model based on the Jiles-Atherton theory of ferromagnetic hysteresis","U. D. Annakkage; P. G. McLaren; E. Dirks; R. P. Jayasinghe; A. D. Parker","Auckland Univ., New Zealand; NA; NA; NA; NA","IEEE Transactions on Power Delivery","","2000","15","1","57","61","The hysteresis loop of the core material in a test current transformer is simulated using the Jiles-Atherton theory. Comparisons are made between recorded and simulated waveforms and it is found necessary to replace the modified Langevin function used by Jiles and Atherton. Using an alternative function described in the paper, good agreement is achieved between test and simulated waveforms.","1937-4208","","10.1109/61.847229","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=847229","","Current transformers;Circuit faults;Magnetic hysteresis;Magnetic materials;Testing;Shape;Soft magnetic materials;HVDC transmission;Magnetization;Equations","current transformers;ferromagnetism;magnetic hysteresis;transformer cores;magnetisation","current transformer model;Jiles-Atherton theory;ferromagnetic hysteresis;core material hysteresis loop;modified Langevin function;test waveforms;simulated waveforms","","131","","5","","","","","IEEE","IEEE Journals"
"Dynamics analysis of the Gough-Stewart platform manipulator","Min-Jie Liu; Cong-Xin Li; Chong-Ni Li","Shanghai Jiaotong Univ., China; NA; NA","IEEE Transactions on Robotics and Automation","","2000","16","1","94","98","A novel derivation of the forward dynamic equations for the Gough-Stewart platform manipulator based on Kane's equation is proposed. In this method, each leg of the Gough-Stewart platform manipulator is treated as an independent substructure, the system dynamic equations are composed of the equations of legs and platform according to the constraints among substructures. The formulation has been implemented in MATLAB routines, and simulation results have been given to show the validation of the new approach. Compared with the traditional Newton-Euler method and Lagrange formulation, the modeling process proposed in the paper is more straightforward and systematic, and the final dynamic equations are very concise.","2374-958X","","10.1109/70.833196","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=833196","","Manipulator dynamics;Equations;Angular velocity;Lagrangian functions;Leg;Acceleration;Robots;MATLAB;Mathematical model;Computational modeling","manipulator dynamics;angular velocity;Jacobian matrices","dynamics analysis;Gough-Stewart platform manipulator;Kane's equation;dynamic equations;MATLAB routines;traditional Newton-Euler method;Lagrange formulation","","124","","20","","","","","IEEE","IEEE Journals"
"A low-voltage CMOS OTA with rail-to-rail differential input range","M. F. Li; U. Dasgupta; X. W. Zhang; Yong Ching Lim","Dept. of Electr. Eng., Nat. Univ. of Singapore, Singapore; NA; NA; NA","IEEE Transactions on Circuits and Systems I: Fundamental Theory and Applications","","2000","47","1","1","8","This paper describes a novel circuit design technique for a low-voltage CMOS operational transconductance amplifier (OTA) where the output current versus the input voltage relationship is linear for differential input voltage range extended from rail to rail. The input transconducting CMOS transistors operate in the nonsaturation region. A pair of complementary n-type input OTAN and p-type OTAP circuits in conjunction with n-MOS and p-MOS output current mirrors are connected in parallel to implement the rail-to-rail voltage input and push-pull current output. The transconductances g/sub mn/ and g/sub mp/ of the OTAN and the OTAP are tuned by biasing voltages VDSN and VDSP, respectively. A masterbias generator (with VDSP as input) is used to generate VDSN as output so as to satisfy g/sub mn/=g/sub mp/. The circuit is capable of operating at supply voltage larger than two times the MOS transistor threshold voltage V/sub T/. When the supply voltage is 2 V and the MOS transistor threshold voltage is 0.7 V, using SPICE level-3 2 /spl mu/m CMOS technology device parameters, the simulation result of the output current deviation from perfect linearity is less than 0.3% for rail-to-rail differential input voltage range.","1558-1268","","10.1109/81.817382","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=817382","","Rail to rail inputs;Threshold voltage;Rail to rail outputs;MOSFETs;CMOS technology;Circuit synthesis;Transconductance;Differential amplifiers;Operational amplifiers;Rail to rail amplifiers","CMOS analogue integrated circuits;low-power electronics;operational amplifiers;differential amplifiers;integrated circuit design","low-voltage CMOS OTA;rail-to-rail differential input range;circuit design technique;operational transconductance amplifier;input transconducting CMOS transistors;nonsaturation region operation;output current mirrors;push-pull current output;masterbias generator;LV OTA;2 micron;2 V;0.7 V","","13","","11","","","","","IEEE","IEEE Journals"
"Supporting trust in virtual communities","A. Abdul-Rahman; S. Hailes","Dept. of Comput. Sci., Univ. Coll. London, UK; Dept. of Comput. Sci., Univ. Coll. London, UK","Proceedings of the 33rd Annual Hawaii International Conference on System Sciences","","2000","","","9 pp. vol.1","","At any given time, the stability of a community depends on the right balance of trust and distrust. Furthermore, we face information overload, increased uncertainty and risk taking as a prominent feature of modern living. As members of society, we cope with these complexities and uncertainties by relying trust, which is the basis of all social interactions. Although a small number of trust models have been proposed for the virtual medium, we find that they are largely impractical and artificial. In this paper we provide and discuss a trust model that is grounded in real-world social trust characteristics, and based on a reputation mechanism, or word-of-mouth. Our proposed model allows agents to decide which other agents' opinions they trust more and allows agents to progressively tune their understanding of another agent's subjective recommendations.","","0-7695-0493-0","10.1109/HICSS.2000.926814","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=926814","","Humans;Uncertainty;Counterfeiting;Radio access networks;Electrical capacitance tomography;Information security;Business;Problem-solving;Absorption;Cultural differences","virtual reality;social sciences computing","virtual communities;trust;distrust;uncertainty;risk taking","","424","","24","","","","","IEEE","IEEE Conferences"
"High-Voltage Drain Extended MOS Transistors for 0.18 um Logic CMOS Process","J. Mitros; C. Y. Tsai; H. Shichijo; K. Kunz; A. Morton; D. Goodpaster; D. Mosher; T. Efland","Texas Instruments Inc., Dallas, TX, USA; NA; NA; NA; NA; NA; NA; NA","30th European Solid-State Device Research Conference","","2000","","","376","379","","","2-86332-248-6","10.1109/ESSDERC.2000.194793","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1503723","","MOSFETs;CMOS logic circuits;CMOS process;Medical simulation;CMOS technology;Transistors;Breakdown voltage;Implants;Instruments;Production","","","","","","2","","","","","IEEE","IEEE Conferences"
"EdgeFlow: a technique for boundary detection and image segmentation","Wei-Ying Ma; B. S. Manjunath","Dept. of Electr. & Comput. Eng., California Univ., Santa Barbara, CA, USA; NA","IEEE Transactions on Image Processing","","2000","9","8","1375","1388","A novel boundary detection scheme based on ""edge flow"" is proposed in this paper. This scheme utilizes a predictive coding model to identify the direction of change in color and texture at each image location at a given scale, and constructs an edge flow vector. By propagating the edge flow vectors, the boundaries can be detected at image locations which encounter two opposite directions of flow in the stable state. A user defined image scale is the only significant control parameter that is needed by the algorithm. The scheme facilitates integration of color and texture into a single framework for boundary detection. Segmentation results on a large and diverse collections of natural images are provided, demonstrating the usefulness of this method to content based image retrieval.","1941-0042","","10.1109/83.855433","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=855433","","Image edge detection;Image segmentation;Predictive coding;Predictive models;Computer vision;Image retrieval;Content based retrieval;Gabor filters;Filtering;Application software","image segmentation;content-based retrieval;edge detection;image colour analysis;image texture","EdgeFlow;boundary detection;image segmentation;edge flow;predictive coding;color;texture;image location;stable state;user defined image scale;control parameter;content based image retrieval","","218","","41","","","","","IEEE","IEEE Journals"
"A high-swing MOS cascode bias circuit","V. Coelho Vincence; C. Galup-Montoro; M. Cherem Schneider","Dept. of Electr. Eng., State Univ. of Santa Catarina, Santa Catarina, Brazil; NA; NA","IEEE Transactions on Circuits and Systems II: Analog and Digital Signal Processing","","2000","47","11","1325","1328","In this paper, we propose a very simple bias circuit that allows for maximum output voltage swing of MOSFET cascode stages. The circuit topology is valid for any current density and is technology independent. Starting from the saturation voltage and from the current density of the cascode stage, we determine the aspect ratio of the transistors in the bias circuit in order to maximize the output voltage swing. Experimental results validate the strategy for designing the bias network.","1558-125X","","10.1109/82.885143","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=885143","","Voltage;MOSFET circuits;Mirrors;Circuit topology;Current density;Analog integrated circuits;Silicon;Frequency;Circuit synthesis;Electric resistance","current mirrors;MOS analogue integrated circuits","bias circuit;output voltage swing;circuit topology;current density;saturation voltage;transistor aspect ratio;cascode current mirror;MOS analog integrated circuit","","5","","10","","","","","IEEE","IEEE Journals"
"The design of a contact-less energy transfer system for a people mover system","G. A. Covic; G. Elliott; O. H. Stielau; R. M. Green; J. T. Boys","Dept. of Electr. & Electron. Eng., Auckland Univ., New Zealand; NA; NA; NA; NA","PowerCon 2000. 2000 International Conference on Power System Technology. Proceedings (Cat. No.00EX409)","","2000","1","","79","84 vol.1","This paper describes a contactless power transfer system to provide intervention free battery charging to a specially designed low weight electric vehicle for use in an historic New Zealand national park. The noncontact feature of the ICPT (inductively coupled power transfer) system is significant in that the charging is transparent to the driver. When the driver stops at the loading platform, the charging unit automatically senses the vehicle and begins charging if required. Four charging bays (buried under the ground) are provided allowing opportunity charging throughout the day. This minimises the necessary on-board batteries, and therefore the vehicle weight, while still allowing the vehicles to be operated continuously.","","0-7803-6338-8","10.1109/ICPST.2000.900035","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=900035","","Energy exchange;Contacts;Electric vehicles;Battery powered vehicles;Power supplies;Vehicle safety;Automotive engineering;Design engineering;Power engineering and energy;Vehicle driving","battery chargers;electromagnetic induction;electric vehicles;power transmission","contact-less energy transfer system;people mover system;contactless power transfer system;intervention free battery charging;low weight electric vehicle;New Zealand national park;inductively coupled power transfer;loading platform;charging bays","","107","","7","","","","","IEEE","IEEE Conferences"
"Systematic analysis and modeling of integrated inductors and transformers in RF IC design","Y. K. Koutsoyannopoulos; Y. Papananos","Nat. Tech. Univ. of Athens, Greece; NA","IEEE Transactions on Circuits and Systems II: Analog and Digital Signal Processing","","2000","47","8","699","713","An efficient modeling technique and a novel CAD tool for the accurate prediction of the performance of integrated inductors and transformers is presented. This generic and process-independent approach generates lumped-element models that easily plug into the RF IC design flow. Their accuracy is established through comparisons with measurements of numerous fabricated inductor structures. This paper intends to provide answers to vital questions in regard to existing limits and future expectations of the performance of on-chip inductors using comprehensive nomographs and quantitative analysis of spiral inductor families. An LNA design paradigm depicts how first-time-working silicon can be achieved when on-chip inductors' coupling is taken into account during the layout design process, minimizing risk, time, and cost.","1558-125X","","10.1109/82.861403","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=861403","","Inductors;Integrated circuit modeling;Predictive models;Design automation;Transformers;Plugs;Radio frequency;Radiofrequency integrated circuits;Performance analysis;Spirals","inductors;integrated circuit design;UHF integrated circuits;MMIC amplifiers;integrated circuit modelling;circuit CAD;nomograms","systematic analysis;integrated inductors;RF IC design;modeling technique;CAD tool;process-independent approach;lumped-element models;design flow;fabricated inductor structures;nomographs;quantitative analysis;spiral inductor families;LNA design paradigm;layout design process","","152","","49","","","","","IEEE","IEEE Journals"
"Modeling and analysis guidelines for slow transients. III. The study of ferroresonance","M. R. Iravani; A. K. S. Chaudhary; W. J. Giesbrecht; I. E. Hassan; A. J. F. Keri; K. C. Lee; J. A. Martinez; A. S. Morched; B. A. Mork; M. Parniani; A. Sharshar; D. Shirmohammadi; R. A. Walling; D. A. Woodford","NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","IEEE Transactions on Power Delivery","","2000","15","1","255","265","The ability to predict or confirm ferroresonance depends primarily on the correctness of the transformer model used by the computer simulation. Ferroresonance is introduced and a general modeling approach is given. An overview of available literature and contributors to this area is provided. A simple ease of ferroresonance in a single phase transformer is used to illustrate this ""phenomenon"". Three phase transformer core structures are discussed. Ferroresonance in three phase grounded-wye distribution systems is described and illustrated with waveform data obtained from laboratory simulations. Representation of the study zone is discussed, modeling techniques are presented, and implementation suggestions are made. Three case studies are presented. Transformer representation is critical to performing a valid simulation. The direction of ongoing research is discussed, and the reader is advised to monitor the literature for ongoing rapid improvements in transformer modeling techniques.","1937-4208","","10.1109/61.847260","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=847260","","Guidelines;Ferroresonance;Phase transformers;Transient analysis;Transformer cores;Inductance;Chaos;Surges;Eddy currents;Equivalent circuits","power transformers;ferroresonance;transient analysis;transformer cores","slow transients modeling;ferroresonance;transformer model;computer simulation;single phase transformer;three phase transformer core structures;three phase grounded-wye distribution systems;waveform data;bifurcation;chaos;nonlinear dynamics;overvoltages","","124","","47","","","","","IEEE","IEEE Journals"
"Unitary space-time modulation for multiple-antenna communications in Rayleigh flat fading","B. M. Hochwald; T. L. Marzetta","Bell Labs., Lucent Technol., Murray Hill, NJ, USA; NA","IEEE Transactions on Information Theory","","2000","46","2","543","564","Motivated by information-theoretic considerations, we propose a signaling scheme, unitary space-time modulation, for multiple-antenna communication links. This modulation is ideally suited for Rayleigh fast-fading environments, since it does not require the receiver to know or learn the propagation coefficients. Unitary space-time modulation uses constellations of T/spl times/M space-time signals (/spl Phi//sub i/, l=1, ..., L), where T represents the coherence interval during which the fading is approximately constant, and M<T is the number of transmitter antennas. The columns of each /spl Phi//sub i/ are orthonormal. When the receiver does not know the propagation coefficients, which between pairs of transmitter and receiver antennas are modeled as statistically independent, this modulation performs very well either when the signal-to-noise ratio (SNR) is high or when T/spl Gt/M. We design some multiple-antenna signal constellations and simulate their effectiveness as measured by bit-error probability with maximum-likelihood decoding. We demonstrate that two antennas have a 6-dB diversity gain over one antenna at 15-dB SNR.","1557-9654","","10.1109/18.825818","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=825818","","Receiving antennas","receiving antennas;transmitting antennas;radio links;modulation;Rayleigh channels;information theory;demodulation;maximum likelihood decoding;error statistics;diversity reception","unitary space-time modulation;Rayleigh fast-fading;Rayleigh flat fading;information theory;signaling scheme;multiple-antenna communication links;space-time signals;coherence interval;transmitter antennas;propagation coefficients;receiver antennas;signal-to-noise ratio;SNR;multiple-antenna signal constellations;bit-error probability;maximum-likelihood decoding;diversity gain;channel coding;demodulation","","707","","22","","","","","IEEE","IEEE Journals"
"A precise numerical prediction of effective dielectric constant for polymer-ceramic composite based on effective-medium theory","Yang Rao; Jianmin Qu; T. Marinis; C. P. Wong","Sch. of Mater. Sci. & Eng., Georgia Inst. of Technol., Atlanta, GA, USA; NA; NA; NA","IEEE Transactions on Components and Packaging Technologies","","2000","23","4","680","683","Nanostructure polymer-ceramic composite with high dielectric constant (/spl epsiv//sub /spl tau///spl sim/90) has been developed for embedded capacitor application. This polymer-ceramic system consists of lead magnesium niobate-lead titanate (PMN-PT) ceramic particle and modified high-dielectric constant low-viscosity epoxy resin. In order to obtain precise prediction of effective dielectric constant of this composite, an empirical prediction model based on self-consistent theory is proposed. The electrical polarization mechanism and interaction between epoxy resin and ceramic filler has been studied. This model can establish the relevant constitutional parameters of polymer-ceramic composite materials such as particle shape, composition, and connectivity that determine the dielectric properties of the composite. This model is simpler, uses fewer parameters and its prediction compares better with experiment (error <10%). The precision and simplicity of the model can be exploited for predictions of the properties and design of nanostructure ferroelectric polymer-ceramic composites. The effective-medium theory (EMT) has been proved a good tool to predict effective properties of nanocomposites.","1557-9972","","10.1109/6144.888853","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888853","","Dielectric constant;Polymers;Predictive models;Ceramics;Epoxy resins;Nanocomposites;High-K gate dielectrics;Capacitors;Magnesium;Titanium compounds","permittivity;particle reinforced composites;filled polymers;capacitors;nanostructured materials;packaging","effective dielectric constant;polymer-ceramic composite;effective-medium theory;embedded capacitor application;ceramic particle;low-viscosity epoxy resin;self-consistent theory;electrical polarization mechanism;constitutional parameters;particle shape;connectivity;nanostructure ferroelectric polymer-ceramic composites;PMN-PbTiO/sub 3/;PbMgO3NbO3-PbTiO3","","171","","14","","","","","IEEE","IEEE Journals"
"Introduction","Z. Liang; P. C. Lauterbur","NA; NA","Principles of Magnetic Resonance Imaging: A Signal Processing Perspective","","2000","","","1","11","This chapter contains sections titled:   What is MRI?   A System Perspective   A Signal Processing Perspective   Organization of the Book    This chapter contains sections titled:   Exercises   ]]>","","9780470545652","10.1109/9780470545652.ch1","","https://ieeexplore.ieee.org","","","","","","","","","","","","","IEEE",""
"On multi-input chattering-free second-order sliding mode control","G. Bartolini; A. Ferrara; E. Usai; V. I. Utkin","Dept. of Electr. & Electron. Eng., Cagliari Univ., Italy; NA; NA; NA","IEEE Transactions on Automatic Control","","2000","45","9","1711","1717","A solution to the problem of eliminating the chattering effect, which is always associated with practical implementations of variable structure control, is presented with reference to a class of uncertain multi-input nonlinear systems. The solution procedure relies on the application of an original control approach capable of enforcing a second-order sliding mode (i.e., a sliding regime on a surface s[x(t)]=0 in the system state space, with s/spl dot/[x(t)] identically equal to zero, a regime enforced by a control signal depending on s[x(t)], but directly acting only on s/spl uml/[x(t)]). Such an approach, in its original formulation, only applies to single-input nonlinear systems with particular types of uncertainties. In the present paper, its validity is extended to multi-input nonlinear systems characterized by uncertainties of more general nature, covering a wide class of real processes.","1558-2523","","10.1109/9.880629","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=880629","","Sliding mode control;Control systems;State-space methods;Nonlinear systems;Uncertainty;Frequency;Nonlinear control systems;Mechanical variables control;Degradation;Systems engineering and theory","nonlinear systems;uncertain systems;variable structure systems;MIMO systems;state-space methods","sliding mode control;variable structure systems;uncertain systems;nonlinear systems;state space;MIMO systems","","233","","12","","","","","IEEE","IEEE Journals"
"What is virtual instrumentation?","H. Goldberg","Analogic Corp., Peabody, MA, USA","IEEE Instrumentation & Measurement Magazine","","2000","3","4","10","13","A virtual instrument is composed of some specialized subunits, some general-purpose computers, some software, and a little know-how. The instrument no longer has to be in one box. Virtual instruments can be simple or very complex. Understanding the real field of virtual instrumentation is just beginning. Over the next few years, there will be a rash of subunits specifically designed for the virtual instrumentation market. These will provide the building blocks for the next generation of field instrumentation and measurement.","1941-0123","","10.1109/5289.887453","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=887453","","Instruments;Battery charge measurement;Power dissipation;Control systems;Relays;Voltage;Reactive power;Frequency;Electron tubes;TV","virtual instrumentation","virtual instrumentation;specialized subunits;general-purpose computers;software;building blocks;next generation instrumentation","","36","","","","","","","IEEE","IEEE Magazines"
"Learning-based approach for license plate recognition","K. K. Kim; K. I. Kim; J. B. Kim; H. J. Kim","NA; NA; NA; NA","Neural Networks for Signal Processing X. Proceedings of the 2000 IEEE Signal Processing Society Workshop (Cat. No.00TH8501)","","2000","2","","614","623 vol.2","Presents a learning-based approach for the construction of a license-plate recognition system. The system consists of three modules. They are, respectively, the car detection module, the license-plate segmentation module and the recognition module. The car detection module detects a car in a given image sequence obtained from a camera with a simple color-based approach. The segmentation module extracts the license plate in the detected car image using neural networks as filters for analyzing the color and texture properties of the license plate. The recognition module then reads the characters on the detected license plate with a support vector machine (SVM)-based character recognizer. The system has been tested with 1000 video sequences obtained from toll-gates, parking lots, etc., and has shown the following performances on average: car detection rate 100%, segmentation rate 97.5%, and character recognition rate about 97.2%.","1089-3555","0-7803-6278-0","10.1109/NNSP.2000.890140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=890140","","Licenses;Character recognition;Image segmentation;Image color analysis;Image sequences;Cameras;Neural networks;Filters;Image analysis;Image texture analysis","automobiles;neural nets;optical character recognition;learning (artificial intelligence);image recognition;image segmentation;subroutines;image colour analysis;image texture;learning automata;image sequences;traffic engineering computing","learning-based approach;car license-plate recognition system;car detection module;license-plate segmentation module;character recognition module;image sequence;camera;color-based approach;neural network filters;image texture properties;support vector machine;video sequences;toll-gates;parking lots;performance","","71","","8","","","","","IEEE","IEEE Conferences"
"Optimizing the AC resistance of multilayer transformer windings with arbitrary current waveforms","W. G. Hurley; E. Gath; J. G. Breslin","Power Electron. Res. Center, Nat. Univ. of Ireland, Galway, Ireland; NA; NA","IEEE Transactions on Power Electronics","","2000","15","2","369","376","AC losses due to nonsinusoidal current waveforms have been found by calculating the losses at harmonic frequencies when the Fourier coefficients are known. An optimized foil or layer thickness in a winding may be found by applying the Fourier analysis over a range of thickness values. This paper presents a new formula for the optimum foil or layer thickness, without the need for Fourier coefficients and calculations at harmonic frequencies. The new formula requires the RMS value of the current waveform and the RMS value of its derivative. It is simple, straightforward and applies to any periodic waveshape.","1941-0107","","10.1109/63.838110","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=838110","","Nonhomogeneous media;Windings;Frequency;Power harmonic filters;Power supplies;Switching circuits;Skin;Power system harmonics;Inductors;Conductors","transformer windings;electric resistance;optimisation;Fourier analysis;switching circuits;transformer magnetic circuits","AC resistance optimisation;multilayer transformer windings;arbitrary current waveforms;AC losses;nonsinusoidal current waveforms;harmonic frequencies;Fourier coefficients;optimized foil;optimized layer thickness;Fourier analysis;magnetic circuits;switching circuits","","237","","17","","","","","IEEE","IEEE Journals"
