"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"The simple economics of cybercrimes","N. Kshetri","North Carolina Univ., USA","IEEE Security & Privacy","","2006","4","1","33","39","The characteristics of cybercriminals, cybercrime victims, and law enforcement agencies have a reinforcing effect on each other, leading to a vicious circle of cybercrime. In this article, the author assessed the cost-benefit structure of cybercriminals. From the potential victims' perspectives, an economic analysis can help explain the optimum investment necessary as well as the measures required to prevent hackers from cracking into their computer networks. The analysis from the cybercriminal's viewpoint also provides insight into factors that might encourage and energize his or her behavior.","1558-4046","","10.1109/MSP.2006.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1588823","Cybercrimes;vicious circle;hacker;online extortions;psychological costs and benefits","Computer crime;Law enforcement;Computer hacking;Internet;Calculus;Recruitment;Personnel;Weapons;Databases;Communications technology","computer crime;cost-benefit analysis","cybercrime;cost-benefit structure;economic analysis;computer hacking","","63","","22","","","","","IEEE","IEEE Magazines"
"Space-time adaptive processing: a knowledge-based perspective for airborne radar","M. C. Wicks; M. Rangaswamy; R. Adve; T. B. Hale","NA; NA; NA; NA","IEEE Signal Processing Magazine","","2006","23","1","51","65","This article provides a brief review of radar space-time adaptive processing (STAP) from its inception to state-of-the art developments. The topic is treated from both intuitive and theoretical aspects. A key requirement of STAP is knowledge of the spectral characteristics underlying the interference scenario of interest. Additional issues of importance in STAP include the computational cost of the adaptive algorithm as well as the ability to maintain a constant false alarm rate (CFAR) over widely varying interference statistics. This article addresses these topics, developing the need for a knowledge-based (KB) perspective. The focus here is on signal processing for radar systems using multiple antenna elements that coherently process multiple pulses. An adaptive array of spatially distributed sensors, which processes multiple temporal snapshots, overcomes the directivity and resolution limitations of a single sensor.","1558-0792","","10.1109/MSP.2006.1593337","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1593337","","Airborne radar;Sensor arrays;Interference;Radar signal processing;Radar antennas;Spaceborne radar;Art;Computational efficiency;Adaptive algorithm;Statistical distributions","space-time adaptive processing;radar signal processing;airborne radar;radar interference;knowledge based systems;radar computing;radar antennas;adaptive antenna arrays;distributed sensors;matrix algebra","space-time adaptive processing;knowledge-based perspective;airborne radar;STAP;interference;spectral characteristics;constant false alarm rate;multiple antenna elements;adaptive array;spatially distributed sensors","","114","","38","","","","","IEEE","IEEE Magazines"
"A comparative analysis of behavioral models for RF power amplifiers","M. Isaksson; D. Wisell; D. Ronnow","Dept. of Electron., Univ. of Gavle, Sweden; NA; NA","IEEE Transactions on Microwave Theory and Techniques","","2006","54","1","348","359","A comparative study of nonlinear behavioral models with memory for radio-frequency power amplifier (PAs) is presented. The models are static polynomial, parallel Hammerstein (PH), Volterra, and radial basis-function neural network (RBFNN). Two PAs were investigated: one was designed for the third-generation (3G) mobile telecommunication systems and one was designed for the second-generation (2G). The RBFNN reduced the total model error slightly more than the PH, but the error out of band was significantly lower for the PH. The Volterra was found to give a lower model error than did a PH of the same nonlinear order and memory depth. The PH could give a lower model error than the best Volterra, since the former could be identified with a higher nonlinear order and memory depth. The qualitative conclusions are the same for the 2G and 3G PAs, but the model errors are smaller for the latter. For the 3G PA, a static polynomial gave a low model error as low as the best PH and lower than the RBFNN for the hardest cross validation. The models with memory, PH, and RBFNN, showed better cross-validation performance, in terms of lower model errors, than a static polynomial for the hardest cross validation of the 2G PA","1557-9670","","10.1109/TMTT.2005.860500","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1573832","Modeling;neural networks;nonlinear distortion;power amplifiers (PAs);radio communication","Radio frequency;Power amplifiers;Radiofrequency amplifiers;Power system modeling;Polynomials;Neural networks;Nonlinear distortion;Peak to average power ratio;Distortion measurement;Phase measurement","3G mobile communication;power amplifiers;radiofrequency amplifiers","RF power amplifiers;nonlinear behavioral models;radio-frequency power amplifier;static polynomial model;parallel Hammerstein model;Volterra model;radial basis-function neural network;3G mobile telecommunication systems;2G mobile telecommunication systems","","257","","46","","","","","IEEE","IEEE Journals"
"Zero-Forcing Precoding for the MIMO Broadcast Channel under Per-Antenna Power Constraints","F. Boccardi; H. Huang","Department of Information Engineering, University of Padova. federico.boccardi@dei.unipd.it; Bell Labs, Lucent Technologies. hchuan@glucent.com","2006 IEEE 7th Workshop on Signal Processing Advances in Wireless Communications","","2006","","","1","5","We consider the downlink transmission of a wireless communication system where M antennas transmit independent information to a subset of K users, each equipped with a single antenna. The Shannon capacity of this MIMO broadcast channel (MIMO-BC) can be achieved using a non-linear preceding technique known as dirty paper coding (DPC) which is difficult to implement in practice. Motivated to study simpler transmission techniques, we focus on a linear precoding technique based on the zero-forcing (ZF) algorithm. In contrast to the typical sum power constraint (SPC), we consider a per-antenna power constraint (PAPC) motivated both by current antenna array designs where each antenna is powered by a separate amplifier and by future wireless networks where spatially separated antennas transmit cooperatively to users. We show that the problem of power allocation for maximizing the weighted sum rate under ZF with PAPC is a constrained convex optimization problem that can be solved using conventional numerical optimization techniques. For the special case of two users, we find an analytic solution based on waterfilling techniques. For the case where the number of users increases without bound, we show that ZF with PAPC is asymptotically optimal in the sense that the ratio of the expected sum-rate capacities between ZF with PAPC and DPC with SPC approaches one. We also show how the results can be generalized for multiple frequency bands and for a hybrid power constraint. Finally, we provide numerical results that show ZF with PAPC achieves a significant fraction of the optimum DPC sum-rate capacity in practical cases where K is bounded","1948-3252","0-7803-9710-X","10.1109/SPAWC.2006.346354","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4153898","","MIMO;Broadcasting;Transmitting antennas;Constraint optimization;Downlink;Wireless communication;Antenna arrays;Power amplifiers;Wireless networks;Frequency","antenna arrays;broadcast channels;linear codes;MIMO communication;radio links;transmitting antennas","zero-forcing precoding;MIMO broadcast channel;per-antenna power constraints;wireless communication system;Shannon capacity;dirty paper coding;linear precoding technique;sum power constraint;antenna array;constrained convex optimization problem;waterfilling techniques;sum-rate capacities","","52","","14","","","","","IEEE","IEEE Conferences"
"A Simulink Based Microgrid Modelling & Operational Analysis Using Distributed Generators","T. K. Panigrahi; A. K. Saha; S. Chowdhury; S. P. Chowdhury; N. Chakraborty; Y. H. Song; S. Byabortta","Jadavpur University, Kolkata, India; Jadavpur University, Kolkata, India; Jadavpur University, Kolkata, India; Jadavpur University, Kolkata, India; Jadavpur University, Kolkata, India; Brunel University, UK; Consultant, TCS, Kolkata","Proceedings of the 41st International Universities Power Engineering Conference","","2006","1","","222","226","This paper describes dynamic modeling of a microgrid operating in grid-connected mode. The model is applied to a distributed utility grid that uses three gas turbine based distributed generators (D.G.), generating power at distribution voltage level (415 volts) and these are connected to a MV grid through a transformer. These DGs are dynamic devices & hence affect the dynamic behavior of the distribution grid. The transient simulation in this paper is done using MATLAB SIMULINK. Analysis of the transient behavior of DGs in simulated environment is important for control of generators during faults, generator trip, surges and switching conditions","","978-186135-342-9","10.1109/UPEC.2006.367748","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4218677","D.G.;CHP;Microgrid","Cogeneration;Heat engines;Stirling engines;Power generation;Mathematical model;Distributed power generation;Mesh generation;Solar heating;Combustion;Fuels","distributed power generation;gas turbines;mathematics computing;power generation faults;power grids;power system simulation;power system transients;power transformers","dynamic modeling;microgrid operation;grid-connected mode;gas turbine;distributed generator;distribution power generation;transformer;transient simulation;MATLAB SIMULINK;faults;generator trip;surge condition;switching condition;415 V","","5","","3","","","","","IEEE","IEEE Conferences"
"Feedforward current control of boost single-phase PFC converters","Min Chen; Jian Sun","Dept. of Electr., Rensselaer Polytech. Inst., Troy, NY, USA; Dept. of Electr., Rensselaer Polytech. Inst., Troy, NY, USA","IEEE Transactions on Power Electronics","","2006","21","2","338","345","This paper presents the theory and application of feedforward current control for boost single-phase ac-dc converters with power factor correction. The proposed feedforward signal involves the instantaneous line voltage and the derivative of the reference current. The new control method is compared to existing feedback and feedforward control methods and is shown to significantly reduce input current harmonic distortion, particularly for applications where the current loop crossover frequency is relatively low compared to the line frequency. Implementation of the proposed control using analog devices and the associated issues, such as performance sensitivity to parameter variation and uncertainties, are presented. Analysis results are complemented by numerical simulation and experimental results from a prototype converter. Targeted applications of the proposed method are airborne systems where the line frequency is high, as well as low-cost digital control for terrestrial 50-60-Hz systems where the current loop crossover frequency is limited by the speed of the digital controller.","1941-0107","","10.1109/TPEL.2005.869746","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1603665","Duty ratio feedforward;feedforward control;high-performance (power factor correction) PFC;PFC converter control;single-phase PFC","Current control;Frequency locked loops;Digital control;AC-DC power converters;Power factor correction;Voltage;Feedback loop;Harmonic distortion;Uncertainty;Numerical simulation","feedforward;electric current control;power factor correction;AC-DC power convertors;harmonic distortion","feedforward current control;boost single-phase PFC converters;ac-dc converters;power factor correction;harmonic distortion reduction;analog devices;current loop crossover frequency;airborne systems;digital control;terrestrial systems","","76","","12","","","","","IEEE","IEEE Journals"
"Reliability Analysis of DSRC Wireless Communication for Vehicle Safety Applications","Fan Bai; H. Krishnan","NA; NA","2006 IEEE Intelligent Transportation Systems Conference","","2006","","","355","362","The 802.11-p based dedicated short range communication (DSRC) is being seriously considered as a promising wireless technology for enhancing transportation safety and highway efficiency. However, to-date, there is very little research done in characterizing the reliability of DSRC communication based on real-world experimental data, and its effect on the reliability of vehicle safety applications. Our experimental set-up includes a fleet of three vehicles equipped with DSRC communication system, GPS receiver and a number of vehicle safety applications based on vehicle-to-vehicle communication. This paper analyzes the link-level behavior of DSRC vehicle-to-vehicle communication in a wide variety of traffic environments based on real-world experimental data. In addition, we also characterize the application level reliability of DSRC for vehicle safety communication (VSC) system. Based on our experiments, we show that the reliability of DSRC vehicle-to-vehicle communication is adequate since packet drops do not occur in bursts most of the time. We also show that the application level reliability of VSC applications based on DSRC communication is quite satisfactory. Finally, we develop an analytical model to relate application level reliability with communication reliability and VSC system parameter, laying out a clear way to improve reliability of VSC applications under harsh traffic environments. To the best of our knowledge, this paper is the first to characterize the application-level reliability of DSRC communication for VSC applications based on real-world experimental data. Our findings develop a deep insight into significant characteristics of DSRC communication for highly mobile vehicle-to-vehicle wireless network, which will contribute to better design and evaluation of communication protocols for VSC applications in the future","2153-0017","1-4244-0093-7","10.1109/ITSC.2006.1706767","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1706767","","Wireless communication;Vehicle safety;Automotive electronics;Mobile communication;Road safety;Road transportation;Communication system traffic;Global Positioning System;Analytical models;Telecommunication traffic","automotive electronics;Global Positioning System;mobile communication;protocols;radio networks;reliability;road safety;traffic;transportation;vehicles","dedicated short range communication wireless communication;802.11-p;transportation safety;GPS receiver;vehicle-to-vehicle communication;vehicle safety communication;application-level reliability;mobile vehicle-to-vehicle wireless network;communication protocols","","49","","20","","","","","IEEE","IEEE Conferences"
"Instantaneous reactive power p-q theory and power properties of three-phase systems","L. S. Czarnecki","Electr. & Comput. Eng. Dept., Louisiana State Univ., Baton Rouge, LA, USA","IEEE Transactions on Power Delivery","","2006","21","1","362","367","This paper investigates how power phenomena and properties of three-phase systems are described and interpreted by the Instantaneous Reactive Power (IRP) p-q Theory. This paper demonstrates that this theory misinterprets power properties of electrical systems or provides some results that at least defy a common sense or meaning of some notions in electrical engineering. For example, it suggests the presence of an instantaneous reactive current in supply lines of purely resistive loads and the presence of an instantaneous active current in supply lines of purely reactive loads. Moreover, it suggests that line currents of linear loads with sinusoidal supply voltage contain a nonsinusoidal component. This paper shows, moreover, that the IRP p-q Theory is not capable to identify power properties of three-phase loads instantaneously. A pair of instantaneous values of p and q powers does not allow us to conclude whether the load is resistive, reactive, balanced, or unbalanced. It is known that a load imbalance reduces power factor. However, the IRP p-q Theory does not identify the load imbalance as the cause of power factor degradation.","1937-4208","","10.1109/TPWRD.2005.852348","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1564220","Active power filters;CPC;currents' physical components;power theory;powers, p-q theory;switching compensators;unbalanced systems","Reactive power;Circuit theory;Power system modeling;Voltage;Current supplies;Active filters;Current measurement;Power measurement;Phase measurement;Electrical engineering","reactive power;load (electric)","instantaneous reactive power p-q theory;three-phase power systems;power properties;three-phase loads;load imbalance;power factor degradation","","109","","19","","","","","IEEE","IEEE Journals"
"Analysis and Optimization of Switched-Capacitor DC-DC Converters","M. D. Seeman; S. R. Sanders","Dept. of Electr. Eng. & Comput. Sci., California Univ., Berkeley, CA; Dept. of Electr. Eng. & Comput. Sci., California Univ., Berkeley, CA","2006 IEEE Workshops on Computers in Power Electronics","","2006","","","216","224","Analysis methods are developed that fully determine a switched-capacitor (SC) DC-DC converter's steady-state performance through evaluation of its output impedance. The simple formulation developed permits optimization of the capacitor sizes to meet a constraint such as a total capacitance or total energy storage limit, and also permits optimization of the switch sizes subject to constraints on total switch conductances or total switch volt-ampere (V-A) products. These optimizations then permit comparison among the switched-capacitor topologies, and comparisons of SC converters with conventional magnetic-based DC-DC converter circuits, in the context of various application settings. Significantly, the performance (based on conduction loss) of a ladder-type converter is found to be superior to that of a conventional boost converter for medium to high conversion ratios","1093-5142","0-7803-9724-X","10.1109/COMPEL.2006.305678","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4097490","","DC-DC power converters;Switching converters;Switches;Constraint optimization;Performance analysis;Steady-state;Impedance;Capacitors;Capacitance;Energy storage","DC-DC power convertors;electric impedance;ladder networks;losses;optimisation;switched capacitor networks","optimization;switched-capacitor DC-DC converters;steady-state performance;output impedance evaluation;switch conductances;switch volt-ampere products;ladder-type converter","","68","","6","","","","","IEEE","IEEE Conferences"
"Analysis of wireless geolocation in a non-line-of-sight environment","Yihong Qi; H. Kobayashi; H. Suda","Nat. Inst. of Inf. & Commun. Technol., UWB Technol. Inst., Yokosuka, Japan; NA; NA","IEEE Transactions on Wireless Communications","","2006","5","3","672","681","We present an analysis of the time-of-arrival (TOA), time-difference-of-arrival (TDOA), angle-of-arrival (AOA) and signal strength (SS) based positioning methods in a non-line-of-sight (NLOS) environment. Single path (line-of-sight (LOS) or NLOS) propagation is assumed. The best geolocation accuracy is evaluated in terms of the Cramer-Rao lower bound (CRLB) or the generalized CRLB (G-CRLB), depending on whether prior statistics of NLOS induced errors are unavailable or available. We then show that the maximum likelihood estimator (MLE) using only LOS estimates and the maximum a posteriori probability (MAP) estimator using both LOS and NLOS data can asymptotically achieve the CRLB and the G-CRLB, respectively. Hybrid schemes that adopt more than one type of position-pertaining data and the relationship among the four methods in terms of their positioning accuracy are also investigated.","1558-2248","","10.1109/TWC.2006.1611097","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1611097","","Maximum likelihood estimation;Time difference of arrival;FCC;Global Positioning System;Signal analysis;Error analysis;Probability;Wireless networks;State estimation;Intelligent systems","time-of-arrival estimation;direction-of-arrival estimation;maximum likelihood estimation;geophysical signal processing;radio direction-finding","wireless geolocation;nonline-of- sight environment;time-of-arrival;time-difference-of-arrival;angle-of-arrival;signal strength based positioning methods;single path propagation;Cramer-Rao lower bound;maximum likelihood estimator;maximum a posteriori probability estimator;TOA;DOA","","265","","54","","","","","IEEE","IEEE Journals"
"Application of Direct-Drive Wheel Motor for Fuel Cell Electric and Hybrid Electric Vehicle Propulsion System","K. M. Rahman; N. R. Patel; T. G. Ward; J. M. Nagashima; F. Caricchi; F. Crescimbini","Gen. Motors Hybrid Power Train Eng., Troy, MI; NA; NA; NA; NA; NA","IEEE Transactions on Industry Applications","","2006","42","5","1185","1192","This paper presents a gearless wheel motor drive system specifically designed for fuel cell electric and hybrid electric vehicle propulsion application. The system includes a liquid-cooled axial flux permanent-magnet machine designed to meet the direct-drive requirements. The machine design implements techniques to increase the machine inductance in order to improve machine constant power range and high-speed efficiency. The implemented technique reduces machine spin loss to further improve efficiency. The machine design also optimizes the placement of magnets in the rotor to reduce cogging and ripple torque. An original cooling system arrangement based on the use of high thermal conductivity epoxy joining machine stator and liquid-cooled aluminum casing allows the very effective removal of machine power loss. Design details and experimental results are presented","1939-9367","","10.1109/TIA.2006.880886","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1703710","Axial flux;component;direct drive;wheel motor","Wheels;Fuel cells;Hybrid electric vehicles;Propulsion;Thermal conductivity;Motor drives;Inductance;Design optimization;Magnets;Forging","cooling;electric propulsion;fuel cell vehicles;hybrid electric vehicles;losses;magnetic flux;motor drives;permanent magnet motors;rotors;stators;thermal conductivity;torque;wheels","direct-drive wheel motor;fuel cell electric vehicle;hybrid electric vehicle propulsion system;gearless wheel motor drive;liquid-cooled axial flux permanent-magnet machine;machine inductance;rotor;cogging torque reduction;ripple torque reduction;machine spin los reduction;cooling system arrangement;thermal conductivity epoxy","","119","","9","","","","","IEEE","IEEE Journals"
"Composite right/left-handed transmission line based compact resonant antennas for RF module integration","Cheng-Jung Lee; K. M. K. H. Leong; T. Itoh","Dept. of Electr. Eng., California Univ., Los Angeles, CA, USA; Dept. of Electr. Eng., California Univ., Los Angeles, CA, USA; Dept. of Electr. Eng., California Univ., Los Angeles, CA, USA","IEEE Transactions on Antennas and Propagation","","2006","54","8","2283","2291","Several electrically small resonant antennas employing the composite right/left-handed transmission line (CRLH-TL) are presented for integration with portable RF modules. The proposed antenna designs are based on the unique property of anti-parallel phase and group velocity of the CRLH-TL at its fundamental mode. In this mode, the propagation constant increases as the frequency decreases, therefore, a small guided wavelength can be obtained at a lower frequency to provide the small lambdag/2 resonant length used to realize a compact antenna design. Furthermore, the physical size and the operational frequency of the antenna depend on the unit cell size and the equivalent transmission line model parameters of the CRLH-TL, including series inductance, series capacitance, shunt inductance and shunt capacitance. Optimization of these parameters as well as miniaturization techniques of the physical size of unit cell is investigated. A four unit-cell resonant antenna is designed and tested at 1.06 GHz. The length, width and height of the proposed antenna are 1/19lambda0, 1/23lambda0 and 1/83lambda0, respectively. In addition, a compact antenna using a 2-D three by three mushroom like unit cell arrangement is developed at 1.17 GHz, showing that an increased gain of 0.6 dB and higher radiation efficiency can be achieved over the first prototype antenna. The same design is applied in the development of a circularly polarized antenna operating at 2.46 GHz. A 116deg beamwidth with axial ratio better than 3 dB is observed. The physical size of the proposed mushroom type small antenna and the circularly polarized antenna is 1/14lambda0 by 1/14lambda0 by 1/39lambda0 and 1/10lambda0 by 1/10lambda 0 by 1/36lambda0, respectively","1558-2221","","10.1109/TAP.2006.879199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1668302","Circular polarized antenna;composite right/left-handed transmission line (CRLH-TL);metamaterials;small antenna","Resonance;Transmission line antennas;Radio frequency;Antennas and propagation;Inductance;Capacitance;Polarization;Propagation constant;Testing;Gain","capacitance;inductance;transmission lines;UHF antennas;waveguides","composite right-left handed transmission line;compact resonant antennas;RF module integration;electrically small resonant antennas;portable RF modules;antenna designs;anti-parallel phase;group velocity;propagation constant;small guided wavelength;operational frequency;transmission line model parameters;series inductance;series capacitance;shunt inductance;shunt capacitance;miniaturization techniques;unit-cell resonant antenna;2D three-by-three mushroom-like unit cell arrangement;circularly polarized antenna;axial ratio;mushroom type small antenna;1.06 GHz;1.17 GHz;2.46 GHz","","169","","29","","","","","IEEE","IEEE Journals"
"Distributed Space-Time Coding in Wireless Relay Networks","Y. Jing; B. Hassibi","California Univ., Irvine, CA; NA","IEEE Transactions on Wireless Communications","","2006","5","12","3524","3536","We apply the idea of space-time coding devised for multiple-antenna systems to the problem of communications over a wireless relay network with Rayleigh fading channels. We use a two-stage protocol, where in one stage the transmitter sends information and in the other, the relays encode their received signals into a ""distributed"" linear dispersion (LD) code, and then transmit the coded signals to the receive node. We show that for high SNR, the pairwise error probability (PEP) behaves as (logP/P)min{TH}, with T the coherence interval, that is, the number of symbol periods during which the channels keep constant, R the number of relay nodes, and P the total transmit power. Thus, apart from the log P factor, the system has the same diversity as a multiple-antenna system with R transmit antennas, which is the same as assuming that the R relays can fully cooperate and have full knowledge of the transmitted signal. We further show that for a network with a large number of relays and a fixed total transmit power across the entire network, the optimal power allocation is for the transmitter to expend half the power and for the relays to collectively expend the other half. We also show that at low and high SNR, the coding gain is the same as that of a multiple-antenna system with R antennas. However, at intermediate SNR, it can be quite different, which has implications for the design of distributed space-time codes","1558-2248","","10.1109/TWC.2006.256975","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4027587","","Power system relaying;Space time codes;Fading;Wireless communication;Protocols;Transmitters;Digital relays;Diversity methods;Pairwise error probability;Transmitting antennas","antenna arrays;channel coding;error statistics;linear codes;protocols;Rayleigh channels;space-time codes","distributed space-time coding;wireless relay networks;multiple-antenna systems;Rayleigh fading channels;two-stage protocol;transmitter;linear dispersion code;SNR;pairwise error probability;transmit antennas;optimal power allocation","","736","","23","","","","","IEEE","IEEE Journals"
"Study on Control Strategies to Improve the Stability of Multi-Infeed HVDC Systems Applying VSC-HVDC","C. Zhao; Y. Sun","Member, IEEE, Key Laboratory of Power System Protection and Dynamic Security Monitoring and Control under Ministry of Education, North China Electric Power University, Baoding 071003, Hebei Province, China. email: chengyongzhao@ncepu.edu.cn; Key Laboratory of Power System Protection and Dynamic Security Monitoring and Control under Ministry of Education, North China Electric Power University, Baoding 071003, Hebei Province, China. email: yingsun@ncepu.edu.cn","2006 Canadian Conference on Electrical and Computer Engineering","","2006","","","2253","2257","Against the stability of the multi-infeed HVDC (MIDC) transmission system, voltage source converter based HVDC (VSC-HVDC) is applied to MIDC systems. The new systems can reduce probability of commutation failure and improve the stability of the MIDC systems. A physical model of a multi-infeed HVDC and VSC-HVDC system is developed, and its mathematical model is analyzed. The rectangular coordinate form of VSC's power transmission equations is deduced through coordinate conversion. Based on the inverse system method for multivariable nonlinear control, the nonlinear controllers of the multi-infeed HVDC and VSC-HVDC system are designed. Simulation results by PSCAD/EMTDC show that the designed nonlinear controllers improve effectively the voltage stability of the multi-infeed HVDC and VSC-HVDC system under small or large disturbances, such as short circuit fault, reduce the probability of commutation failure in the inverter of HVDC systems and increase the operation reliability of HVDC systems","0840-7789","1-4244-0038-4","10.1109/CCECE.2006.277629","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4054649","HVDC;VSC-HVDC;multi-infeed HVDC Transmission system;commutation failure;inverse system method","Control systems;Stability;HVDC transmission;Converters;Power conversion;Nonlinear control systems;Mathematical model;Voltage;Power system modeling;Power transmission","HVDC power convertors;HVDC power transmission;invertors;multivariable control systems;nonlinear control systems;power system stability;power transmission control;power transmission faults;power transmission reliability","multiinfeed HVDC transmission stability;MIDC system;VSC-HVDC;voltage source converter;multivariable nonlinear control;inverse system method;PSCAD-EMTDC simulation;system disturbances;HVDC inverter;HVDC system reliability","","16","","11","","","","","IEEE","IEEE Conferences"
"Voltage regulation with STATCOMs: modeling, control and results","A. Jain; K. Joshi; A. Behal; N. Mohan","Analog Power Design Inc., Lakeville, MN, USA; NA; NA; NA","IEEE Transactions on Power Delivery","","2006","21","2","726","735","This paper presents system modeling and control design for fast load voltage regulation using static compensators (STATCOMs). The modeling strategy gives a clear representation of load voltage magnitude and STATCOM reactive current on an instantaneous basis. The particular coordinate transformation employed here also facilitates extraction of linearized system dynamics in conjunction with circuit simulators. It is rigorously shown that the control problem of load voltage regulation using reactive current is nonminimum phase. Linear and nonlinear controllers for the regulation problem are designed and compared via simulation results. Internal dynamics of the STATCOM are modeled using the same strategy. Lyapunov based adaptive controllers are designed for controlling the STATCOM reactive current while maintaining its dc bus voltage. Simulation results of the controlled STATCOM integrated with the load bus voltage controller are presented to show efficacy of the modeling and control design.","1937-4208","","10.1109/TPWRD.2005.855489","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1610684","Flicker mitigation;nonlinear control;power quality;static compensators (STATCOMs);system modeling;voltage regulation","Voltage control;Automatic voltage control;Control design;STATCOM;Nonlinear dynamical systems;Circuit simulation;Pulse width modulation converters;Power system modeling;Power generation;Bandwidth","voltage control;static VAr compensators;reactive power control;linear systems;nonlinear control systems;control system synthesis;Lyapunov methods","load voltage regulation;STATCOM;static compensators;linearized system;circuit simulators;reactive current;linear controller;nonlinear controller;Lyapunov based controllers;load bus voltage controller","","111","","16","","","","","IEEE","IEEE Journals"
"Design of 5.9 ghz dsrc-based vehicular safety communication","D. Jiang; V. Taliwal; A. Meier; W. Holfelder; R. Herrtwich","DaimlerChrysler Res. & Technol. North America, Inc., Palo Alto, CA; DaimlerChrysler Res. & Technol. North America, Inc., Palo Alto, CA; DaimlerChrysler Res. & Technol. North America, Inc., Palo Alto, CA; DaimlerChrysler Res. & Technol. North America, Inc., Palo Alto, CA; NA","IEEE Wireless Communications","","2006","13","5","36","43","The automotive industry is moving aggressively in the direction of advanced active safety. Dedicated short-range communication (DSRC) is a key enabling technology for the next generation of communication-based safety applications. One aspect of vehicular safety communication is the routine broadcast of messages among all equipped vehicles. Therefore, channel congestion control and broadcast performance improvement are of particular concern and need to be addressed in the overall protocol design. Furthermore, the explicit multichannel nature of DSRC necessitates a concurrent multichannel operational scheme for safety and non-safety applications. This article provides an overview of DSRC based vehicular safety communications and proposes a coherent set of protocols to address these requirements","1558-0687","","10.1109/WC-M.2006.250356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4015707","","Vehicle safety;Communication system control;Road safety;Safety devices;Broadcasting;Protocols;Control systems;Vehicles;Broadcast technology;North America","automobiles;mobile radio;safety;telecommunication congestion control;wireless channels","vehicular safety communication;DSRC;automotive industry;dedicated short-range communication;communication-based safety applications;channel congestion control;multichannel operational scheme","","338","","11","","","","","IEEE","IEEE Magazines"
"Microstrip diplexers design with common resonator sections for compact size, but high isolation","Chi-Feng Chen; Ting-Yi Huang; Chi-Ping Chou; Ruey-Beei Wu","Dept. of Electr. Eng., Nat. Taiwan Univ., Taipei, Taiwan; Dept. of Electr. Eng., Nat. Taiwan Univ., Taipei, Taiwan; Dept. of Electr. Eng., Nat. Taiwan Univ., Taipei, Taiwan; Dept. of Electr. Eng., Nat. Taiwan Univ., Taipei, Taiwan","IEEE Transactions on Microwave Theory and Techniques","","2006","54","5","1945","1952","High isolation and compact size microstrip diplexers designed with common resonator sections have been proposed. By exploiting the variable frequency response of the stepped-impedance resonator, resonators can be shared by the two filter channels of the desired diplexer if their fundamental and the first spurious resonant frequency are properly assigned. Size reduction are, therefore, achieved by introducing a few common resonator sections in the circuit. This concept has been verified by the experimental results of two diplexer circuits. One of the diplexers is composed of two three-pole parallel-coupled bandpass filters and the other is composed of two four-pole cross-coupled bandpass filters, which are formed by only five and six resonators, respectively. Both of them occupy extremely small areas while still keeping good isolations. Good agreements are also achieved between measurement and simulation.","1557-9670","","10.1109/TMTT.2006.873613","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1629035","Bandpass filter;diplexer;microstrip filter;stepped-impedance resonator (SIR);transmission zero","Microstrip resonators;Resonator filters;Band pass filters;Resonant frequency;Coupling circuits;Optical losses;Frequency response;Circuit simulation;Microstrip filters;Filtering theory","multiplexing equipment;microstrip resonators;band-pass filters;microstrip filters;frequency response;poles and zeros","microstrip diplexer;common resonator sections;variable frequency response;stepped-impedance resonator;two filter channels;spurious resonant frequency;diplexer circuits;three-pole bandpass filters;parallel-coupled bandpass filters;four-pole bandpass filters;cross-coupled bandpass filters","","187","","23","","","","","IEEE","IEEE Journals"
